SA4_CODE_2021,C21_F_CL_C_I_II_15_19,C21_F_CL_C_I_II_20_24,C21_F_CL_C_I_II_25_34,C21_F_CL_C_I_II_35_44,C21_F_CL_C_I_II_45_54,C21_F_CL_C_I_II_55_64,C21_F_CL_C_I_II_65_74,C21_F_CL_C_I_II_75_84,C21_F_CL_C_I_II_85over,C21_F_CL_C_I_II_Tot,C21_F_CL_CL_nfd_15_19,C21_F_CL_CL_nfd_20_24,C21_F_CL_CL_nfd_25_34,C21_F_CL_CL_nfd_35_44,C21_F_CL_CL_nfd_45_54,C21_F_CL_CL_nfd_55_64,C21_F_CL_CL_nfd_65_74,C21_F_CL_CL_nfd_75_84,C21_F_CL_CL_nfd_85over,C21_F_CL_CL_nfd_Tot,C21_F_CL_Tot_15_19,C21_F_CL_Tot_20_24,C21_F_CL_Tot_25_34,C21_F_CL_Tot_35_44,C21_F_CL_Tot_45_54,C21_F_CL_Tot_55_64,C21_F_CL_Tot_65_74,C21_F_CL_Tot_75_84,C21_F_CL_Tot_85over,C21_F_CL_Tot_Tot,C21_F_LE_ID_15_19,C21_F_LE_ID_20_24,C21_F_LE_ID_25_34,C21_F_LE_ID_35_44,C21_F_LE_ID_45_54,C21_F_LE_ID_55_64,C21_F_LE_ID_65_74,C21_F_LE_ID_75_84,C21_F_LE_ID_85over,C21_F_LE_ID_Tot,C21_F_LE_NS_15_19,C21_F_LE_NS_20_24,C21_F_LE_NS_25_34,C21_F_LE_NS_35_44,C21_F_LE_NS_45_54,C21_F_LE_NS_55_64,C21_F_LE_NS_65_74,C21_F_LE_NS_75_84,C21_F_LE_NS_85over,C21_F_LE_NS_Tot,C21_F_Tot_15_19_yrs,C21_F_Tot_20_24_yrs,C21_F_Tot_25_34_yrs,C21_F_Tot_35_44_yrs,C21_F_Tot_45_54_yrs,C21_F_Tot_55_64_yrs,C21_F_Tot_65_74_yrs,C21_F_Tot_75_84_yrs,C21_F_Tot_85over,C21_F_Tot_Tot,C11_P_Post_Deg_15_19_yrs,C11_P_Post_Deg_20_24_yrs,C11_P_Post_Deg_25_34_yrs,C11_P_Post_Deg_35_44_yrs,C11_P_Post_Deg_45_54_yrs,C11_P_Post_Deg_55_64_yrs,C11_P_Post_Deg_65_74_yrs,C11_P_Post_Deg_75_84_yrs,C11_P_Post_Deg_85over,C11_P_Post_Deg_Tot,C11_P_GrDip_GrCe_15_19,C11_P_GrDip_GrCe_20_24,C11_P_GrDip_GrCe_25_34,C11_P_GrDip_GrCe_35_44,C11_P_GrDip_GrCe_45_54,C11_P_GrDip_GrCe_55_64,C11_P_GrDip_GrCe_65_74,C11_P_GrDip_GrCe_75_84,C11_P_GrDip_GrCe_85over,C11_P_GrDip_GrCe_Tot,C11_P_BD_15_19,C11_P_BD_20_24,C11_P_BD_25_34,C11_P_BD_35_44,C11_P_BD_45_54,C11_P_BD_55_64,C11_P_BD_65_74,C11_P_BD_75_84,C11_P_BD_85over,C11_P_BD_Tot,C11_P_AdD_DL_15_19,C11_P_AdD_DL_20_24,C11_P_AdD_DL_25_34,C11_P_AdD_DL_35_44,C11_P_AdD_DL_45_54,C11_P_AdD_DL_55_64,C11_P_AdD_DL_65_74,C11_P_AdD_DL_75_84,C11_P_AdD_DL_85over,C11_P_AdD_DL_Tot,C11_P_CL_C_III_IV_15_19,C11_P_CL_C_III_IV_20_24,C11_P_CL_C_III_IV_25_34,C11_P_CL_C_III_IV_35_44,C11_P_CL_C_III_IV_45_54,C11_P_CL_C_III_IV_55_64,C11_P_CL_C_III_IV_65_74,C11_P_CL_C_III_IV_75_84,C11_P_CL_C_III_IV_85over,C11_P_CL_C_III_IV_Tot,C11_P_CL_C_I_II_15_19,C11_P_CL_C_I_II_20_24,C11_P_CL_C_I_II_25_34,C11_P_CL_C_I_II_35_44,C11_P_CL_C_I_II_45_54,C11_P_CL_C_I_II_55_64,C11_P_CL_C_I_II_65_74,C11_P_CL_C_I_II_75_84,C11_P_CL_C_I_II_85over,C11_P_CL_C_I_II_Tot,C11_P_CL_CL_nfd_15_19,C11_P_CL_CL_nfd_20_24,C11_P_CL_CL_nfd_25_34,C11_P_CL_CL_nfd_35_44,C11_P_CL_CL_nfd_45_54,C11_P_CL_CL_nfd_55_64,C11_P_CL_CL_nfd_65_74,C11_P_CL_CL_nfd_75_84,C11_P_CL_CL_nfd_85over,C11_P_CL_CL_nfd_Tot,C11_P_CL_Tot_15_19,C11_P_CL_Tot_20_24,C11_P_CL_Tot_25_34,C11_P_CL_Tot_35_44,C11_P_CL_Tot_45_54,C11_P_CL_Tot_55_64,C11_P_CL_Tot_65_74,C11_P_CL_Tot_75_84,C11_P_CL_Tot_85over,C11_P_CL_Tot_Tot,C11_P_LE_ID_15_19,C11_P_LE_ID_20_24,C11_P_LE_ID_25_34,C11_P_LE_ID_35_44,C11_P_LE_ID_45_54,C11_P_LE_ID_55_64,C11_P_LE_ID_65_74,C11_P_LE_ID_75_84,C11_P_LE_ID_85over,C11_P_LE_ID_Tot,C11_P_LE_NS_15_19,C11_P_LE_NS_20_24,C11_P_LE_NS_25_34,C11_P_LE_NS_35_44,C11_P_LE_NS_45_54,C11_P_LE_NS_55_64,C11_P_LE_NS_65_74,C11_P_LE_NS_75_84,C11_P_LE_NS_85over,C11_P_LE_NS_Tot,C11_P_Tot_15_19_yrs,C11_P_Tot_20_24_yrs,C11_P_Tot_25_34_yrs,C11_P_Tot_35_44_yrs,C11_P_Tot_45_54_yrs,C11_P_Tot_55_64_yrs,C11_P_Tot_65_74_yrs,C11_P_Tot_75_84_yrs,C11_P_Tot_85over,C11_P_Tot_Tot,C16_P_Post_Deg_15_19_yrs,C16_P_Post_Deg_20_24_yrs,C16_P_Post_Deg_25_34_yrs,C16_P_Post_Deg_35_44_yrs,C16_P_Post_Deg_45_54_yrs,C16_P_Post_Deg_55_64_yrs,C16_P_Post_Deg_65_74_yrs,C16_P_Post_Deg_75_84_yrs,C16_P_Post_Deg_85over,C16_P_Post_Deg_Tot,C16_P_GrDip_GrCe_15_19,C16_P_GrDip_GrCe_20_24,C16_P_GrDip_GrCe_25_34,C16_P_GrDip_GrCe_35_44,C16_P_GrDip_GrCe_45_54,C16_P_GrDip_GrCe_55_64,C16_P_GrDip_GrCe_65_74,C16_P_GrDip_GrCe_75_84,C16_P_GrDip_GrCe_85over,C16_P_GrDip_GrCe_Tot,C16_P_BD_15_19,C16_P_BD_20_24,C16_P_BD_25_34,C16_P_BD_35_44,C16_P_BD_45_54,C16_P_BD_55_64,C16_P_BD_65_74,C16_P_BD_75_84,C16_P_BD_85over,C16_P_BD_Tot
405,49,89,195,189,152,127,97,17,0,926,12,38,88,142,200,201,136,64,18,904,243,636,1636,1741,1830,1732,958,228,67,9074,0,4,15,35,35,39,48,35,12,218,246,145,367,422,548,726,858,768,378,4458,495,1239,3878,4503,4629,4840,3603,1633,589,25402,0,5,92,161,172,137,71,18,3,656,0,5,105,195,249,252,80,12,4,910,0,276,1309,1201,1034,1064,510,146,39,5585,14,103,590,1003,1316,1194,613,199,45,5082,276,1159,2560,2960,3272,2598,1568,675,135,15208,137,184,354,230,187,125,50,10,0,1290,21,90,240,328,316,270,132,42,10,1449,437,1434,3156,3518,3778,2994,1753,732,147,17946,14,29,80,143,181,185,125,76,22,854,554,278,525,756,994,1209,1242,1272,593,7429,1018,2143,5846,6989,7730,7040,4390,2452,860,38468,0,12,150,219,182,212,124,33,4,938,0,11,135,186,233,317,129,31,4,1055,0,364,1435,1448,1104,1241,758,251,67,6662
406,31,63,171,178,121,95,44,13,0,717,11,34,91,103,126,119,79,27,5,588,169,495,1333,1242,1211,979,471,110,24,6034,4,9,27,19,25,20,25,16,9,157,241,182,486,449,500,522,508,426,227,3537,419,990,3571,3290,3178,2774,1760,802,313,17091,0,10,154,134,100,112,35,4,0,551,0,7,87,133,152,159,40,7,0,583,0,354,1412,1107,699,531,193,72,16,4385,5,113,445,778,911,711,269,75,22,3316,191,1135,2551,2654,2680,1885,970,395,77,12538,95,212,389,233,130,69,29,4,0,1172,14,66,195,221,179,146,61,19,5,918,303,1418,3133,3115,2992,2105,1066,419,85,14629,13,36,108,147,135,90,72,42,11,654,645,545,1122,1220,1277,1132,1034,837,351,8159,972,2478,6452,6630,6263,4844,2707,1448,480,32283,0,8,187,160,133,122,64,14,3,702,0,20,115,135,152,161,87,14,5,681,5,277,1432,1119,785,630,323,91,20,4682
407,112,154,308,319,270,252,188,51,12,1661,50,63,159,252,369,365,342,138,41,1773,564,1199,2948,2945,3024,2951,1717,478,120,15943,0,18,43,31,60,78,91,91,26,440,425,296,703,722,889,1125,1428,1257,715,7559,1006,2120,6923,7288,7580,7944,6614,3055,1105,43636,0,3,200,244,236,304,190,54,12,1239,0,10,151,270,359,385,162,27,4,1380,4,436,2149,2007,1610,1651,958,323,100,9222,27,236,937,1645,1927,2134,1165,403,106,8577,485,1994,4507,4928,5172,4045,2387,1008,279,24807,279,386,695,487,384,210,82,17,7,2555,63,143,398,561,484,471,248,94,27,2482,830,2526,5598,5974,6044,4724,2716,1121,313,29845,17,46,172,254,269,304,211,144,48,1466,1081,598,1283,1717,1885,2188,2306,2208,1097,14368,1957,3854,10485,12114,12326,11687,7704,4278,1683,66090,0,25,293,338,326,365,320,83,16,1759,0,28,186,264,388,511,286,68,14,1749,7,442,2222,2344,1784,1916,1507,489,132,10843
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,3,6,8,7,0,6,0,0,0,30,0,0,0,8,6,0,9,0,0,21,17,22,55,46,27,31,18,0,0,214,0,3,0,0,0,0,0,0,0,4,17,18,74,86,45,35,31,6,4,314,36,61,214,187,122,116,75,11,5,826,0,4,31,13,11,3,7,0,0,70,0,0,11,5,0,11,0,0,0,20,0,27,107,52,22,22,6,0,0,239,0,13,34,31,37,26,11,0,0,151,6,36,96,62,76,79,36,5,0,398,0,15,13,4,7,9,0,0,0,47,5,7,8,13,10,9,4,0,0,58,16,55,122,78,96,94,42,5,0,504,0,3,7,4,5,11,0,0,6,35,20,34,94,88,114,81,61,68,63,616,39,136,399,277,280,243,123,68,68,1634,0,0,25,13,7,11,0,0,0,59,0,0,3,6,5,6,3,0,0,23,0,29,91,38,21,20,15,0,4,214
501,314,306,363,294,275,237,157,45,15,1999,45,70,167,293,436,439,334,125,23,1936,933,1493,3071,3285,3168,2628,1432,394,71,16472,3,19,54,80,82,92,139,74,27,567,390,282,770,873,893,1037,1141,937,517,6837,1376,2324,7533,9454,8865,7817,5601,2449,876,46282,0,4,189,312,326,292,155,38,3,1330,0,16,225,427,384,313,97,24,0,1489,0,358,2376,2952,2256,1719,877,283,61,10880,59,404,1231,1936,2105,1787,924,327,69,8846,916,2395,5089,5518,5453,3888,1996,1122,406,26781,312,297,419,344,272,180,74,23,5,1922,68,127,371,548,506,362,179,65,21,2227,1288,2812,5873,6407,6232,4428,2253,1204,425,30925,38,94,295,346,498,508,369,183,53,2390,794,605,1384,1598,1585,1366,1107,884,381,9702,2191,4292,11575,13980,13390,10420,5782,2945,992,65560,0,13,316,528,464,385,309,74,15,2096,0,34,312,504,499,455,195,49,3,2052,6,399,2792,3574,2679,2329,1355,512,104,13752
502,134,180,177,150,110,122,112,33,5,1038,36,48,112,173,210,247,215,126,27,1201,455,865,1741,1717,1665,1532,940,363,76,9356,7,17,32,46,52,85,86,85,15,413,188,211,414,445,474,528,721,755,501,4241,676,1520,4038,4542,4472,4166,3267,1790,739,25208,0,7,88,144,153,110,63,24,0,594,0,9,69,150,158,119,56,18,0,579,5,208,877,984,833,667,444,200,32,4247,48,209,562,897,990,893,669,282,61,4615,380,1124,2219,2445,2633,2062,1621,757,134,13382,130,154,197,145,119,85,45,22,5,908,36,71,164,198,226,208,185,58,14,1154,550,1353,2582,2791,2974,2353,1850,836,155,15443,21,65,125,197,244,299,321,171,60,1500,591,377,723,878,872,1003,1101,1193,533,7267,1211,2228,5035,6039,6215,5442,4507,2716,845,34240,0,15,198,259,243,155,149,36,9,1066,0,14,124,215,213,198,111,34,5,914,3,295,1203,1402,1135,913,645,314,87,5997
503,162,114,80,72,68,78,60,40,18,699,27,44,108,142,241,288,247,157,84,1335,456,710,1086,889,928,898,616,320,168,6074,11,42,117,114,108,90,129,92,59,753,187,435,1057,672,535,581,672,605,505,5247,712,4171,14067,11865,10270,8156,5896,3014,1448,59596,0,155,2966,2878,2649,1944,870,309,72,11842,0,103,928,1160,1119,742,268,80,22,4416,6,3289,11350,7944,6433,4492,2053,887,293,36746,79,922,2194,2008,2438,2120,1277,640,214,11890,237,1215,2417,1648,1757,1287,729,389,159,9831,77,165,175,131,116,79,61,24,10,848,25,108,232,233,326,271,164,97,45,1495,339,1481,2828,2013,2197,1640,954,508,213,12172,31,136,407,357,413,443,412,248,142,2588,758,1283,3140,1782,1521,1537,1085,1121,969,13196,1217,7367,23818,18140,16767,12916,6928,3797,1925,92859,3,198,3751,3963,3321,2296,1359,485,117,15490,0,105,1107,1143,1226,986,448,116,39,5172,27,3888,13074,8730,7262,5335,3042,1213,423,42996
504,314,368,406,344,294,210,145,48,6,2140,74,128,274,469,586,609,363,173,55,2718,928,2066,4459,3931,3583,2821,1431,463,126,19801,12,34,125,183,135,184,159,92,30,958,358,453,1271,1106,1010,970,931,875,577,7548,1361,4594,16004,15491,12136,9051,5546,2509,976,67659,0,71,1004,1034,797,609,241,43,15,3807,4,35,583,782,652,388,131,31,4,2618,10,1500,5937,5168,3479,2332,1014,314,82,19839,150,991,2907,3403,3169,2277,1102,391,94,14494,832,3006,6066,6327,6123,4493,2230,920,221,30224,226,313,521,406,305,210,74,20,4,2077,80,227,497,636,647,508,234,80,23,2927,1143,3545,7081,7369,7068,5215,2539,1020,248,35224,45,170,488,588,676,673,475,241,83,3431,1514,1376,2798,2838,2482,2125,1804,1495,799,17229,2868,7694,20805,21169,18327,13609,7307,3536,1323,96644,0,84,1850,1788,1148,801,377,93,28,6165,4,70,764,969,880,631,243,68,4,3634,19,1926,8275,6829,4461,2891,1611,506,112,26630
505,636,657,623,612,540,488,338,126,19,4042,131,244,526,882,1351,1211,917,468,161,5889,1894,3653,7323,7143,7122,5623,3152,1143,329,37379,23,88,286,363,373,304,394,260,91,2170,642,867,2420,2225,1923,1839,1954,1833,1365,15063,2701,9612,32878,34649,28292,20357,12903,5889,2462,149749,0,171,2753,3117,2497,1533,576,177,28,10849,0,158,1536,2056,1697,1024,316,82,17,6884,24,4468,16569,14313,9645,6207,2529,933,235,54920,306,2406,6782,8491,7869,5835,2754,1098,300,35849,1885,6185,13155,13349,12947,8844,4737,2378,756,64235,477,693,1049,800,676,445,178,60,21,4398,137,483,1047,1476,1320,1117,549,226,83,6440,2496,7363,15257,15626,14940,10403,5458,2659,856,75069,112,472,1112,1404,1497,1474,1088,617,227,7999,2602,2393,5033,4583,4095,3603,3038,3004,1689,30041,5542,17424,49043,49595,42247,30082,15751,8577,3360,221610,0,249,4251,4858,3392,2153,1015,300,66,16289,10,188,1973,2402,2230,1537,600,146,29,9113,34,5459,20809,18001,12237,7634,4164,1422,352,70118
506,691,761,635,531,472,411,249,106,16,3866,100,201,461,691,941,884,707,309,116,4395,1899,3968,7079,6512,5723,4454,2594,857,237,33328,29,93,289,296,277,282,322,196,58,1846,716,1014,2697,2333,1805,1763,1847,1838,1432,15443,2797,10086,32219,32047,22347,16399,10717,5130,2258,133999,0,279,3832,3128,2178,1437,578,131,30,11592,5,173,1300,1400,1286,861,296,78,8,5411,36,4861,16288,10887,7304,4970,2135,804,218,47505,314,2815,6318,5996,5880,4629,2295,870,265,29371,1895,6046,11753,10709,10581,8527,4482,2097,540,56635,537,637,986,703,534,400,147,70,17,4033,157,470,934,1121,1095,994,519,194,54,5542,2588,7152,13675,12535,12207,9919,5149,2361,614,66208,108,458,1036,1094,1226,1281,997,533,204,6929,2514,3101,5488,4651,4088,3801,2955,2991,1967,31558,5572,18840,47942,39682,34161,26904,14409,7762,3305,198576,3,256,6083,5628,3268,1933,975,279,48,18468,0,214,1676,1780,1568,1258,519,126,24,7162,34,5426,21247,15301,9347,6092,3341,1218,287,62294
507,587,614,656,504,442,390,215,84,22,3506,90,187,369,610,914,928,657,315,112,4181,1669,3254,6586,5950,5622,4470,2255,773,240,30819,19,64,170,244,230,260,284,179,66,1523,595,776,1846,1712,1579,1509,1606,1460,1173,12256,2414,7670,24472,26182,21642,16192,10183,4581,2062,115398,0,110,1717,2315,2179,1523,580,143,16,8587,0,128,1023,1398,1275,842,268,81,14,5034,28,3237,10884,9622,7039,4758,1940,778,207,38496,219,1446,4320,5649,5501,3957,1960,891,244,24189,1311,4649,9916,10077,9393,6231,3408,1736,429,47148,471,626,791,603,500,328,123,44,11,3488,124,322,738,973,967,718,382,187,46,4470,1907,5599,11440,11654,10860,7276,3915,1958,487,55099,98,298,777,1006,1128,1049,796,496,191,5837,2131,1761,3500,3767,3367,2934,2621,2816,1587,24486,4386,12579,33668,35409,31361,22335,12080,7162,2745,161728,0,142,2910,3662,2873,2012,1051,282,56,12987,10,175,1389,1711,1711,1260,509,138,32,6927,27,3641,13751,12520,8805,5994,3165,1161,354,49422
509,178,242,244,203,201,174,113,26,3,1376,30,34,92,145,257,310,236,98,24,1222,461,839,1775,1783,1878,1776,1034,279,68,9899,7,15,34,60,57,71,109,65,23,447,369,277,663,758,954,1093,1180,902,477,6677,856,1572,4795,5561,5857,5939,4438,2074,754,31848,0,3,106,207,257,248,123,33,11,990,0,24,183,297,322,264,76,18,7,1192,0,323,1763,1987,1537,1284,671,241,51,7862,39,173,785,1339,1703,1620,825,266,79,6829,480,1462,3129,3376,3644,2882,1576,550,113,17213,267,239,364,254,193,136,58,15,8,1544,45,76,261,382,353,363,173,68,17,1727,794,1777,3746,4008,4191,3384,1812,630,141,20488,28,49,161,239,360,493,361,168,62,1929,761,579,1119,1430,1505,1490,1242,1122,487,9732,1622,2929,7864,9522,9879,8793,5114,2481,831,49020,0,4,184,264,301,334,227,58,10,1384,3,15,208,312,317,377,170,32,7,1437,0,346,1862,2071,1775,1548,992,366,87,9046
510,102,141,230,194,97,62,12,0,0,833,14,33,100,123,128,98,32,3,0,535,209,540,1544,1389,918,531,141,19,0,5293,0,9,28,38,23,28,9,8,0,136,398,475,1522,1199,961,696,306,119,44,5714,616,1427,5993,5196,3510,2301,772,195,45,20064,0,18,295,280,209,134,30,3,0,968,0,14,277,238,170,107,22,0,0,836,0,471,2583,1766,956,529,100,18,3,6439,19,249,1150,1247,1035,518,83,18,0,4324,234,1567,4619,3979,3127,1537,295,48,4,15423,123,242,373,214,131,67,11,0,0,1157,27,105,257,218,175,107,13,6,0,911,388,1917,5246,4421,3431,1711,317,53,4,17489,18,86,222,240,244,158,55,8,0,1035,1031,1758,4433,3803,2899,1553,435,144,39,16095,1456,4517,14211,11998,8945,4709,1038,244,54,47175,0,12,433,411,247,160,51,12,0,1327,3,32,279,290,194,142,28,0,0,972,6,355,2632,1981,1088,664,183,19,7,6943
511,173,253,261,187,155,113,56,23,0,1226,22,49,104,143,199,184,113,45,9,864,394,893,1812,1658,1579,1195,547,170,24,8273,3,14,45,26,44,45,42,31,9,262,414,453,982,1025,966,971,808,544,288,6461,840,1878,5413,5331,4852,3897,2322,1084,394,26003,0,25,264,256,204,134,36,11,0,928,0,29,240,273,215,160,32,3,0,955,0,503,2021,1857,1165,727,297,79,19,6681,34,273,951,1356,1317,918,387,127,27,5391,435,1740,4084,3950,3561,2384,1042,350,66,17605,220,280,354,273,224,125,44,14,3,1533,41,115,239,311,267,200,85,38,5,1301,694,2135,4679,4532,4056,2705,1175,396,72,20436,36,84,215,307,322,330,210,99,25,1622,1052,1020,2153,2082,2059,1561,1136,784,295,12155,1819,4072,10524,10671,9346,6520,3283,1501,439,48165,0,7,337,360,259,204,75,16,0,1260,0,30,251,296,255,206,84,16,0,1138,3,396,2154,1857,1394,867,434,130,34,7268
597,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,3,3,8,0,0,0,0,20,3,8,12,6,7,3,5,0,0,48,0,0,6,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,3,0,0,0,19,0,0,12,13,5,0,0,0,0,28,0,6,42,33,27,8,3,0,0,134,0,0,6,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,15,45,40,31,10,3,0,0,150,0,0,6,5,5,0,0,0,0,23,0,3,30,14,9,9,5,0,0,72,0,25,107,75,55,23,8,0,0,300,0,0,4,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,13,10,8,4,0,3,0,36
599,6,16,12,3,4,4,0,0,0,49,0,0,0,4,4,19,8,0,0,42,15,45,82,75,63,71,31,0,0,376,0,0,6,0,0,4,4,0,0,15,59,106,262,283,227,164,100,22,7,1234,76,196,590,509,363,340,179,25,7,2290,0,8,55,41,25,12,6,0,0,142,0,5,19,18,19,13,0,0,0,75,0,90,301,150,80,112,23,0,0,755,5,30,112,65,89,111,46,0,0,455,21,107,298,200,205,237,141,9,6,1219,9,14,28,10,10,14,0,0,0,84,0,4,13,16,22,21,7,0,0,85,25,132,340,229,229,275,149,9,0,1389,0,10,38,23,18,42,15,5,0,158,64,110,300,285,254,200,77,34,10,1325,91,378,1159,811,716,763,321,56,12,4307,0,3,50,21,19,10,8,0,0,119,0,0,15,8,6,16,4,4,0,50,0,51,229,90,48,58,40,7,0,522
601,138,244,412,311,239,245,138,63,12,1799,35,106,204,208,295,466,414,173,93,1999,355,1592,3539,3136,2798,2618,1438,474,169,16113,4,42,107,104,81,102,127,98,39,712,352,411,1071,821,756,898,1134,1111,620,7177,742,3889,16446,13130,10966,9757,7378,3422,1337,67058,0,82,1115,1417,1454,1207,542,196,47,6064,0,83,618,853,906,719,206,67,22,3472,4,1589,5668,5073,4404,3555,1513,661,245,22706,38,476,1621,2560,2778,2493,1401,679,225,12273,559,2741,5613,5452,5498,3928,2240,1077,309,27420,303,523,702,367,365,198,93,56,25,2623,34,136,291,388,494,461,257,123,44,2239,904,3397,6602,6208,6362,4583,2597,1253,382,32285,33,90,210,279,325,368,252,164,57,1779,1243,1027,1735,1791,2084,2329,2301,2156,1136,15804,2219,6747,17567,18182,18314,15263,8806,5176,2106,94379,4,100,2024,2010,1784,1471,899,276,88,8652,3,87,754,912,1078,913,480,116,25,4375,4,1564,6118,5705,4424,4197,2499,867,352,25733
602,95,202,350,244,201,217,122,34,12,1473,17,70,144,153,253,286,314,111,40,1391,250,1126,2423,2195,2200,1957,1150,309,88,11695,3,22,52,47,70,73,71,73,20,422,244,280,579,516,590,781,932,872,438,5233,512,2072,7070,6589,6500,6235,4773,2296,770,36810,0,21,311,421,483,504,236,46,15,2038,0,13,196,311,336,321,117,30,3,1328,3,619,2440,2422,2179,1701,800,284,69,10517,11,240,885,1468,1635,1566,868,360,107,7139,449,1721,3616,3907,4173,3153,1691,770,188,19672,174,328,440,297,235,163,62,23,5,1718,26,84,182,246,327,324,168,70,38,1465,652,2127,4234,4448,4742,3642,1920,866,227,22855,20,50,151,169,235,253,159,101,27,1168,839,458,799,1051,1253,1546,1638,1594,756,9930,1529,3534,9019,10284,10855,9523,5735,3272,1206,54971,0,26,441,578,594,570,431,104,18,2762,3,25,244,308,377,405,204,57,16,1637,0,645,2476,2528,2251,2109,1286,412,137,11836
603,17,47,73,89,55,57,32,15,0,396,0,23,26,50,68,95,62,30,4,367,53,242,622,638,602,585,284,83,16,3118,0,3,3,4,11,30,27,14,3,104,96,80,201,195,214,329,317,238,90,1757,148,406,1540,1832,1778,2262,1565,612,160,10291,0,5,44,109,132,158,92,23,5,560,0,0,26,81,83,106,41,11,0,354,0,46,322,524,529,559,293,74,13,2360,4,27,162,375,462,512,308,78,16,1941,70,327,868,1111,1127,950,515,162,30,5154,38,66,115,68,62,46,21,3,4,427,7,14,61,70,81,89,59,14,5,394,119,412,1047,1243,1272,1094,589,173,32,5971,6,19,33,41,58,96,55,18,9,331,175,102,210,324,393,555,490,325,117,2698,303,598,1837,2708,2933,3077,1873,704,189,14224,0,5,63,112,156,226,179,43,5,793,0,4,32,77,107,125,104,16,0,471,0,57,365,532,562,675,481,116,30,2823
604,80,188,274,193,203,170,103,22,11,1251,17,63,116,132,189,304,207,65,27,1124,212,938,2227,1917,1902,1866,910,210,66,10250,10,28,34,25,39,40,62,37,17,291,262,201,464,437,516,684,879,734,335,4520,490,1551,4975,4667,4780,4874,3528,1652,569,27093,0,5,127,172,224,192,96,27,4,847,0,10,96,184,218,200,71,23,3,796,0,264,1328,1203,1250,1083,465,175,61,5835,9,128,595,1094,1278,1105,645,245,73,5184,393,1607,3145,3464,3637,2658,1378,522,144,16944,193,265,391,253,247,132,63,16,6,1561,26,68,129,245,268,236,121,55,13,1161,615,1940,3664,3959,4149,3025,1560,592,166,19666,13,31,104,129,179,191,135,72,11,872,695,342,647,924,1142,1184,1468,1354,619,8372,1332,2717,6564,7661,8437,6985,4448,2486,938,41571,0,14,185,216,256,277,178,41,10,1173,5,15,129,179,259,267,150,33,4,1034,0,262,1317,1299,1171,1290,781,257,69,6454
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,7,0,3,3,6,3,0,0,0,0,12,0,3,10,0,7,6,0,0,0,31,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,9,3,7,6,0,0,0,31,0,0,0,0,0,0,0,0,0,4,0,0,0,6,4,4,3,0,0,18,0,8,20,16,15,15,7,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7
699,0,3,7,4,3,4,0,0,0,26,0,0,0,0,0,0,0,0,0,4,0,10,18,25,17,12,3,0,0,94,0,0,0,0,0,4,0,0,0,5,8,5,16,23,16,21,32,7,4,131,11,22,68,68,56,63,47,8,4,347,0,0,11,3,6,3,3,0,0,29,0,0,0,0,0,0,0,0,0,8,0,3,36,11,10,25,0,0,0,93,0,0,6,11,14,15,9,5,0,61,3,12,36,30,25,16,13,0,0,130,0,0,6,3,0,0,0,0,0,13,0,0,3,3,3,3,0,0,0,15,6,18,38,38,30,21,11,0,0,167,0,0,3,7,0,0,0,0,0,12,13,16,48,27,21,24,20,9,0,180,19,39,148,102,88,92,47,10,0,541,0,0,11,3,5,9,0,0,0,29,0,0,4,3,0,0,0,0,0,11,0,0,29,17,8,18,6,0,0,72
