SA4_CODE_2021,Ag_forest_fish_C11_M,Ag_forest_fish_C11_F,Ag_forest_fish_C11_P,Ag_forest_fish_C16_M,Ag_forest_fish_C16_F,Ag_forest_fish_C16_P,Ag_forest_fish_C21_M,Ag_forest_fish_C21_F,Ag_forest_fish_C21_P,Mining_C11_M,Mining_C11_F,Mining_C11_P,Mining_C16_M,Mining_C16_F,Mining_C16_P,Mining_C21_M,Mining_C21_F,Mining_C21_P,Manuf_C11_M,Manuf_C11_F,Manuf_C11_P,Manuf_C16_M,Manuf_C16_F,Manuf_C16_P,Manuf_C21_M,Manuf_C21_F,Manuf_C21_P,Ele_gas_wat_was_ser_C11_Cen_M,Ele_gas_wat_was_ser_C11_Cen_F,Ele_gas_wat_was_ser_C11_Cen_P,Ele_gas_wat_was_ser_C16_Cen_M,Ele_gas_wat_was_ser_C16_Cen_F,Ele_gas_wat_was_ser_C16_Cen_P,Ele_gas_wat_was_ser_C21_Cen_M,Ele_gas_wat_was_ser_C21_Cen_F,Ele_gas_wat_was_ser_C21_Cen_P,Constr_C11_M,Constr_C11_F,Constr_C11_P,Constr_C16_M,Constr_C16_F,Constr_C16_P,Constr_C21_M,Constr_C21_F,Constr_C21_P,Whlesale_tde_C11_M,Whlesale_tde_C11_F,Whlesale_tde_C11_P,Whlesale_tde_C16_M,Whlesale_tde_C16_F,Whlesale_tde_C16_P,Whlesale_tde_C21_M,Whlesale_tde_C21_F,Whlesale_tde_C21_P,Retail_tde_C11_M,Retail_tde_C11_F,Retail_tde_C11_P,Retail_tde_C16_M,Retail_tde_C16_F,Retail_tde_C16_P,Retail_tde_C21_M,Retail_tde_C21_F,Retail_tde_C21_P,Accom_food_S_C11_M,Accom_food_S_C11_F,Accom_food_S_C11_P,Accom_food_S_C16_M,Accom_food_S_C16_F,Accom_food_S_C16_P,Accom_food_S_C21_M,Accom_food_S_C21_F,Accom_food_S_C21_P,Tpt_post_ware_C11_M,Tpt_post_ware_C11_F,Tpt_post_ware_C11_P,Tpt_post_ware_C16_M,Tpt_post_ware_C16_F,Tpt_post_ware_C16_P,Tpt_post_ware_C21_M,Tpt_post_ware_C21_F,Tpt_post_ware_C21_P,Inf_Medi_Tele_C11_M,Inf_Medi_Tele_C11_F,Inf_Medi_Tele_C11_P,Inf_Medi_Tele_C16_M,Inf_Medi_Tele_C16_F,Inf_Medi_Tele_C16_P,Inf_Medi_Tele_C21_M,Inf_Medi_Tele_C21_F,Inf_Medi_Tele_C21_P,Finan_Insu_S_C11_M,Finan_Insu_S_C11_F,Finan_Insu_S_C11_P,Finan_Insu_S_C16_M,Finan_Insu_S_C16_F,Finan_Insu_S_C16_P,Finan_Insu_S_C21_M,Finan_Insu_S_C21_F,Finan_Insu_S_C21_P,Rent_hir_re_est_S_C11_Cen_M,Rent_hir_re_est_S_C11_Cen_F,Rent_hir_re_est_S_C11_Cen_P,Rent_hir_re_est_S_C16_Cen_M,Rent_hir_re_est_S_C16_Cen_F,Rent_hir_re_est_S_C16_Cen_P,Rent_hir_re_est_S_C21_Cen_M,Rent_hir_re_est_S_C21_Cen_F,Rent_hir_re_est_S_C21_Cen_P,Prof_scie_tech_S_C11_Cens_M,Prof_scie_tech_S_C11_Cens_F,Prof_scie_tech_S_C11_Cens_P,Prof_scie_tech_S_C16_Cens_M,Prof_scie_tech_S_C16_Cens_F,Prof_scie_tech_S_C16_Cens_P,Prof_scie_tech_S_C21_Cens_M,Prof_scie_tech_S_C21_Cens_F,Prof_scie_tech_S_C21_Cens_P,Admin_supp_S_C11_M,Admin_supp_S_C11_F,Admin_supp_S_C11_P,Admin_supp_S_C16_M,Admin_supp_S_C16_F,Admin_supp_S_C16_P,Admin_supp_S_C21_M,Admin_supp_S_C21_F,Admin_supp_S_C21_P,Pub_admin_safet_C11_M,Pub_admin_safet_C11_F,Pub_admin_safet_C11_P,Pub_admin_safet_C16_M,Pub_admin_safet_C16_F,Pub_admin_safet_C16_P,Pub_admin_safet_C21_M,Pub_admin_safet_C21_F,Pub_admin_safet_C21_P,Educ_trn_C11_M,Educ_trn_C11_F,Educ_trn_C11_P,Educ_trn_C16_M,Educ_trn_C16_F,Educ_trn_C16_P,Educ_trn_C21_M,Educ_trn_C21_F,Educ_trn_C21_P,Hea_car_soc_assist_C11_Cens_M,Hea_car_soc_assist_C11_Cens_F,Hea_car_soc_assist_C11_Cens_P,Hea_car_soc_assist_C16_Cens_M,Hea_car_soc_assist_C16_Cens_F,Hea_car_soc_assist_C16_Cens_P,Hea_car_soc_assist_C21_Cens_M,Hea_car_soc_assist_C21_Cens_F,Hea_car_soc_assist_C21_Cens_P,Arts_rec_S_C11_M,Arts_rec_S_C11_F,Arts_rec_S_C11_P,Arts_rec_S_C16_M,Arts_rec_S_C16_F,Arts_rec_S_C16_P,Arts_rec_S_C21_M,Arts_rec_S_C21_F,Arts_rec_S_C21_P,Oth_services_C11_M,Oth_services_C11_F,Oth_services_C11_P,Oth_services_C16_M,Oth_services_C16_F,Oth_services_C16_P,Oth_services_C21_M,Oth_services_C21_F,Oth_services_C21_P,Inad_descr_Ns_C11_M,Inad_descr_Ns_C11_F,Inad_descr_Ns_C11_P,Inad_descr_Ns_C16_M,Inad_descr_Ns_C16_F,Inad_descr_Ns_C16_P,Inad_descr_Ns_C21_M,Inad_descr_Ns_C21_F,Inad_descr_Ns_C21_P,Tot_C11_M,Tot_C11_F,Tot_C11_P,Tot_C16_M,Tot_C16_F,Tot_C16_P,Tot_C21_M,Tot_C21_F,Tot_C21_P
315,3349,1783,5132,2889,1582,4473,2813,1631,4440,4068,839,4907,3673,748,4421,3625,902,4527,1011,310,1320,618,223,844,618,260,876,301,58,357,272,42,314,295,62,356,2076,321,2401,1703,263,1971,1719,319,2038,456,259,709,307,169,480,305,196,502,917,1730,2648,905,1479,2377,893,1429,2323,648,1275,1925,628,1159,1786,753,1152,1907,1275,417,1686,1011,398,1399,941,349,1291,80,91,169,63,77,141,46,59,109,55,211,263,50,162,211,31,144,175,148,163,310,111,145,257,101,141,249,276,327,600,205,337,544,208,338,554,445,462,904,356,525,876,375,521,900,2683,1707,4393,2297,1662,3959,2189,1781,3970,621,2304,2927,616,2494,3114,613,2537,3147,820,2860,3682,746,2820,3571,762,3241,4003,199,135,333,182,130,319,163,158,327,960,594,1555,800,583,1381,622,435,1057,714,441,1155,794,523,1320,789,611,1399,21095,16279,37370,18243,15524,33764,17871,16280,34149
316,1500,831,2335,1684,954,2642,1811,1037,2840,1646,174,1827,1960,206,2167,2529,309,2841,6423,2409,8835,5044,2100,7145,5801,2607,8406,1089,254,1341,1120,283,1403,1320,418,1737,13484,2143,15626,15870,2250,18117,19013,3128,22139,2773,1506,4280,2074,1138,3207,2316,1219,3537,6939,10185,17126,6845,9886,16732,7548,10699,18250,5072,7157,12230,5716,7896,13613,7040,9072,16117,3909,1104,5008,3991,1118,5111,4245,1353,5603,893,770,1661,941,679,1613,972,674,1643,1547,2037,3587,1955,2060,4015,2426,2760,5184,1486,1702,3190,1650,1947,3600,1761,2042,3801,4055,3970,8024,4352,4259,8612,5888,5784,11668,2334,2291,4627,2730,3265,5994,3115,3480,6590,3354,2614,5967,3495,2793,6290,3996,3139,7135,3383,7570,10960,3852,9606,13463,4457,11652,16113,3810,14195,18004,4905,17376,22277,7340,24868,32205,1069,1009,2080,1388,1421,2810,1555,1729,3285,2742,2490,5229,3012,3027,6040,3535,3820,7354,1844,1292,3140,4119,2674,6792,4678,3407,8089,69359,65723,135077,76700,74944,151647,91336,93204,184539
317,1584,851,2431,1926,1042,2967,2171,1326,3490,919,113,1030,939,122,1064,934,100,1036,4486,1304,5785,3245,1066,4312,3808,1263,5074,557,117,677,629,113,743,744,144,886,4432,711,5143,4959,781,5733,5370,935,6307,1839,687,2531,1476,506,1985,1350,463,1814,3063,4271,7334,2787,3742,6531,3012,4054,7066,1511,2402,3912,1750,2460,4202,2048,2600,4648,2451,539,2988,2263,541,2803,2354,588,2946,390,276,667,343,175,514,283,161,443,757,1161,1914,738,1102,1840,736,1120,1858,445,422,860,483,540,1021,415,510,925,1468,1434,2901,1493,1605,3097,1742,1840,3586,723,811,1538,786,952,1736,855,1032,1888,2583,1756,4345,2621,1813,4432,2625,1799,4422,2001,4641,6639,2194,5416,7616,2318,5973,8287,1994,6937,8926,2228,7801,10028,3353,10732,14084,279,332,606,316,329,650,318,423,745,1467,1160,2619,1575,1231,2801,1717,1451,3166,747,528,1271,1507,799,2308,1728,1029,2754,33712,30430,64140,34242,32141,66388,37890,37539,75433
318,2611,876,3488,2732,901,3632,2578,999,3583,3147,420,3571,2494,280,2776,3151,468,3618,7016,1671,8693,4431,1253,5680,4525,1330,5854,1167,415,1586,1116,408,1519,1142,386,1527,8346,1454,9801,6885,1103,7986,7617,1388,9011,2084,906,2993,1523,633,2147,1459,646,2107,4145,7098,11248,3895,6224,10124,3989,6163,10155,2570,4459,7033,3031,4498,7522,3272,4748,8022,3947,1130,5082,3637,1019,4658,3514,1084,4593,691,609,1299,689,428,1113,519,306,824,548,1088,1637,513,1035,1548,468,981,1450,661,879,1538,641,884,1526,618,821,1439,2305,2266,4574,2106,2183,4291,2248,2480,4725,1331,1626,2959,1429,1675,3103,1282,1625,2908,7050,4402,11449,8220,4658,12878,7930,4822,12754,2213,6478,8688,2526,7492,10019,2529,8013,10540,2442,10380,12816,2870,11727,14595,3839,14748,18581,596,608,1209,643,606,1251,676,661,1336,2236,1794,4026,2104,1862,3967,2301,2061,4358,1392,916,2307,2250,1335,3579,2505,1600,4110,56503,49489,105997,53720,50200,103920,56172,55324,111495
319,5700,2615,8324,5815,2684,8503,6193,3082,9275,2170,181,2351,2050,179,2223,2221,235,2453,7072,1808,8880,5213,1499,6707,5674,1864,7543,1384,260,1649,1194,205,1394,1256,236,1489,7111,1119,8229,6962,979,7944,8403,1357,9759,1820,881,2696,1266,587,1855,1277,553,1828,4852,7485,12339,4594,6794,11388,4757,7163,11917,2589,4329,6921,2727,4323,7053,3129,4732,7858,3210,880,4091,3013,820,3834,3039,936,3977,420,414,836,428,366,791,317,267,585,437,975,1418,368,850,1224,431,873,1308,660,779,1447,626,846,1472,613,821,1439,1465,1748,3204,1381,1845,3227,1440,2038,3477,1349,1441,2794,1444,1730,3174,1576,1795,3372,3165,2314,5477,3152,2262,5406,3357,2523,5877,2270,6099,8369,2327,6889,9209,2324,7550,9875,2804,11229,14032,3168,12121,15293,4464,16038,20502,391,326,715,415,410,825,433,491,919,2194,1734,3924,2182,1777,3960,2465,2074,4537,1532,949,2485,2820,1552,4375,3270,2047,5315,52600,47569,100166,51152,48715,99864,56646,56675,113315
397,16,4,11,0,0,4,20,0,19,0,0,0,0,0,0,3,0,3,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,28,12,0,12,3,0,3,10,0,9,0,0,0,4,0,4,6,7,21,6,5,6,0,0,0,9,6,18,0,0,0,0,0,0,57,8,62,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,7,3,0,0,0,0,0,0,3,7,0,0,3,0,0,0,8,6,16,0,3,3,0,0,0,0,16,18,0,14,14,0,0,0,3,0,4,0,0,0,0,0,0,5,6,3,3,0,4,0,0,0,14,7,19,5,7,3,0,0,5,159,80,237,28,37,67,28,0,29
399,228,145,369,204,216,422,136,160,300,164,36,205,72,19,91,66,15,89,181,49,230,117,39,156,112,38,147,20,3,23,23,4,29,33,5,44,383,38,421,275,25,301,288,29,319,68,20,85,35,16,50,21,27,48,96,130,224,88,90,183,96,116,216,166,232,395,148,233,375,172,260,434,174,26,208,125,29,151,152,32,181,14,10,24,16,7,28,22,17,37,30,25,50,10,14,26,22,14,41,26,15,37,24,17,39,19,26,43,125,73,199,63,64,132,101,70,171,93,79,178,71,88,155,93,103,194,85,59,147,71,58,129,75,54,134,46,95,140,52,86,140,43,110,149,67,216,286,68,174,241,74,265,340,53,43,100,40,32,74,19,33,54,66,40,106,56,48,101,45,50,95,116,52,168,187,75,259,123,74,194,2202,1391,3592,1748,1341,3083,1705,1512,3219
401,1268,581,1849,1374,624,2002,1534,771,2305,1223,332,1555,1185,302,1490,1372,409,1781,6752,2628,9384,5122,2264,7379,5586,2803,8385,1203,472,1678,1115,417,1530,1427,548,1976,7530,1386,8918,7641,1382,9023,9280,1854,11132,3077,1525,4605,2454,1164,3615,2251,1112,3362,6413,7488,13899,6031,7035,13064,6519,7345,13871,4315,4711,9029,4655,5022,9677,5448,5872,11318,2880,741,3623,2931,817,3753,3442,852,4296,1601,1045,2646,1451,917,2366,1424,838,2261,2516,2547,5062,2453,2470,4920,2976,2852,5828,1268,1043,2313,1325,1173,2494,1449,1203,2647,7616,5727,13344,7706,5717,13429,9799,7142,16944,1899,2294,4193,2072,2115,4182,2461,2541,5007,5547,5018,10569,5418,5024,10440,5892,5265,11152,4824,9373,14202,5004,10042,15048,5362,11360,16726,5762,15041,20805,6176,15824,22001,7642,19429,27069,1178,1029,2206,1238,1055,2294,1401,1452,2848,2482,2314,4794,2543,2364,4911,2765,2801,5569,1300,1036,2335,2406,1673,4076,2550,1793,4347,70660,66340,137000,70294,67402,137697,80587,78253,158835
402,1359,652,2016,1930,970,2903,2288,1272,3560,901,192,1087,933,188,1126,1231,261,1494,18721,5621,24337,13486,4466,17949,12974,4771,17736,1783,635,2419,1767,597,2362,2180,602,2784,12584,1721,14300,13078,1826,14901,16349,2431,18784,4856,2060,6918,4278,1677,5956,4301,1619,5914,9120,12094,21217,9412,11574,20984,10142,11609,21749,3799,5884,9685,4687,6251,10938,5436,6922,12358,7586,1539,9120,7931,1676,9606,9401,1797,11200,1428,1063,2493,1340,857,2199,1322,713,2041,1748,3217,4965,1558,2869,4431,1903,3099,5001,933,960,1895,961,1112,2071,1047,1095,2136,3698,3732,7430,4110,3690,7795,5295,4425,9719,2863,3998,6862,3328,4094,7421,4141,4900,9047,8346,6116,14467,8070,6231,14305,8703,6378,15081,3387,7918,11300,3848,9364,13214,4265,11653,15926,3853,18388,22243,4864,21017,25883,6900,26122,33024,865,907,1775,1006,989,1992,1095,1119,2213,4266,3017,7280,4224,3235,7466,4818,3855,8675,2100,1343,3447,4420,2259,6682,5240,2778,8021,94192,81060,175253,95235,84946,180182,109032,97430,206463
403,833,392,1225,934,396,1326,1045,432,1475,1250,222,1471,1227,194,1426,1671,320,1987,11456,3520,14978,8023,2782,10797,7796,2959,10762,1838,573,2417,1688,504,2191,1909,570,2482,12060,1604,13665,12365,1610,13971,14734,2017,16747,3779,1565,5346,2993,1145,4137,2691,1066,3759,8643,10817,19455,7902,10068,17973,8061,9815,17880,4154,5488,9645,4851,5821,10669,5369,6185,11552,4598,1130,5718,4549,1187,5741,4785,1279,6059,1653,959,2612,1595,885,2473,1305,705,2009,2596,3689,6288,2329,3356,5680,2665,3686,6354,1159,1107,2265,1169,1210,2376,1113,1174,2292,5404,4400,9796,5404,4327,9734,6860,5505,12372,2645,3112,5759,3029,3040,6074,3406,3647,7056,6337,5433,11776,6366,5673,12038,6593,5887,12479,4826,9569,14392,4908,10687,15598,5375,12221,17600,5450,20305,25752,6101,22132,28235,7830,26596,34427,1174,1175,2347,1275,1294,2570,1420,1390,2810,3757,2972,6728,3485,3120,6598,3733,3631,7370,1634,1157,2790,3088,1788,4884,3184,2022,5202,85253,79174,164434,83273,81221,164499,91549,91114,182662
404,325,148,478,445,194,642,514,276,794,545,176,722,556,169,719,802,253,1061,8342,2712,11055,6262,2207,8462,6005,2462,8465,1028,387,1413,977,402,1381,1182,458,1644,6164,961,7130,6543,1064,7604,8357,1375,9731,2846,1303,4145,2314,964,3275,2106,979,3088,4833,6125,10960,4976,6193,11172,5337,6293,11633,3183,3649,6827,3674,4110,7786,4238,4584,8820,4091,1100,5190,4104,1160,5259,4884,1258,6144,1040,676,1712,1031,610,1640,916,581,1496,1452,2010,3459,1397,1861,3258,1829,2213,4040,643,706,1353,733,726,1463,814,810,1623,3157,2861,6015,3400,2975,6372,4697,3802,8500,1619,1997,3616,1778,2072,3845,2073,2501,4573,3914,3761,7671,4098,4133,8227,4778,4407,9182,2252,5073,7326,2594,5974,8563,3074,7365,10437,2879,10275,13161,3497,11682,15182,4746,15382,20134,879,822,1702,1031,931,1963,1172,1131,2303,2193,1959,4153,2218,2161,4379,2465,2663,5129,1253,797,2050,2227,1264,3496,2590,1612,4201,52649,47486,100136,53840,50842,104684,62577,60412,122985
405,4985,1733,6716,4916,1699,6613,4707,1692,6400,767,64,832,757,51,809,933,139,1075,4465,1637,6099,4015,1511,5525,3954,1537,5490,510,65,572,465,54,517,544,86,625,2786,337,3123,2711,365,3078,3172,461,3630,935,404,1343,816,310,1128,796,310,1108,1930,2938,4864,1816,2743,4557,1718,2756,4476,888,2062,2953,970,2016,2989,1112,2086,3198,1621,377,1992,1506,404,1918,1629,445,2068,160,162,321,148,132,274,112,119,231,201,423,620,184,367,547,196,362,560,168,220,385,154,226,378,146,207,355,475,635,1112,546,676,1221,530,779,1310,601,760,1365,727,834,1562,737,1050,1783,1172,916,2086,1155,943,2103,1125,991,2118,882,2511,3394,899,2724,3621,863,3192,4061,764,4729,5495,752,4951,5699,868,5594,6459,171,150,317,180,176,362,180,230,408,949,614,1564,954,636,1593,970,777,1746,473,348,827,903,599,1499,982,645,1630,24901,21087,45984,24566,21414,45981,25283,23461,48741
406,3009,918,3924,2958,931,3887,2869,989,3858,2733,520,3252,2539,391,2927,2183,496,2680,2734,547,3279,1767,395,2159,1714,403,2113,558,58,621,334,50,387,379,52,434,2358,309,2667,2040,306,2348,2479,397,2877,710,260,969,543,231,767,455,195,653,1360,2396,3758,1265,2190,3454,1282,2081,3358,874,1830,2703,884,1564,2450,957,1536,2491,1410,354,1760,1182,279,1465,1279,302,1586,103,124,222,84,85,168,55,68,119,154,350,504,104,297,398,118,267,382,146,206,357,141,213,357,107,189,291,428,426,857,365,422,787,377,454,830,564,661,1226,453,653,1103,497,687,1189,1180,1042,2223,1115,1084,2202,1024,1100,2118,681,2252,2937,700,2331,3031,739,2523,3254,738,3616,4349,633,3472,4112,805,4008,4814,107,172,277,121,173,296,111,195,308,828,531,1350,726,515,1241,737,570,1312,496,303,803,722,398,1118,730,460,1190,21173,16873,38048,18664,15985,34656,18894,16978,35871
407,9167,3353,12518,9267,3341,12608,9552,3660,13211,635,64,694,642,76,721,769,106,872,6478,2194,8675,5286,1957,7244,5276,2174,7446,685,119,809,668,123,791,728,140,868,4962,732,5692,4921,718,5638,5814,857,6676,1716,789,2510,1618,659,2284,1313,557,1874,3583,5274,8856,3367,5124,8492,3196,4960,8157,1784,3539,5323,1801,3373,5172,2137,3548,5681,2453,773,3223,2404,760,3162,2261,807,3074,262,303,570,252,260,511,217,212,429,366,767,1138,319,721,1044,305,636,939,364,517,880,321,502,821,283,472,751,852,1105,1962,887,1243,2126,984,1326,2315,1004,1348,2356,1116,1435,2547,1291,1648,2938,1874,1552,3425,1877,1684,3564,1943,1713,3657,1273,3783,5050,1228,4174,5396,1302,4598,5898,1365,7355,8722,1455,7854,9307,1741,9484,11224,357,306,664,343,331,672,417,410,824,1714,1220,2932,1733,1160,2896,1829,1348,3181,957,637,1592,1668,1022,2687,1892,1200,3095,41851,35740,77593,41171,36504,77679,43254,39854,83108
497,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,0,8,8,0,8
499,41,25,70,60,42,104,19,9,30,25,9,32,11,3,16,18,7,19,75,8,85,49,16,61,27,10,37,3,5,13,13,0,13,3,6,11,94,3,99,65,3,67,57,9,69,20,8,29,16,4,18,8,0,8,32,32,64,19,21,47,28,26,54,37,42,78,27,31,56,32,33,62,53,7,63,40,0,47,49,8,51,4,7,10,3,0,6,5,5,4,6,8,14,5,6,9,10,3,11,4,3,3,3,0,8,10,0,12,21,13,36,25,6,31,25,24,46,29,31,63,19,17,35,35,27,62,35,19,55,17,23,37,16,19,36,22,22,44,17,23,34,10,20,28,15,53,75,12,52,68,25,81,99,10,3,16,5,4,13,8,3,7,14,16,33,14,5,21,13,8,22,40,9,46,43,10,51,31,11,42,592,321,910,467,268,733,419,311,724
501,2916,1293,4204,3306,1499,4811,3450,1644,5092,3277,452,3736,4497,496,4995,5966,1023,6986,6867,1846,8709,5051,1650,6695,5296,1979,7278,1072,210,1283,1131,202,1337,1204,278,1485,8220,1252,9477,7246,1111,8358,7643,1284,8926,1132,583,1712,824,382,1205,941,478,1421,2829,5454,8282,2898,5478,8379,2873,5416,8294,1722,3480,5207,2094,3598,5688,2664,4325,6985,2057,639,2698,2043,639,2685,2179,770,2956,250,257,511,272,232,508,219,195,415,344,721,1067,329,673,1001,352,643,993,565,662,1225,544,692,1234,435,673,1104,1438,1354,2788,1255,1389,2645,1452,1535,2991,966,1164,2130,1114,1471,2588,1185,1574,2756,1821,1658,3482,1685,1804,3487,1979,1982,3965,1324,4227,5551,1308,5124,6434,1432,5753,7181,1038,5776,6819,1350,7056,8406,1831,9131,10967,273,336,611,524,529,1054,405,582,988,1466,1322,2790,1492,1466,2954,1595,1686,3275,988,595,1584,2029,1157,3187,2053,1345,3404,40569,33287,73856,40998,36662,77660,45161,42292,87452
502,280,138,417,307,178,488,329,173,503,2048,362,2410,3076,470,3552,4054,797,4848,3100,721,3818,2152,554,2704,2631,807,3439,304,64,366,375,71,450,498,108,607,3956,600,4553,3881,579,4462,3758,589,4345,493,224,719,427,194,622,451,198,648,1369,2603,3971,1487,2785,4270,1560,2957,4515,820,1466,2285,983,1535,2514,1213,1850,3069,890,267,1157,974,387,1357,1086,392,1475,140,130,271,185,109,296,104,80,181,155,334,487,199,334,536,162,332,495,272,410,685,256,438,692,233,427,660,641,629,1274,644,671,1307,762,790,1552,547,551,1093,575,675,1248,630,800,1435,854,782,1634,958,899,1856,1055,992,2050,583,1857,2442,651,2436,3083,696,2911,3606,385,2762,3149,537,3642,4177,765,4838,5603,183,213,403,229,279,511,242,356,602,673,600,1275,705,679,1385,805,900,1706,484,304,788,1033,571,1604,1145,713,1859,18180,15017,33200,19634,17484,37121,22193,21005,43190
