LGA_CODE_2021,C21_AP_75_79_NCB_4,C21_AP_75_79_NCB_5,C21_AP_75_79_NCB_6mor,C21_AP_75_79_NCB_NS,C21_AP_75_79_Tot,C21_AP_80_84_NCB_0,C21_AP_80_84_NCB_1,C21_AP_80_84_NCB_2,C21_AP_80_84_NCB_3,C21_AP_80_84_NCB_4,C21_AP_80_84_NCB_5,C21_AP_80_84_NCB_6mor,C21_AP_80_84_NCB_NS,C21_AP_80_84_Tot,C21_AP_85over_N_c_b_0,C21_AP_85over_N_c_b_1,C21_AP_85over_N_c_b_2,C21_AP_85over_N_c_b_3,C21_AP_85over_N_c_b_4,C21_AP_85over_N_c_b_5,C21_AP_85over_N_c_b_6mor,C21_AP_85over_N_c_b_NS,C21_AP_85over_Tot,C21_AP_Tot_NCB_0,C21_AP_Tot_NCB_1,C21_AP_Tot_NCB_2,C21_AP_Tot_NCB_3,C21_AP_Tot_NCB_4,C21_AP_Tot_NCB_5,C21_AP_Tot_N_ch_b_6mor,C21_AP_Tot_NCB_NS,C21_AP_Tot_Tot
LGA65810,71,15,4,55,607,25,32,78,98,50,19,24,43,376,18,19,66,73,55,21,25,59,335,2890,1183,3054,1932,739,242,123,629,10798
LGA69499,0,0,0,5,8,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,199,62,74,53,24,13,5,125,561
LGA69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA70200,23,4,15,20,204,16,11,38,23,18,11,11,16,133,16,12,14,21,17,8,14,25,124,3729,1432,2218,1301,593,250,202,991,10716
LGA70420,0,4,4,7,23,0,6,0,0,0,3,4,4,24,0,0,0,5,0,0,0,3,12,579,244,286,249,139,72,64,723,2358
LGA70540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,8,5,6,0,0,14,59
LGA70620,3,0,0,3,22,0,0,4,0,0,6,0,4,8,0,0,0,0,0,0,0,3,11,334,159,183,147,102,57,50,299,1331
LGA70700,0,0,0,3,16,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,112,54,102,64,30,15,9,129,522
LGA71000,91,22,29,55,750,38,32,113,99,59,38,28,71,493,17,22,57,58,44,32,34,61,316,12579,4503,6904,3615,1550,501,390,3010,33054
LGA71150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,15,17,6,7,0,0,8,111
LGA71300,6,4,4,0,26,7,0,0,0,0,0,9,3,16,0,0,0,0,0,0,0,0,4,911,602,485,375,250,133,109,567,3432
LGA72200,4,7,5,12,54,0,0,3,6,6,4,10,7,36,3,0,0,0,4,3,3,8,22,1087,389,738,434,214,103,89,605,3664
LGA72300,26,5,5,24,176,8,5,14,19,19,6,5,8,81,5,0,5,15,6,3,7,6,56,2089,847,2061,1179,437,148,87,934,7779
LGA72330,0,0,3,8,30,3,0,4,0,0,0,0,0,12,0,0,0,4,0,0,3,0,6,535,273,333,255,149,84,64,385,2072
LGA72800,24,12,10,24,166,8,5,19,22,16,3,14,19,114,4,6,18,12,19,10,15,13,92,4325,1976,3313,1923,775,274,227,1374,14190
LGA73600,5,0,6,7,23,0,0,0,4,3,0,0,0,13,0,0,0,0,0,0,0,0,6,625,306,366,349,217,130,104,376,2466
LGA74050,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,307,133,90,100,66,27,44,165,930
LGA74550,0,0,0,4,10,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,3,290,99,160,133,73,49,64,197,1072
LGA74560,0,0,0,3,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,38,24,48,25,15,0,9,17,180
LGA74660,0,0,0,0,4,0,0,0,0,3,0,6,0,11,0,0,0,0,0,0,0,0,4,659,381,344,243,185,99,65,362,2348
LGA74680,0,3,3,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,270,115,144,117,76,38,62,279,1107
LGA79399,7,0,0,3,18,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,763,235,496,303,136,36,19,527,2520
LGA79499,0,0,0,4,9,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,325,103,211,110,63,25,15,629,1486
LGA79799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11
LGA89399,670,228,129,323,6287,288,323,1196,1169,608,220,170,292,4267,285,311,1063,998,662,276,289,428,4315,71557,24101,49070,23703,8132,2289,1498,9387,189730
LGA89499,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,120,22,37,22,8,0,0,38,249
LGA89799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA99399,9,6,0,9,69,5,3,10,10,5,5,0,7,40,3,3,3,4,0,5,5,0,27,299,106,272,154,68,25,19,162,1102
LGA99499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA99799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
