LGA_CODE_2021,C21_P_35_39_Tot_LF,C21_P_35_39_Not_LF,C21_P_35_39_LF_NS,C21_P_35_39_Tot,C21_P_40_44_Em_FT,C21_P_40_44_Em_PT,C21_P_40_44_Em_AFW,C21_P_40_44_Em_Hrs_NS,C21_P_40_44_Em_Tot,C21_P_40_44_Unem_Look_FT,C21_P_40_44_Unem_Look_PT,C21_P_40_44_Unem_Tot,C21_P_40_44_Tot_LF,C21_P_40_44_Not_LF,C21_P_40_44_LF_NS,C21_P_40_44_Tot,C21_P_45_49_Em_FT,C21_P_45_49_Em_PT,C21_P_45_49_Em_AFW,C21_P_45_49_Em_Hrs_NS,C21_P_45_49_Em_Tot,C21_P_45_49_Unem_Look_FT,C21_P_45_49_Unem_Look_PT,C21_P_45_49_Unem_Tot,C21_P_45_49_Tot_LF,C21_P_45_49_Not_LF,C21_P_45_49_LF_NS,C21_P_45_49_Tot,C21_P_50_54_Em_FT,C21_P_50_54_Em_PT,C21_P_50_54_Em_AFW,C21_P_50_54_Em_Hrs_NS,C21_P_50_54_Em_Tot,C21_P_50_54_Unem_Look_FT,C21_P_50_54_Unem_Look_PT,C21_P_50_54_Unem_Tot,C21_P_50_54_Tot_LF,C21_P_50_54_Not_LF,C21_P_50_54_LF_NS,C21_P_50_54_Tot,C21_P_55_59_Em_FT,C21_P_55_59_Em_PT,C21_P_55_59_Em_AFW,C21_P_55_59_Em_Hrs_NS,C21_P_55_59_Em_Tot,C21_P_55_59_Unem_Look_FT,C21_P_55_59_Unem_Look_PT,C21_P_55_59_Unem_Tot,C21_P_55_59_Tot_LF,C21_P_55_59_Not_LF,C21_P_55_59_LF_NS,C21_P_55_59_Tot,C21_P_60_64_Em_FT,C21_P_60_64_Em_PT,C21_P_60_64_Em_AFW,C21_P_60_64_Em_Hrs_NS,C21_P_60_64_Em_Tot,C21_P_60_64_Unem_Look_FT,C21_P_60_64_Unem_Look_PT,C21_P_60_64_Unem_Tot,C21_P_60_64_Tot_LF,C21_P_60_64_Not_LF,C21_P_60_64_LF_NS,C21_P_60_64_Tot,C21_P_65_69_Em_FT,C21_P_65_69_Em_PT,C21_P_65_69_Em_AFW,C21_P_65_69_Em_Hrs_NS,C21_P_65_69_Em_Tot,C21_P_65_69_Unem_Look_FT,C21_P_65_69_Unem_Look_PT,C21_P_65_69_Unem_Tot,C21_P_65_69_Tot_LF,C21_P_65_69_Not_LF,C21_P_65_69_LF_NS,C21_P_65_69_Tot,C21_P_70_74_Em_FT,C21_P_70_74_Em_PT,C21_P_70_74_Em_AFW,C21_P_70_74_Em_Hrs_NS,C21_P_70_74_Em_Tot,C21_P_70_74_Unem_Look_FT,C21_P_70_74_Unem_Look_PT,C21_P_70_74_Unem_Tot,C21_P_70_74_Tot_LF,C21_P_70_74_Not_LF,C21_P_70_74_LF_NS,C21_P_70_74_Tot,C21_P_75over_Emp_Wor_ft,C21_P_75over_Em_Work_pt,C21_P_75over_Em_Aw_fr_w,C21_P_75over_Emp_Hou_w_ns,C21_P_75over_Em_Tot,C21_P_75over_Unem_Lo_ft_w,C21_P_75over_Unem_Lo_pt_w,C21_P_75over_Unemp_Tot,C21_P_75over_Tot_lab_for,C21_P_75over_N_lab_forc,C21_P_75over_LF_NS,C21_P_75over_Tot,C21_P_Tot_Em_FT,C21_P_Tot_Em_PT,C21_P_Tot_Em_AFW,C21_P_Tot_Em_Hrs_NS,C21_P_Tot_Em_Tot,C21_P_Tot_Unem_Look_FT,C21_P_Tot_Unem_Look_PT,C21_P_Tot_Unem_Tot,C21_P_Tot_Tot_labo_for,C21_P_Tot_Not_LF,C21_P_Tot_LF_NS,C21_P_Tot_Tot
LGA53920,117,112,42,266,44,26,5,3,79,19,9,29,106,95,30,239,54,18,3,3,73,9,7,18,93,93,32,212,58,18,6,0,80,8,3,15,89,81,34,210,54,10,5,8,70,8,0,7,80,58,30,166,30,5,3,8,45,0,0,4,49,45,22,113,18,5,0,0,24,0,0,0,23,52,13,93,9,3,0,3,15,0,0,0,15,44,12,67,0,0,0,0,0,0,0,6,5,45,22,72,509,189,43,49,786,169,81,248,1035,1275,372,2685
LGA53990,1600,247,84,1929,943,451,63,30,1482,29,24,52,1535,205,92,1832,1043,405,54,27,1529,29,14,43,1572,191,106,1871,1003,395,84,18,1491,35,10,42,1538,240,91,1873,856,383,97,15,1348,20,23,45,1388,400,116,1903,560,355,78,11,1001,25,14,42,1047,733,104,1880,185,229,30,13,454,3,7,13,468,1067,66,1598,48,92,7,6,154,0,4,3,158,1221,80,1460,23,52,5,0,77,0,0,0,83,1660,126,1863,8115,4423,728,222,13484,323,284,609,14097,7299,1211,22603
LGA54060,127,25,29,182,78,41,3,8,132,8,0,7,141,19,22,178,113,54,11,0,179,3,0,3,185,27,21,232,117,46,7,7,177,0,3,3,180,36,28,242,119,64,12,4,198,8,6,8,206,71,36,313,84,65,9,5,155,9,3,9,169,130,38,333,44,40,12,0,101,0,0,0,101,234,33,370,14,15,0,4,39,0,0,0,39,234,33,302,10,17,4,7,36,0,0,0,36,347,64,440,809,521,84,45,1465,36,27,58,1520,1255,352,3126
LGA54130,75,12,6,94,39,16,0,0,53,0,0,0,53,0,3,63,31,12,4,0,40,0,0,0,40,4,14,63,47,26,3,0,72,0,0,0,72,11,4,88,47,25,0,0,73,4,0,4,77,5,5,87,25,23,3,0,52,0,0,0,58,36,12,102,25,16,0,0,41,0,0,0,41,33,3,79,5,6,0,3,16,0,0,0,16,35,6,54,0,0,0,0,0,0,0,0,0,52,4,54,377,176,28,8,589,7,8,9,599,229,79,911
LGA54170,9192,1095,381,10667,5841,2785,297,82,9008,149,126,276,9285,1033,349,10666,6491,2792,243,81,9606,176,116,288,9892,960,375,11229,6737,2663,322,77,9804,167,81,252,10056,1099,385,11540,5563,2700,446,76,8777,163,87,244,9026,1706,351,11083,3820,2679,379,54,6935,157,100,260,7194,3168,293,10652,1353,1595,221,31,3199,44,64,104,3306,6103,240,9651,317,755,61,15,1144,5,19,24,1165,7021,255,8445,67,269,21,14,375,0,10,10,383,9639,616,10636,48652,30530,3678,872,83741,1776,2086,3863,87602,38161,4394,130156
LGA54200,3311,489,196,3994,2188,940,91,42,3272,75,34,109,3386,406,190,3976,2269,816,113,55,3253,73,43,115,3372,424,156,3953,2201,829,128,45,3200,59,32,90,3288,484,164,3938,1957,769,125,30,2882,71,38,108,2990,619,190,3793,1267,765,132,16,2180,49,24,78,2260,1035,128,3420,521,482,61,21,1079,19,26,43,1121,1865,114,3103,155,284,13,10,458,4,3,9,466,2545,111,3126,44,122,10,8,185,0,3,3,183,4354,346,4881,17530,9703,1289,457,28979,705,691,1396,30369,14837,2193,47399
LGA54280,1848,302,228,2378,1150,302,37,26,1528,31,14,49,1577,222,224,2023,1225,253,58,22,1555,39,9,49,1599,178,181,1968,1119,258,75,22,1477,30,9,39,1517,235,195,1957,1018,262,81,27,1394,25,14,36,1434,246,171,1850,724,234,62,10,1027,18,10,28,1054,335,174,1571,285,136,19,5,446,5,6,8,456,467,128,1048,72,54,5,3,142,0,0,0,144,505,87,734,17,22,0,0,46,0,0,0,46,723,114,878,11007,3336,663,287,15298,336,203,535,15837,4584,2398,22815
LGA54310,1781,237,383,2403,1046,264,73,20,1407,22,8,27,1435,170,346,1950,981,250,48,13,1294,22,12,30,1325,151,263,1744,786,154,58,15,1012,16,10,21,1034,134,232,1397,570,109,52,11,739,14,3,18,760,133,189,1078,366,87,43,3,502,12,0,13,514,129,140,786,127,30,15,4,179,0,3,4,186,140,61,383,30,14,7,0,50,0,0,0,50,97,43,190,0,10,0,0,9,0,0,0,9,111,24,149,7913,2339,691,194,11129,200,130,328,11459,2321,2772,16560
LGA54340,174,33,25,233,114,48,3,3,172,7,4,11,182,30,35,250,116,46,8,3,174,10,5,16,184,32,28,245,108,44,16,5,168,6,0,7,180,46,20,242,145,51,9,3,209,6,4,13,216,40,28,278,85,57,3,5,152,0,3,3,152,68,16,239,43,54,6,0,103,0,0,0,105,127,20,252,12,15,0,0,27,0,0,0,27,138,15,175,10,8,4,0,22,0,0,0,22,271,37,330,1118,570,89,46,1816,59,38,100,1915,1025,328,3271
LGA54410,51,12,3,66,17,11,0,3,33,0,0,0,34,12,8,56,24,14,0,0,35,0,0,0,40,10,7,62,43,16,7,0,61,0,3,4,63,14,14,91,40,19,3,0,66,0,0,3,69,24,22,118,35,15,3,0,55,0,0,0,55,27,5,90,11,6,0,0,18,0,0,0,18,50,0,68,3,10,0,0,12,0,0,0,12,61,8,81,0,10,0,0,12,0,0,0,12,122,26,158,280,156,17,16,472,15,7,21,489,380,125,992
LGA54480,25,5,0,31,34,6,0,3,43,0,0,0,43,4,8,54,21,3,0,0,37,0,0,0,37,0,4,40,19,4,0,4,28,0,0,0,32,5,4,44,18,7,0,0,21,0,0,0,21,5,4,29,9,4,0,0,15,0,0,0,15,3,0,22,5,3,0,0,9,0,0,0,9,3,0,16,0,3,0,0,3,0,0,0,3,10,3,16,6,0,0,0,7,0,0,0,7,9,0,17,191,56,11,10,258,4,0,4,261,66,43,370
LGA54550,106,27,10,137,58,33,5,5,94,0,0,0,96,12,12,109,50,24,0,0,72,0,0,3,76,10,10,100,69,31,5,5,110,0,0,0,115,15,13,136,84,35,4,5,126,0,0,0,126,23,13,159,55,31,3,3,91,0,0,0,95,30,18,143,31,30,6,4,69,0,0,0,69,47,7,124,16,12,4,0,32,0,0,0,32,55,13,97,8,10,3,0,23,0,0,0,23,155,29,204,568,309,51,31,967,8,6,15,980,415,133,1532
LGA54620,40,6,4,51,33,10,3,0,46,0,0,0,46,3,9,59,38,9,0,3,53,0,0,0,54,9,5,58,39,7,5,0,51,0,4,3,55,4,4,67,25,8,5,0,38,0,0,0,45,14,12,67,35,9,3,0,44,0,0,0,44,8,10,66,22,18,0,0,33,0,0,0,33,24,3,61,13,4,0,0,19,0,0,0,19,20,11,42,11,5,0,5,23,0,0,0,23,40,8,70,306,114,25,15,459,10,3,12,468,146,86,702
LGA54690,11,0,0,19,12,8,0,0,14,0,0,0,19,3,0,22,14,0,0,0,21,0,0,0,21,5,0,27,16,8,0,0,18,0,0,0,18,7,4,28,15,0,0,0,18,0,0,0,24,8,0,25,22,10,0,0,28,0,0,0,32,8,0,36,11,3,0,0,19,0,0,0,22,17,0,34,3,5,0,0,5,0,0,0,5,16,0,27,0,0,0,0,3,0,0,0,3,28,0,31,126,53,6,11,193,5,3,8,199,91,8,302
LGA54760,43,0,5,51,34,15,0,0,42,0,0,0,42,0,13,54,29,13,0,4,51,0,0,0,51,3,7,61,29,14,3,0,44,0,0,0,48,3,7,52,29,12,4,0,48,0,0,0,48,4,6,62,26,3,3,0,37,0,0,0,42,12,6,53,17,6,4,0,26,0,0,0,26,24,7,53,10,4,0,0,17,0,0,0,17,25,4,46,4,13,0,0,20,0,0,0,20,31,7,53,257,112,29,9,404,0,5,6,408,135,66,605
LGA54830,3264,810,239,4309,1739,669,61,54,2523,66,37,104,2623,614,170,3406,1489,598,79,41,2208,76,46,124,2335,495,155,2979,1301,505,104,30,1933,61,31,90,2020,536,132,2690,974,410,69,19,1475,50,35,82,1557,595,123,2276,613,328,43,17,997,50,21,67,1068,684,99,1853,188,170,28,9,389,11,14,20,412,1060,80,1553,47,61,6,4,119,0,0,0,122,995,52,1165,9,27,0,0,41,0,0,5,43,1578,112,1729,13242,6760,951,426,21377,898,688,1593,22972,10599,1888,35457
LGA54900,80,5,4,96,59,11,0,0,77,0,0,0,74,3,4,85,71,13,0,0,85,0,0,0,85,5,8,93,47,14,0,0,70,0,0,0,70,6,11,81,63,14,0,0,80,0,0,0,80,9,7,93,59,17,9,0,76,0,0,0,76,15,13,100,22,13,5,0,45,0,0,0,45,25,4,75,13,9,3,0,28,0,0,0,28,24,3,56,18,6,3,0,22,0,0,0,22,49,8,73,522,181,30,9,744,7,7,10,755,179,79,1017
LGA54970,64,15,47,123,41,3,5,0,47,3,0,7,52,13,43,112,36,8,9,0,52,6,0,6,51,10,44,115,36,3,10,0,48,5,0,3,52,17,49,113,45,4,6,0,55,0,3,5,62,20,39,123,38,3,0,0,45,0,0,0,45,13,29,85,9,7,0,0,14,0,0,0,14,8,12,37,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,6,4,13,391,64,50,13,518,19,3,24,540,205,456,1197
LGA55040,84,8,62,153,45,8,4,0,59,0,0,0,59,13,37,107,41,3,0,5,48,0,0,0,50,9,36,95,53,9,0,0,71,8,0,8,76,13,36,119,45,14,3,0,66,0,0,0,66,12,31,107,31,0,3,0,41,3,0,3,45,13,27,81,15,7,0,0,18,0,3,3,21,16,10,49,7,0,0,0,4,0,0,0,4,18,0,33,5,0,0,0,4,0,0,0,4,19,8,31,516,97,39,24,669,10,3,19,683,182,460,1324
LGA55110,3942,903,357,5203,2174,1087,155,60,3483,133,70,209,3690,750,323,4763,2535,1156,200,79,3959,130,72,208,4167,801,363,5327,2631,1188,217,49,4081,157,69,224,4306,985,355,5647,2423,1227,280,49,3979,122,83,201,4177,1436,325,5938,1550,1158,269,36,3014,120,102,216,3232,2510,279,6019,566,634,95,21,1318,34,34,68,1384,4590,268,6242,116,282,25,12,445,11,12,26,470,5528,277,6274,32,132,19,18,206,4,7,9,214,9335,1004,10557,20095,13220,2146,704,36163,1564,1165,2731,38898,31060,4673,74628
LGA55180,357,80,35,475,234,112,13,6,369,8,5,17,382,51,43,479,275,133,17,4,426,12,3,13,436,73,57,566,303,151,30,5,494,11,7,16,506,98,62,679,328,179,33,0,544,13,9,21,562,164,50,781,240,170,43,3,452,5,10,20,471,204,59,733,117,124,22,10,266,3,0,6,273,354,49,677,56,60,10,5,127,0,0,0,130,374,30,535,33,37,4,7,81,0,0,0,78,711,78,869,2480,1527,249,91,4339,105,62,162,4502,2493,615,7617
LGA55250,34,19,27,78,33,5,3,0,53,0,0,4,51,17,19,91,23,4,0,0,31,4,0,4,33,10,32,78,37,3,3,4,39,0,0,0,43,14,17,81,36,4,4,0,42,3,0,0,44,14,23,80,28,8,3,0,43,0,0,0,42,15,14,74,16,3,5,0,22,0,0,0,24,23,10,50,13,4,0,0,12,0,0,0,13,6,10,27,0,4,0,0,6,0,0,0,5,20,7,31,360,66,40,19,483,19,13,27,505,237,282,1028
LGA55320,5581,780,240,6603,3684,1759,133,52,5635,120,74,197,5828,745,230,6803,3882,1650,145,43,5719,119,78,197,5914,707,232,6853,3902,1550,163,43,5661,120,68,186,5849,823,230,6899,3210,1491,201,29,4928,96,72,166,5093,1156,233,6486,2235,1475,198,33,3949,73,74,153,4097,2202,211,6515,897,1106,119,18,2141,32,41,72,2209,3826,205,6242,266,562,35,16,874,6,24,28,902,4432,177,5509,78,283,23,14,394,3,4,9,404,8945,662,10011,29802,19424,1956,567,51746,1060,1374,2436,54186,28225,3206,85614
LGA55390,31,7,19,54,24,5,0,0,26,0,0,0,26,6,26,52,25,4,0,0,33,4,0,4,33,3,11,49,17,0,0,0,21,0,0,0,20,5,9,29,20,0,0,0,19,0,0,0,19,6,13,38,13,0,0,0,12,0,0,0,13,12,6,31,7,0,0,0,10,0,0,0,10,8,12,29,3,0,0,0,0,0,0,0,0,4,0,11,3,0,0,0,3,0,0,0,3,11,4,12,209,17,17,4,247,11,6,18,265,76,158,492
LGA55460,137,23,22,182,82,35,3,3,124,3,0,10,128,22,34,188,99,36,5,0,141,3,5,8,150,18,22,186,100,35,6,4,144,0,3,4,148,35,17,208,89,50,13,4,157,4,0,3,162,32,30,216,71,46,5,0,126,3,0,3,136,72,24,233,43,23,9,0,68,0,0,0,71,95,22,189,9,13,0,0,26,0,0,0,26,131,19,175,4,12,0,3,20,0,0,0,26,178,31,234,864,449,79,32,1414,46,15,68,1484,741,313,2528
LGA55530,27,0,0,27,6,5,0,3,15,0,0,0,15,0,3,19,17,0,0,0,21,6,0,3,21,0,4,25,15,3,0,0,18,0,0,0,18,0,4,28,16,0,0,0,20,0,0,0,18,5,8,31,13,4,0,0,19,0,0,0,19,15,13,43,11,0,0,0,10,0,0,0,10,16,4,35,3,0,0,0,0,0,0,0,0,18,0,19,6,4,0,0,3,0,0,0,3,25,8,41,126,43,14,3,184,6,0,6,190,82,56,331
LGA55600,76,18,16,106,64,33,0,0,104,0,5,6,109,11,17,127,81,30,0,3,119,3,0,3,121,13,26,162,82,36,8,0,121,3,0,3,125,19,15,167,91,33,5,0,127,0,0,0,128,28,27,182,75,37,7,0,111,0,4,4,121,27,11,152,28,33,7,0,70,0,0,5,71,55,19,140,24,11,3,0,41,0,0,0,41,77,15,126,12,18,0,3,31,0,0,0,31,142,31,203,689,323,46,17,1078,32,20,53,1131,504,217,1851
LGA55670,29,0,0,34,15,4,0,0,19,0,0,0,19,8,5,32,22,7,0,0,24,0,0,0,24,9,3,39,26,9,0,0,30,0,0,0,29,10,5,39,21,9,0,0,23,0,0,0,23,0,9,36,23,5,0,0,32,0,0,6,39,9,0,49,12,4,0,0,13,0,0,0,13,32,13,60,7,0,0,0,6,0,0,0,6,18,12,37,9,0,0,0,9,0,0,0,9,32,16,59,173,65,4,0,249,10,4,13,260,151,92,506
LGA55740,495,64,29,589,287,131,9,5,433,8,7,15,448,77,28,552,350,148,12,0,512,15,7,20,535,80,35,651,371,158,18,0,543,17,4,16,556,110,20,686,256,139,13,0,410,10,6,16,428,148,36,614,155,137,8,8,304,8,4,12,312,196,26,528,68,104,6,0,176,6,7,10,186,299,27,513,34,77,10,0,128,0,5,5,129,332,31,487,18,36,8,0,62,0,5,3,66,644,92,802,2452,1833,176,36,4486,107,101,212,4700,2492,433,7622
LGA55810,19,10,28,56,10,0,0,0,10,0,0,0,17,7,21,39,20,0,0,0,21,0,0,0,20,0,26,52,19,0,0,0,27,0,0,0,27,5,25,56,20,5,0,0,26,0,0,0,21,3,19,47,11,3,0,0,18,0,0,0,19,15,23,51,8,4,0,0,5,0,0,0,10,13,16,41,4,0,0,0,3,0,0,0,8,13,11,31,0,0,0,0,6,0,0,0,6,16,9,28,133,29,10,7,179,9,3,8,187,100,247,531
LGA55880,25,3,5,32,22,3,0,0,22,3,0,3,21,0,4,30,30,4,0,0,30,0,0,0,30,0,8,43,14,10,5,0,24,0,0,0,24,10,0,34,29,5,5,0,42,0,0,0,40,11,10,58,19,3,3,0,22,3,0,3,30,10,4,41,9,6,0,0,13,0,0,3,18,12,0,35,4,5,0,0,6,0,0,0,6,12,0,16,5,0,0,0,8,0,0,0,8,28,0,38,175,54,9,0,249,9,0,11,259,87,36,385
LGA55950,24,3,0,34,18,3,0,4,21,0,0,0,21,6,3,33,22,6,0,0,31,0,0,0,34,3,8,49,22,4,0,0,26,0,0,0,26,5,0,36,20,3,0,0,23,0,0,0,23,7,3,32,20,6,0,4,32,0,0,0,33,11,6,51,15,7,0,5,24,0,0,0,24,11,0,33,13,3,0,0,15,0,0,0,15,14,7,32,8,5,0,0,11,0,0,0,11,28,15,55,180,71,14,12,270,3,0,4,273,129,51,459
LGA56090,1721,586,108,2413,1171,535,74,25,1805,33,24,55,1863,526,128,2514,1337,574,57,38,1998,43,32,73,2070,457,114,2640,1552,649,108,31,2352,35,33,67,2415,470,126,3014,1437,651,132,25,2248,41,33,63,2311,536,131,2982,922,603,128,23,1672,43,27,75,1747,878,118,2743,367,389,57,9,825,8,17,30,851,1441,85,2377,97,182,11,4,299,0,14,12,311,1782,73,2170,40,105,10,5,158,0,3,3,165,2726,306,3202,10826,6370,972,300,18464,419,425,845,19307,11763,1563,32630
LGA56160,0,0,0,3,6,0,0,0,4,0,0,0,4,0,0,15,4,0,0,0,3,0,0,0,3,3,0,8,8,0,0,0,5,0,0,0,5,4,4,7,3,0,0,0,6,0,0,0,6,0,0,7,5,0,0,0,5,0,0,0,5,0,0,5,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,33,8,0,4,40,0,0,0,43,23,6,72
LGA56230,729,173,100,1001,470,212,39,14,733,20,19,42,773,152,84,1009,556,226,43,13,843,30,15,41,889,134,97,1117,562,214,50,12,844,27,9,33,873,213,78,1168,510,267,51,6,838,24,15,38,874,293,88,1254,308,213,51,15,595,16,19,37,627,537,77,1242,133,132,22,8,300,3,9,15,308,871,73,1259,44,77,0,0,127,0,4,3,132,1023,92,1247,20,46,3,3,67,0,0,0,67,1586,189,1841,4212,2548,447,162,7368,292,195,491,7858,5761,1175,14791
LGA56300,65,9,7,84,37,24,0,0,63,0,0,0,63,13,17,94,42,13,0,0,57,0,3,3,61,6,13,82,33,32,0,0,70,0,0,0,72,12,15,100,36,39,8,3,85,8,0,3,89,30,17,133,31,40,3,0,79,4,4,5,89,51,15,149,20,37,7,0,62,0,6,4,65,97,19,174,11,12,0,0,25,0,0,0,27,116,14,163,8,14,0,3,20,0,0,0,20,133,29,179,313,259,34,11,617,19,9,31,650,524,164,1330
LGA56370,37,0,6,51,15,0,0,0,14,0,0,3,19,4,0,22,18,11,0,0,32,0,0,5,39,8,8,48,26,8,0,0,38,0,0,0,36,4,9,49,17,13,0,0,28,0,0,0,27,3,6,47,38,15,0,0,53,0,0,0,53,6,8,73,14,8,3,0,23,0,0,0,23,20,5,44,10,4,0,0,8,0,0,0,8,24,10,40,8,3,0,0,15,0,0,0,15,78,28,112,252,102,9,3,362,10,0,14,370,163,103,641
LGA56460,223,29,35,279,107,58,4,0,177,0,6,5,188,36,27,245,137,52,6,6,202,10,0,6,211,45,31,279,155,68,4,0,230,9,0,13,238,43,32,309,145,64,14,0,225,8,4,6,236,55,28,310,124,76,11,0,211,5,7,4,217,99,21,339,61,48,8,0,115,0,3,3,114,165,26,305,18,23,6,0,43,0,0,0,43,194,25,265,13,17,0,0,34,0,0,0,34,355,98,484,1291,695,88,43,2119,76,37,117,2235,1289,433,3953
LGA56580,907,164,40,1109,749,321,25,16,1111,17,11,29,1140,175,27,1339,886,363,21,6,1274,25,11,44,1317,167,36,1512,901,387,26,11,1329,27,14,33,1369,216,44,1625,712,338,23,8,1086,14,14,27,1108,245,29,1379,510,343,34,5,881,14,16,23,916,445,42,1398,239,301,16,4,560,0,0,8,563,621,55,1240,122,186,18,3,323,3,8,8,326,888,47,1265,45,123,8,8,187,0,0,3,190,1823,141,2153,6031,4380,348,95,10851,183,237,420,11276,6061,598,17937
LGA56620,32,67,7,108,11,11,0,0,25,3,4,10,37,56,8,100,10,8,0,0,19,3,0,6,22,50,10,89,18,10,0,0,28,0,0,0,29,52,16,91,13,4,0,0,19,6,0,6,22,41,11,79,14,5,0,0,23,0,0,0,27,19,13,54,6,0,0,0,12,0,0,0,12,17,4,32,0,5,0,0,4,0,0,0,4,19,0,22,0,3,0,0,4,0,0,0,4,17,0,20,117,78,7,15,221,63,14,80,301,644,117,1065
LGA56730,447,167,76,681,259,111,20,9,393,21,7,25,421,124,73,621,315,137,25,4,488,14,10,27,515,140,82,741,337,158,17,3,518,19,8,23,543,137,68,752,326,150,20,4,497,23,6,26,521,193,96,806,296,178,27,7,503,9,7,16,519,274,56,852,129,105,19,0,252,4,7,15,264,443,64,773,43,32,7,8,78,0,0,0,82,532,48,670,14,23,0,0,35,0,0,0,34,781,127,940,2791,1491,215,81,4577,178,109,288,4867,3519,912,9299
LGA56790,113,21,28,163,67,40,10,0,119,0,0,4,121,29,21,163,71,33,15,0,124,4,3,3,129,20,30,176,87,46,9,13,156,5,0,10,163,34,28,226,88,73,13,5,177,6,0,3,183,62,35,283,87,79,8,7,177,9,0,9,187,109,24,323,45,45,10,0,102,0,0,3,109,173,37,318,13,28,0,5,50,0,0,0,50,190,36,275,16,14,0,0,32,0,3,3,31,282,48,364,685,483,93,48,1306,38,22,55,1359,1016,365,2744
LGA56860,5,0,0,8,6,0,0,0,5,0,0,0,5,3,3,11,3,3,0,0,13,0,0,0,9,3,12,21,10,0,0,0,10,0,0,0,6,0,6,18,8,0,0,0,7,0,0,0,7,8,0,16,10,3,4,0,22,4,0,4,23,0,4,27,3,5,0,0,12,0,0,0,12,14,6,32,0,0,0,0,0,0,0,0,0,9,10,11,0,0,0,0,0,0,0,0,0,13,10,16,63,24,8,0,98,4,4,6,110,59,53,217
LGA56930,41,15,0,58,30,13,0,0,45,0,0,0,50,9,3,61,57,22,0,0,73,0,0,0,83,24,0,101,53,32,0,0,91,0,0,3,90,22,3,113,58,19,0,0,78,0,6,7,80,31,4,117,42,21,0,0,65,0,0,0,66,36,4,105,24,23,0,0,54,0,0,0,51,49,9,109,12,22,0,0,31,0,0,0,27,41,0,68,7,17,0,5,23,0,0,0,23,125,8,159,387,320,20,9,737,6,31,38,779,504,45,1326
LGA57000,35,0,25,58,19,7,0,0,20,0,0,0,20,3,18,42,24,5,4,0,29,0,0,0,29,4,15,50,29,5,0,0,38,0,0,0,35,8,11,54,23,14,0,0,39,0,0,0,39,8,20,61,29,7,3,0,34,0,0,0,34,8,19,56,16,3,0,0,20,0,0,0,20,7,9,37,0,3,0,0,9,0,0,0,9,5,10,23,7,3,0,0,13,0,0,0,13,14,8,30,225,63,14,7,308,0,0,0,310,58,170,541
LGA57080,2391,341,286,3010,980,249,46,19,1299,56,17,78,1375,212,222,1807,694,192,37,7,932,43,10,57,983,187,154,1331,696,196,31,16,935,37,13,52,990,201,158,1351,646,191,30,9,874,47,12,60,934,233,142,1313,432,198,42,3,669,21,13,37,704,362,96,1170,193,146,14,5,361,11,12,23,384,560,99,1037,67,107,3,0,178,4,5,8,186,610,67,863,27,81,3,3,118,3,3,8,122,946,102,1175,10757,5075,613,260,16702,578,515,1091,17791,6072,2604,26472
LGA57140,50,9,3,61,12,3,0,0,19,0,0,0,22,14,5,33,22,9,3,0,31,0,0,3,32,13,6,51,25,9,3,0,40,0,0,5,44,17,7,71,30,19,0,0,53,5,0,5,51,29,3,85,25,19,3,0,46,4,0,7,52,34,5,94,14,16,0,0,26,0,0,0,27,60,3,92,6,0,3,0,11,0,0,0,11,62,0,73,3,7,0,0,10,0,0,0,10,103,15,129,228,134,25,10,391,21,10,31,425,390,56,866
LGA57210,181,46,29,256,130,62,16,6,209,8,5,9,223,63,34,322,158,81,13,0,251,9,4,11,264,66,42,371,168,85,25,8,279,11,0,9,292,70,38,400,161,99,23,12,292,5,8,11,301,116,44,462,127,92,15,10,242,5,4,11,251,158,34,450,78,65,9,0,154,3,3,4,156,253,43,452,33,43,4,5,85,0,0,0,85,258,30,370,17,26,0,6,50,0,0,0,50,332,86,468,1285,809,150,62,2308,59,32,94,2398,1621,469,4488
LGA57280,1243,166,232,1644,664,138,40,30,876,12,7,26,896,89,198,1186,596,107,48,8,758,13,0,13,775,114,165,1047,530,84,31,9,661,13,6,14,672,122,180,971,478,81,42,14,615,13,5,24,638,154,162,959,298,68,32,8,409,3,9,12,419,121,110,655,101,28,8,0,138,0,0,0,138,117,51,308,23,11,5,0,38,5,0,4,41,89,24,158,3,0,0,0,7,0,0,5,10,117,20,143,5656,1426,494,208,7782,190,106,285,8071,1809,1923,11803
LGA57350,26,6,8,41,11,4,0,0,14,0,0,0,19,6,10,36,15,7,0,0,22,0,0,0,27,3,11,42,29,11,0,0,37,0,0,0,37,12,33,84,26,16,0,0,40,0,0,0,42,17,24,81,23,15,3,0,43,0,0,0,45,25,19,81,16,8,0,0,22,0,4,7,28,57,22,100,3,5,0,0,12,0,0,0,12,47,28,89,5,10,0,0,13,0,0,0,13,89,19,126,195,91,14,4,296,5,4,13,311,291,211,812
