LGA_CODE_2021,C21_1500_1999_R100_149,C21_1500_1999_R150_199,C21_1500_1999_R200_224,C21_1500_1999_R225_274,C21_1500_1999_R275_349,C21_1500_1999_R350_449,C21_1500_1999_R450_549,C21_1500_1999_R550_649,C21_1500_1999_R650more,C21_1500_1999_R_NS,C21_1500_1999_R_Tot,C21_2000_2499_R1_74,C21_2000_2499_R75_99,C21_2000_2499_R100_149,C21_2000_2499_R150_199,C21_2000_2499_R200_224,C21_2000_2499_R225_274,C21_2000_2499_R275_349,C21_2000_2499_R350_449,C21_2000_2499_R450_549,C21_2000_2499_R550_649,C21_2000_2499_R650more,C21_2000_2499_R_NS,C21_2000_2499_R_Tot,C21_2500_2999_R1_74,C21_2500_2999_R75_99,C21_2500_2999_R100_149,C21_2500_2999_R150_199,C21_2500_2999_R200_224,C21_2500_2999_R225_274,C21_2500_2999_R275_349,C21_2500_2999_R350_449,C21_2500_2999_R450_549,C21_2500_2999_R550_649,C21_2500_2999_R650more,C21_2500_2999_R_NS,C21_2500_2999_R_Tot,C21_3000_3999_R1_74,C21_3000_3999_R75_99,C21_3000_3999_R100_149,C21_3000_3999_R150_199,C21_3000_3999_R200_224,C21_3000_3999_R225_274,C21_3000_3999_R275_349,C21_3000_3999_R350_449,C21_3000_3999_R450_549,C21_3000_3999_R550_649,C21_3000_3999_R650more,C21_3000_3999_R_NS,C21_3000_3999_R_Tot,C21_4000more_R1_74,C21_4000more_R75_99,C21_4000more_R100_149,C21_4000more_R150_199,C21_4000more_R200_224,C21_4000more_R225_274,C21_4000more_R275_349,C21_4000more_R350_449,C21_4000more_R450_549,C21_4000more_R550_649,C21_4000more_R650more,C21_4000more_R_NS,C21_4000more_R_Tot,C21_PI_S_R1_74,C21_PI_S_R75_99,C21_PI_S_R100_149,C21_PI_S_R150_199,C21_PI_S_R200_224,C21_PI_S_R225_274,C21_PI_S_R275_349,C21_PI_S_R350_449,C21_PI_S_R450_549,C21_PI_S_R550_649,C21_PI_S_R650more,C21_PI_S_R_NS,C21_PI_S_R_Tot,C21_AI_NS_R1_74,C21_AI_NS_R75_99,C21_AI_NS_R100_149,C21_AI_NS_R150_199,C21_AI_NS_R200_224,C21_AI_NS_R225_274,C21_AI_NS_R275_349,C21_AI_NS_R350_449,C21_AI_NS_R450_549,C21_AI_NS_R550_649,C21_AI_NS_R650more,C21_AI_NS_R_NS,C21_AI_NS_R_Tot,C21_Tot_R1_74,C21_Tot_R75_99,C21_Tot_R100_149,C21_Tot_R150_199,C21_Tot_R200_224,C21_Tot_R225_274,C21_Tot_R275_349,C21_Tot_R350_449,C21_Tot_R450_549,C21_Tot_R550_649,C21_Tot_R650more,C21_Tot_R_NS,C21_Tot_R_Tot
LGA23940,11,13,0,5,0,7,0,0,0,8,47,3,0,13,3,4,0,0,0,0,0,0,6,30,0,0,6,0,6,0,6,0,0,0,0,0,21,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,7,14,14,29,95,77,49,38,27,12,3,0,0,35,377
LGA24130,8,9,11,23,62,118,54,10,10,11,307,3,5,5,6,6,9,39,120,67,32,10,12,302,0,0,4,3,0,0,17,39,64,13,6,7,156,0,0,3,4,0,0,18,55,61,31,20,7,194,0,0,5,5,3,3,11,40,67,50,36,9,216,0,3,0,0,0,3,6,35,27,18,6,9,104,0,0,8,3,6,0,6,3,6,0,0,18,51,23,24,115,119,73,145,367,737,454,178,102,134,2471
LGA24210,3,8,4,23,73,386,374,154,120,20,1165,0,0,4,8,10,8,50,423,389,195,132,32,1256,0,0,0,3,4,9,23,222,228,137,89,13,728,0,0,0,5,3,6,12,211,298,228,177,33,979,0,0,0,8,0,7,14,121,244,246,414,33,1086,0,0,3,7,0,4,14,75,116,81,73,43,416,0,0,0,3,0,4,8,22,8,4,5,32,90,28,12,109,137,94,154,529,2686,2429,1326,1220,421,9148
LGA24250,0,3,3,5,27,29,6,0,0,9,89,0,0,0,0,0,8,12,36,8,0,4,0,70,0,0,5,0,0,0,6,13,5,0,0,0,31,0,0,0,0,0,0,0,14,3,0,3,0,36,0,0,0,0,4,3,3,10,4,0,0,8,28,0,0,0,6,3,3,5,8,3,0,0,4,29,0,0,0,0,0,3,4,0,0,0,0,3,10,9,8,54,44,35,66,126,190,41,3,12,45,640
LGA24330,24,38,35,113,447,808,301,89,48,33,1942,5,5,11,15,11,63,313,695,490,127,84,29,1843,3,0,6,15,8,23,110,393,347,132,52,22,1102,0,4,11,4,5,19,109,403,482,254,119,22,1431,4,10,3,11,10,9,53,229,347,292,272,19,1260,7,0,18,23,12,26,82,145,128,57,46,53,594,0,4,33,9,8,14,7,15,7,4,7,56,164,122,153,788,542,418,986,2651,4071,2579,1070,732,463,14584
LGA24410,8,13,15,22,258,711,247,53,38,34,1411,0,0,5,6,9,16,175,737,333,63,34,22,1408,0,0,0,0,4,6,58,353,225,81,16,12,764,0,0,3,0,0,8,35,327,276,92,46,17,809,4,0,7,3,0,3,12,132,195,97,66,21,544,0,6,5,9,0,0,45,176,95,33,27,47,443,0,0,14,6,3,3,11,20,4,0,0,60,133,56,58,392,334,185,311,1752,4411,1814,488,302,401,10508
LGA24600,40,77,81,244,1404,2773,1058,347,306,121,6467,13,3,22,57,63,151,970,2623,1495,457,456,91,6386,3,0,10,23,15,44,252,868,732,298,287,31,2561,0,5,15,27,17,57,292,1121,1140,589,590,75,3928,8,0,12,13,14,28,173,780,968,746,1634,69,4454,3,0,18,24,26,44,142,424,306,179,346,120,1646,8,3,38,20,14,25,58,73,38,17,40,127,460,150,217,993,1068,1027,2413,9292,15692,8324,3423,4471,1337,48409
LGA24650,14,22,17,46,511,988,172,26,20,37,1855,5,0,8,3,9,37,373,853,176,23,21,37,1551,0,0,8,12,3,17,171,510,125,12,15,28,901,3,0,3,9,4,6,131,436,158,18,15,20,802,0,0,0,4,0,0,55,245,152,33,8,17,527,4,3,6,5,6,11,114,257,70,12,14,55,551,0,4,11,13,3,9,31,25,10,0,0,54,153,52,40,187,269,191,606,3653,5548,1150,166,151,473,12486
LGA24780,30,49,48,107,284,161,17,4,5,22,749,11,0,20,25,26,84,195,168,26,4,4,25,589,4,4,14,6,17,31,88,81,26,11,3,9,291,4,0,20,7,18,24,60,88,22,10,16,15,282,9,0,17,9,4,14,33,60,32,3,11,5,207,0,0,14,29,23,38,73,67,13,3,0,25,290,4,4,23,29,18,24,26,6,0,5,4,51,206,125,89,580,718,649,1119,1658,974,183,43,78,308,6532
LGA24850,3,10,18,67,137,227,20,3,9,9,506,0,0,3,7,16,58,112,187,14,7,0,13,419,0,0,0,5,0,37,61,105,16,7,7,9,237,0,0,0,5,0,23,41,121,19,5,0,7,224,0,0,5,0,0,3,18,57,22,5,3,9,118,3,0,5,8,4,26,41,63,11,3,3,15,182,0,0,9,4,5,9,16,6,5,0,0,27,83,31,29,189,153,168,485,938,1221,144,37,41,167,3606
LGA24900,14,33,30,53,60,55,4,4,4,13,273,0,0,10,15,16,40,61,37,9,0,0,18,218,0,0,10,11,5,17,33,32,8,0,0,5,117,0,0,5,5,13,12,22,30,0,0,3,5,96,0,0,10,5,7,3,6,19,3,0,4,4,64,0,0,9,14,4,26,22,23,0,0,0,10,112,5,0,16,12,3,10,10,0,0,0,0,24,79,28,20,294,379,291,496,486,321,43,10,24,151,2551
LGA24970,23,47,31,47,244,1054,593,214,136,64,2462,5,0,17,31,15,31,187,1009,811,339,213,64,2722,0,0,17,22,10,12,86,547,575,276,151,38,1738,3,3,14,23,13,13,78,592,840,467,273,50,2378,6,5,18,32,14,12,36,320,619,556,534,40,2189,4,6,22,31,5,11,52,232,248,149,126,110,1004,0,6,16,7,9,11,8,24,22,9,8,68,188,99,84,671,590,373,494,1650,6260,5040,2507,1814,799,20386
LGA25060,21,36,25,75,482,855,345,98,67,37,2047,4,8,9,13,12,62,331,879,474,156,101,37,2093,4,4,5,6,4,16,129,444,295,139,107,17,1172,3,0,4,11,7,14,94,467,485,263,179,29,1562,3,0,9,6,4,12,35,249,355,304,465,33,1492,4,3,17,13,8,18,75,152,107,64,72,45,573,9,0,34,11,5,13,8,23,5,4,0,73,185,132,159,767,471,342,812,2686,4764,2569,1179,1122,544,15555
LGA25150,14,6,4,19,84,159,19,5,4,14,322,0,0,0,5,8,11,67,119,20,3,3,4,245,0,0,5,0,0,7,18,80,9,4,6,0,129,0,0,0,3,0,5,35,74,12,0,5,10,148,4,0,0,0,0,8,21,54,13,3,4,0,107,5,0,0,0,7,4,15,42,3,0,0,8,83,0,0,8,6,3,12,3,3,0,0,0,20,53,20,20,139,121,93,245,599,826,101,22,23,121,2343
LGA25250,30,41,37,100,724,1723,613,192,171,63,3704,3,0,13,30,28,73,425,1676,873,318,223,57,3728,0,0,10,17,8,38,142,767,612,271,185,34,2072,8,5,16,21,22,32,158,886,860,533,401,49,2973,0,0,7,17,11,18,56,412,611,451,635,29,2260,3,5,19,25,15,21,100,303,272,171,260,97,1296,0,8,23,8,9,13,17,39,23,4,6,111,259,103,140,809,560,444,1076,4076,9056,4755,2227,2141,799,26179
LGA25340,9,12,14,82,252,628,297,109,78,43,1537,4,0,11,11,19,56,163,493,324,115,80,33,1310,3,3,10,9,9,42,75,214,199,90,74,22,743,9,0,6,0,5,36,54,191,221,110,134,25,770,4,0,8,10,0,11,29,98,156,114,281,33,739,4,3,11,17,8,28,86,176,98,53,61,42,589,4,8,20,11,13,21,56,28,12,0,10,85,260,87,69,521,370,276,801,2263,3739,1901,762,903,539,12234
LGA25430,4,3,0,15,34,52,12,0,0,0,131,0,0,0,0,6,0,38,35,14,0,0,3,111,0,0,0,0,0,4,12,14,9,3,0,0,41,0,0,6,5,0,0,12,20,4,0,3,0,45,0,0,0,0,0,3,3,16,9,0,4,0,44,0,0,4,3,0,0,12,15,10,0,0,5,52,0,0,4,0,0,7,0,0,0,0,0,10,28,19,18,116,90,67,143,364,285,81,16,14,59,1274
LGA25490,11,12,19,21,33,27,6,0,0,12,146,7,0,10,7,11,13,26,20,7,5,3,13,112,0,0,7,0,4,4,12,9,3,0,0,0,42,0,0,8,3,5,3,7,11,6,0,0,6,50,0,3,5,4,5,0,6,13,0,4,3,10,45,0,0,5,3,3,5,5,3,7,0,0,9,46,0,0,4,3,0,3,0,3,0,0,3,8,20,34,17,114,113,116,145,175,153,34,12,17,92,1024
LGA25620,0,3,10,16,22,25,5,0,0,6,83,0,0,3,7,0,11,26,17,0,0,0,12,76,0,0,4,3,0,0,8,13,3,0,0,0,33,0,0,0,0,0,4,8,6,3,0,0,0,25,0,0,5,0,3,0,3,8,0,3,3,5,30,0,0,3,0,4,4,11,7,0,0,0,8,42,0,0,0,0,3,3,0,3,0,0,0,7,22,19,6,63,70,92,152,205,134,21,8,14,56,843
LGA25710,0,5,4,3,21,100,55,28,15,10,239,0,0,0,0,4,3,18,72,66,37,15,3,216,0,0,0,3,0,0,0,41,47,29,12,7,139,0,0,4,0,0,0,5,43,63,57,33,4,214,0,0,4,5,0,4,0,18,53,61,60,8,220,0,0,3,0,0,0,8,17,25,13,15,14,92,0,0,0,0,3,0,7,0,0,0,0,4,19,14,9,73,57,43,61,186,498,423,261,176,88,1885
LGA25810,7,13,17,30,12,7,0,0,5,6,100,0,0,11,13,5,24,18,13,0,0,4,7,84,0,0,7,0,4,15,3,9,0,0,0,0,37,4,6,0,4,3,4,13,0,0,0,0,0,35,0,0,3,0,0,0,4,6,0,0,0,0,31,0,0,5,4,9,8,4,0,0,0,0,0,31,0,5,5,9,3,5,0,0,0,0,0,11,37,20,20,139,242,136,202,128,44,9,4,17,70,1029
LGA25900,24,23,33,125,667,1461,630,220,209,59,3467,3,0,10,25,21,73,386,1270,1031,352,358,55,3576,0,0,7,6,4,27,91,412,517,241,202,21,1530,0,0,6,12,3,28,110,528,760,553,614,41,2657,3,0,12,18,7,22,60,290,574,642,1800,48,3477,0,5,21,12,17,14,57,149,166,106,230,63,839,7,0,44,7,15,14,28,25,16,9,8,121,301,113,151,1046,572,550,1157,3685,6457,4584,2440,3863,779,25402
LGA25990,0,5,4,12,6,0,0,0,0,5,36,0,0,0,4,5,3,7,3,0,0,0,4,32,0,0,6,0,0,0,4,5,0,0,0,0,12,0,0,0,0,0,0,3,4,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,3,4,4,4,0,5,0,0,0,0,19,0,0,0,3,0,0,0,0,0,0,0,0,10,12,9,54,59,49,66,60,21,0,0,4,27,354
LGA26080,0,0,0,0,5,16,5,0,4,0,32,0,0,0,0,0,0,3,11,5,0,0,0,22,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,7,3,0,0,0,15,0,0,0,0,0,0,0,8,13,3,5,0,28,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,6,5,0,5,13,6,11,42,74,28,4,8,14,219
LGA26170,4,15,8,46,72,32,5,0,0,11,199,6,0,5,5,9,25,38,32,7,3,7,10,146,0,0,4,3,4,6,17,20,3,0,0,11,68,0,0,0,3,4,3,22,17,7,0,3,7,72,0,0,0,0,0,8,9,18,3,0,0,5,45,0,0,0,0,6,8,25,17,0,0,6,3,64,0,0,9,6,5,9,5,4,0,0,0,20,57,34,34,159,175,169,383,477,237,36,5,26,141,1875
LGA26260,10,15,17,40,33,14,0,0,0,5,155,5,0,11,4,18,27,29,22,0,0,0,6,122,0,3,0,7,4,9,20,16,3,0,0,5,56,0,0,0,4,3,0,15,9,0,0,0,0,31,0,0,0,0,3,3,0,4,3,0,3,3,37,5,0,9,10,4,9,12,7,0,0,0,4,56,6,0,11,8,7,6,0,0,0,0,0,11,48,40,29,206,224,176,266,233,96,25,8,10,81,1397
LGA26350,13,29,18,91,604,1171,454,170,203,49,2819,4,7,8,20,17,58,372,1228,714,295,274,47,3035,3,0,0,8,8,24,91,401,446,202,207,29,1426,0,6,10,8,11,24,110,497,642,502,504,24,2336,7,0,10,13,12,22,61,317,504,581,1746,49,3315,3,3,12,20,4,13,39,127,150,104,250,47,770,5,3,21,15,5,7,23,20,9,10,16,75,209,85,114,606,460,330,876,3232,5709,3695,2163,3634,574,21470
LGA26430,4,7,8,18,22,19,3,0,0,6,98,0,0,0,3,0,4,17,19,9,0,4,4,59,0,0,0,0,0,0,13,7,0,0,0,0,28,0,0,0,0,0,0,5,8,3,0,0,7,35,0,0,0,0,0,5,3,0,4,0,5,4,23,0,0,5,0,0,8,16,0,0,0,0,4,36,4,0,0,4,0,0,5,0,0,0,0,14,25,25,13,75,92,72,148,193,121,26,3,9,69,844
LGA26490,8,7,8,11,21,64,94,38,14,12,282,0,0,5,4,7,9,21,61,87,62,21,11,310,0,0,6,6,0,4,9,37,79,44,5,3,197,0,0,6,0,6,4,10,34,111,83,43,11,309,0,0,4,3,0,4,8,27,79,108,94,18,347,0,0,0,0,5,4,6,33,45,25,16,14,145,0,0,0,0,0,0,5,6,3,4,0,9,28,23,8,76,79,80,118,219,445,671,442,232,122,2503
LGA26610,32,40,25,62,48,21,0,0,0,18,261,0,7,15,16,22,48,62,38,8,0,0,16,235,3,3,3,10,3,20,29,20,8,3,0,3,120,6,5,13,9,3,16,31,26,7,0,8,6,122,0,7,3,3,3,7,17,12,7,0,4,6,68,0,6,14,19,7,15,14,15,3,0,5,12,111,0,3,13,12,4,10,3,0,0,0,0,23,75,48,89,294,366,251,432,370,199,50,15,16,169,2290
LGA26670,5,8,9,5,9,0,0,0,0,4,42,4,0,0,4,3,8,7,3,0,0,0,4,38,0,0,5,8,0,8,9,0,0,0,0,0,19,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,0,0,0,6,13,3,53,68,50,71,68,15,3,0,7,21,366
LGA26700,4,17,20,56,95,76,3,0,0,15,297,4,0,4,8,22,42,72,73,7,0,5,11,248,0,0,0,3,4,12,27,42,7,4,0,5,109,0,0,0,0,8,20,27,44,19,0,4,0,116,7,0,0,4,8,10,19,24,17,0,3,9,95,0,0,8,12,9,20,25,23,6,0,0,9,107,0,0,12,12,4,6,0,6,0,0,0,20,57,44,25,228,317,288,526,569,430,72,9,22,149,2680
LGA26730,9,21,21,57,163,162,28,3,5,10,493,4,0,8,8,19,29,116,134,35,0,7,12,373,0,0,5,0,7,21,56,93,27,3,0,9,221,0,5,0,8,4,11,27,72,30,14,7,7,180,0,0,10,3,0,10,17,56,26,13,7,0,144,0,0,8,6,5,13,27,45,18,7,0,8,142,7,3,15,6,9,14,13,5,0,4,0,30,99,60,41,341,287,305,596,982,904,235,50,34,163,3999
LGA26810,16,34,25,83,129,87,21,0,0,19,428,4,0,5,15,18,50,77,99,18,0,3,22,316,0,0,3,4,5,25,38,43,9,3,0,8,138,0,0,3,5,5,29,45,50,19,0,0,8,165,0,3,4,3,4,10,24,35,11,6,0,19,119,0,0,9,15,9,25,52,26,5,0,0,9,152,0,3,16,6,9,19,6,4,0,0,0,30,107,51,41,309,425,387,771,830,545,115,12,24,209,3715
LGA26890,9,0,0,3,0,0,0,0,0,7,30,4,0,7,3,3,4,0,0,0,0,0,0,19,0,0,0,7,0,0,0,0,0,0,0,3,11,0,0,3,0,0,0,0,0,0,0,0,0,9,4,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,14,22,68,47,32,16,6,0,0,0,5,29,242
LGA26980,14,33,29,54,264,1054,462,149,95,57,2217,0,4,18,40,16,47,195,1003,624,249,119,41,2351,0,0,16,21,4,25,100,519,472,181,99,29,1459,0,4,8,11,7,22,76,499,640,308,201,30,1811,5,5,12,17,3,7,43,295,460,369,409,35,1649,5,0,18,24,18,11,33,207,181,84,105,91,773,3,4,12,4,9,16,14,26,23,7,4,56,177,105,106,691,588,440,656,1896,6298,3968,1670,1308,737,18467
LGA27070,11,18,16,62,609,1660,236,27,42,54,2760,3,3,9,16,13,46,450,1666,265,39,51,57,2612,0,5,15,3,0,17,217,913,201,19,33,30,1462,0,8,18,9,9,21,166,876,228,34,31,35,1436,7,3,15,9,4,5,65,412,209,46,24,25,824,0,0,20,12,11,18,124,450,113,19,16,99,885,0,0,0,6,4,11,27,64,3,0,4,102,226,75,54,300,338,233,515,4112,10301,1733,257,315,809,19038
LGA27170,5,20,37,147,210,248,20,4,3,15,726,0,3,0,12,29,96,191,230,43,5,0,8,622,0,0,0,12,9,41,87,136,26,0,5,5,310,0,0,0,4,4,24,66,114,56,8,5,6,289,3,0,4,3,3,6,18,59,25,7,7,6,143,0,3,12,11,7,43,50,70,13,4,0,16,229,0,0,13,10,4,13,7,4,3,0,0,40,103,52,69,385,402,384,1039,1273,1269,247,33,29,212,5393
LGA27260,30,30,21,78,1040,2369,260,33,73,74,4028,6,3,11,32,16,67,806,2508,376,56,63,79,4026,0,7,19,10,14,33,329,1521,262,34,52,44,2319,4,3,17,10,9,30,266,1621,393,70,53,39,2518,4,0,17,8,9,17,133,968,401,135,69,44,1786,5,5,12,20,14,28,219,774,135,31,24,146,1412,3,0,12,9,3,18,34,63,9,4,9,128,289,86,74,435,415,284,835,6622,14893,2288,439,471,955,27795
LGA27350,24,35,17,65,397,976,434,194,193,47,2395,5,0,9,17,20,53,207,994,780,442,326,41,2896,3,3,13,9,4,28,63,274,472,346,336,23,1574,0,0,6,16,13,22,71,371,696,732,745,35,2717,6,0,9,10,10,25,64,228,560,800,2079,33,3821,0,4,30,31,10,28,45,90,151,160,489,73,1114,3,4,33,8,7,8,4,17,9,7,12,73,183,147,320,1332,816,447,736,2074,4314,3701,2946,4484,609,21920
LGA27450,23,17,17,31,154,547,186,24,20,39,1061,0,0,11,13,20,30,106,481,219,53,22,34,991,4,0,0,4,9,10,44,248,157,32,31,10,548,0,0,8,5,15,14,41,155,165,68,32,11,516,0,0,0,5,4,3,17,93,91,41,32,5,296,0,0,5,10,12,8,41,145,68,24,16,35,369,0,4,8,9,0,9,13,16,10,5,0,40,110,56,58,321,303,271,435,1264,3046,1240,293,204,386,7880
LGA27630,8,9,4,8,3,0,0,0,0,6,39,8,0,4,11,5,4,0,0,0,0,0,0,37,0,0,0,4,0,7,0,0,0,0,0,0,14,0,0,4,6,4,0,0,0,0,0,0,0,13,0,0,4,0,0,0,0,0,0,0,0,4,7,3,0,0,3,3,0,0,0,0,0,0,0,11,5,0,0,0,3,0,0,0,0,0,0,12,17,37,14,95,135,70,35,9,4,0,0,5,43,452
LGA29399,0,4,0,0,0,0,0,6,3,4,10,0,0,4,0,0,0,0,0,0,0,6,6,17,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,7,4,17,0,0,0,0,0,3,0,3,0,0,19,5,36,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,6,13,9,12,4,10,3,0,51,24,138
LGA29499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA30250,11,0,0,0,0,0,0,0,0,5,19,0,0,3,0,0,0,0,0,0,0,0,3,11,3,4,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,10,0,0,0,0,0,0,0,0,22,0,0,3,0,0,0,0,0,0,0,0,0,4,25,15,113,33,4,0,0,0,0,0,0,22,220
LGA30300,8,8,7,11,10,5,0,0,0,11,82,7,3,3,3,4,8,10,0,0,0,0,5,56,7,3,0,0,6,6,4,0,0,0,0,4,33,6,0,0,0,0,10,7,0,0,0,0,3,33,0,0,0,0,3,6,0,0,4,0,0,4,30,4,0,0,0,3,8,4,0,0,0,0,5,34,6,0,0,0,0,0,0,0,0,0,0,3,4,52,23,75,80,84,104,73,19,4,0,4,70,590
LGA30370,12,22,15,35,40,26,0,0,0,13,192,15,21,17,16,20,35,49,33,7,0,0,27,232,9,8,4,4,9,18,23,17,7,0,0,4,102,9,19,13,7,8,13,30,39,7,0,0,18,163,3,12,16,3,3,10,15,49,11,0,0,14,143,0,7,3,14,16,17,21,22,4,0,6,10,109,0,0,8,3,0,3,0,6,0,0,0,13,34,86,88,200,164,151,242,273,220,31,3,6,167,1643
LGA30410,5,8,3,3,0,0,0,0,0,8,40,10,3,4,0,7,3,7,0,0,0,0,13,47,7,0,0,0,0,5,0,3,0,0,0,4,18,6,7,0,0,0,6,6,3,0,0,0,7,29,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,5,3,0,3,0,3,0,0,0,10,28,0,0,0,0,0,5,0,0,0,0,0,0,12,46,22,38,53,28,34,17,7,5,0,4,64,322
LGA30450,0,0,0,0,0,0,0,0,0,3,8,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,3,8,6,13,6,0,0,0,0,0,0,4,19,48
LGA30760,3,10,8,0,0,0,0,0,0,3,27,5,0,4,4,0,0,0,0,0,0,0,9,23,0,0,0,6,0,0,0,0,0,0,0,5,8,6,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,16,0,4,0,4,0,0,0,0,0,0,0,0,6,24,14,36,72,20,17,4,6,0,0,4,32,224
LGA30900,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,3,11,4,16,5,5,0,0,0,0,0,4,17,64
LGA31000,201,346,296,785,3333,11584,5361,1491,799,424,24682,18,17,131,223,204,497,2072,10677,7220,2356,1229,359,25001,9,10,80,108,103,254,762,4839,4555,1799,973,171,13663,18,5,86,134,94,273,726,4483,5585,3115,2180,242,16942,19,6,63,100,85,141,361,2035,3415,3080,5378,249,14925,33,18,132,207,134,233,578,2558,2343,1184,1174,512,9114,31,41,178,79,60,98,127,291,158,58,83,585,1788,1231,1314,6809,5496,3718,7913,21733,60723,37059,15484,13251,4994,179709
LGA31750,0,7,0,0,0,0,0,0,0,5,8,0,0,0,5,0,0,0,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,23,0,4,0,0,0,0,3,21,61
LGA31820,26,41,54,186,548,283,35,6,24,33,1255,11,6,17,16,26,106,355,279,38,4,10,38,904,0,0,9,13,10,43,143,148,33,9,9,17,436,0,0,11,6,13,26,111,112,31,14,14,16,359,3,3,15,9,9,22,76,69,35,10,24,14,300,0,5,25,18,18,59,169,116,23,5,3,38,472,4,7,25,30,12,53,54,6,0,0,0,85,289,130,159,594,778,845,2011,3626,1674,281,84,115,481,10782
LGA31900,20,16,29,48,42,14,0,0,0,9,178,10,0,12,13,21,46,40,20,3,0,0,7,176,9,4,3,5,12,13,20,10,7,0,0,0,80,10,4,3,3,3,11,19,10,3,0,0,3,77,11,0,0,5,4,19,3,11,0,0,0,6,62,7,0,3,14,11,11,28,5,0,3,0,5,85,0,3,6,3,6,8,4,0,0,0,0,9,40,68,35,139,255,299,418,259,77,23,3,6,87,1663
LGA31950,0,0,0,0,0,0,0,0,0,3,11,0,0,7,0,0,0,0,0,0,0,0,3,18,0,0,0,0,0,3,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,15,14,5,7,0,3,0,0,0,24,83
LGA32080,31,61,69,250,588,1138,414,80,41,67,2762,4,9,25,32,54,150,441,934,484,125,56,60,2379,3,5,15,19,16,68,151,405,300,96,41,22,1147,9,4,16,16,13,37,120,354,356,137,82,29,1160,6,5,8,15,10,43,55,173,218,122,176,28,853,6,15,39,57,39,122,199,415,257,89,56,75,1370,3,9,36,34,25,46,51,38,17,4,3,113,372,201,232,931,1170,1069,2691,4376,6111,2688,804,552,825,21654
