LGA_CODE_2021,C11_P_FoodHos_PS_15_19,C11_P_FoodHos_PS_20_24,C11_P_FoodHos_PS_25_34,C11_P_FoodHos_PS_35_44,C11_P_FoodHos_PS_45_54,C11_P_FoodHos_PS_55_64,C11_P_FoodHos_PS_65_74,C11_P_FoodHos_PS_75_84,C11_P_FoodHos_PS_85over,C11_P_FoodHos_PS_Tot,C11_P_MixFld_pr_15_19,C11_P_MixFld_pr_20_24,C11_P_MixFld_pr_25_34,C11_P_MixFld_pr_35_44,C11_P_MixFld_pr_45_54,C11_P_MixFld_pr_55_64,C11_P_MixFld_pr_65_74,C11_P_MixFld_pr_75_84,C11_P_MixFld_pr_85over,C11_P_MixFld_pr_Tot,C11_P_FldStu_ID_15_19,C11_P_FldStu_ID_20_24,C11_P_FldStu_ID_25_34,C11_P_FldStu_ID_35_44,C11_P_FldStu_ID_45_54,C11_P_FldStu_ID_55_64,C11_P_FldStu_ID_65_74,C11_P_FldStu_ID_75_84,C11_P_FldStu_ID_85over,C11_P_FldStu_ID_Tot,C11_P_FldStu_NS_15_19,C11_P_FldStu_NS_20_24,C11_P_FldStu_NS_25_34,C11_P_FldStu_NS_35_44,C11_P_FldStu_NS_45_54,C11_P_FldStu_NS_55_64,C11_P_FldStu_NS_65_74,C11_P_FldStu_NS_75_84,C11_P_FldStu_NS_85over,C11_P_FldStu_NS_Tot,C11_P_Tot_15_19,C11_P_Tot_20_24,C11_P_Tot_25_34,C11_P_Tot_35_44,C11_P_Tot_45_54,C11_P_Tot_55_64,C11_P_Tot_65_74,C11_P_Tot_75_84,C11_P_Tot_85over,C11_P_Tot_Tot,C16_P_NatPhy_sci_15_19,C16_P_NatPhy_sci_20_24,C16_P_NatPhy_sci_25_34,C16_P_NatPhy_sci_35_44,C16_P_NatPhy_sci_45_54,C16_P_NatPhy_sci_55_64,C16_P_NatPhy_sci_65_74,C16_P_NatPhy_sci_75_84,C16_P_NatPhy_sci_85over,C16_P_NatPhy_sci_Tot,C16_P_InfTec_15_19,C16_P_InfTec_20_24,C16_P_InfTec_25_34,C16_P_InfTec_35_44,C16_P_InfTec_45_54,C16_P_InfTec_55_64,C16_P_InfTec_65_74,C16_P_InfTec_75_84,C16_P_InfTec_85over,C16_P_InfTec_Tot,C16_P_EngRT_15_19,C16_P_EngRT_20_24,C16_P_EngRT_25_34,C16_P_EngRT_35_44,C16_P_EngRT_45_54,C16_P_EngRT_55_64,C16_P_EngRT_65_74,C16_P_EngRT_75_84,C16_P_EngRT_85over,C16_P_EngRT_Tot,C16_P_ArchBuild_15_19,C16_P_ArchBuild_20_24,C16_P_ArchBuild_25_34,C16_P_ArchBuild_35_44,C16_P_ArchBuild_45_54,C16_P_ArchBuild_55_64,C16_P_ArchBuild_65_74,C16_P_ArchBuild_75_84,C16_P_ArchBuild_85over,C16_P_ArchBuild_Tot,C16_P_AgEnv_RS_15_19,C16_P_AgEnv_RS_20_24,C16_P_AgEnv_RS_25_34,C16_P_AgEnv_RS_35_44,C16_P_AgEnv_RS_45_54,C16_P_AgEnv_RS_55_64,C16_P_AgEnv_RS_65_74,C16_P_AgEnv_RS_75_84,C16_P_AgEnv_RS_85over,C16_P_AgEnv_RS_Tot,C16_P_Health_15_19,C16_P_Health_20_24,C16_P_Health_25_34,C16_P_Health_35_44,C16_P_Health_45_54,C16_P_Health_55_64,C16_P_Health_65_74,C16_P_Health_75_84,C16_P_Health_85over,C16_P_Health_Tot,C16_P_Educ_15_19,C16_P_Educ_20_24,C16_P_Educ_25_34,C16_P_Educ_35_44,C16_P_Educ_45_54,C16_P_Educ_55_64,C16_P_Educ_65_74,C16_P_Educ_75_84,C16_P_Educ_85over,C16_P_Educ_Tot,C16_P_MngtCom_15_19,C16_P_MngtCom_20_24,C16_P_MngtCom_25_34,C16_P_MngtCom_35_44,C16_P_MngtCom_45_54,C16_P_MngtCom_55_64,C16_P_MngtCom_65_74,C16_P_MngtCom_75_84,C16_P_MngtCom_85over,C16_P_MngtCom_Tot,C16_P_Soc_cult_15_19,C16_P_Soc_cult_20_24,C16_P_Soc_cult_25_34,C16_P_Soc_cult_35_44,C16_P_Soc_cult_45_54,C16_P_Soc_cult_55_64,C16_P_Soc_cult_65_74,C16_P_Soc_cult_75_84,C16_P_Soc_cult_85over,C16_P_Soc_cult_Tot,C16_P_Creative_art_15_19,C16_P_Creative_art_20_24,C16_P_Creative_art_25_34,C16_P_Creative_art_35_44,C16_P_Creative_art_45_54,C16_P_Creative_art_55_64,C16_P_Creative_art_65_74,C16_P_Creative_art_75_84,C16_P_Creative_art_85over,C16_P_Creative_art_Tot,C16_P_FoodHos_PS_15_19,C16_P_FoodHos_PS_20_24,C16_P_FoodHos_PS_25_34,C16_P_FoodHos_PS_35_44,C16_P_FoodHos_PS_45_54,C16_P_FoodHos_PS_55_64,C16_P_FoodHos_PS_65_74,C16_P_FoodHos_PS_75_84,C16_P_FoodHos_PS_85over,C16_P_FoodHos_PS_Tot,C16_P_MixFld_pr_15_19,C16_P_MixFld_pr_20_24,C16_P_MixFld_pr_25_34,C16_P_MixFld_pr_35_44,C16_P_MixFld_pr_45_54,C16_P_MixFld_pr_55_64,C16_P_MixFld_pr_65_74,C16_P_MixFld_pr_75_84,C16_P_MixFld_pr_85over,C16_P_MixFld_pr_Tot,C16_P_FldStu_ID_15_19,C16_P_FldStu_ID_20_24,C16_P_FldStu_ID_25_34,C16_P_FldStu_ID_35_44,C16_P_FldStu_ID_45_54,C16_P_FldStu_ID_55_64,C16_P_FldStu_ID_65_74,C16_P_FldStu_ID_75_84,C16_P_FldStu_ID_85over,C16_P_FldStu_ID_Tot,C16_P_FldStu_NS_15_19,C16_P_FldStu_NS_20_24,C16_P_FldStu_NS_25_34,C16_P_FldStu_NS_35_44,C16_P_FldStu_NS_45_54,C16_P_FldStu_NS_55_64,C16_P_FldStu_NS_65_74,C16_P_FldStu_NS_75_84,C16_P_FldStu_NS_85over,C16_P_FldStu_NS_Tot,C16_P_Tot_15_19,C16_P_Tot_20_24,C16_P_Tot_25_34,C16_P_Tot_35_44,C16_P_Tot_45_54,C16_P_Tot_55_64,C16_P_Tot_65_74,C16_P_Tot_75_84,C16_P_Tot_85over,C16_P_Tot_Tot
LGA10800,4,17,28,21,16,14,4,3,0,94,0,0,0,0,0,0,0,0,0,6,0,0,0,7,3,0,0,4,0,20,39,10,40,44,50,41,60,66,25,369,65,104,373,402,385,315,201,139,33,2022,0,0,9,5,6,3,0,0,0,26,0,0,6,0,0,3,0,0,0,12,14,42,79,74,57,61,39,29,9,398,3,0,24,17,17,14,9,4,3,91,7,13,29,39,47,34,33,12,7,223,5,3,35,21,40,48,25,13,5,192,0,7,44,45,35,42,25,5,3,217,10,18,43,87,53,44,20,7,0,289,0,12,36,40,29,25,15,4,0,162,0,0,8,8,5,7,0,0,0,26,5,15,14,19,18,23,6,0,0,109,0,0,0,0,0,0,6,4,0,8,0,0,5,4,4,5,0,0,0,19,54,35,74,83,98,124,89,98,77,728,93,152,404,451,400,442,271,176,104,2494
LGA10850,4,18,42,38,23,11,8,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,0,0,0,22,49,27,26,59,70,86,83,79,15,495,70,178,417,577,568,492,302,169,26,2798,0,0,0,8,15,5,7,0,0,40,0,0,0,7,7,0,7,0,0,20,6,25,98,95,112,94,56,27,10,519,4,11,28,35,25,34,18,6,0,162,6,17,37,34,55,37,32,15,0,223,4,8,62,79,76,80,48,19,9,379,0,8,28,64,44,79,42,10,6,289,3,20,84,115,102,91,44,21,4,485,3,22,52,52,62,67,27,4,0,287,0,3,13,13,13,4,10,4,0,59,5,24,43,47,27,17,14,7,0,172,3,0,0,0,0,4,7,0,0,15,5,0,3,6,3,8,8,0,0,42,52,41,61,86,106,96,101,73,33,634,80,176,505,636,655,613,417,184,57,3323
LGA10900,67,197,340,337,246,170,100,44,12,1512,9,6,8,5,10,10,0,0,5,41,5,22,59,112,109,105,52,27,8,500,435,264,402,652,802,769,593,550,347,4813,732,1907,5133,7930,8774,8185,4318,2064,782,39834,4,52,114,273,298,322,265,67,13,1421,9,58,137,227,187,164,61,5,3,857,17,159,573,808,1108,1120,928,442,139,5292,16,153,365,434,469,375,270,118,36,2231,23,66,204,246,243,184,90,37,6,1096,28,153,497,795,947,1064,625,281,101,4487,12,94,559,892,1030,1495,944,343,71,5437,68,313,830,1289,1392,1463,1033,327,128,6844,48,222,827,1152,1327,1277,899,265,48,6067,35,178,440,618,519,428,246,76,28,2573,94,202,369,335,299,181,140,47,18,1687,13,10,11,7,8,10,22,11,4,93,0,30,75,127,121,98,77,38,15,582,278,181,394,556,645,739,743,503,279,4309,638,1868,5395,7755,8602,8924,6334,2567,883,42969
LGA10950,4,0,15,15,3,4,0,3,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,13,18,47,44,41,57,35,9,294,34,70,163,214,186,127,105,62,16,971,0,0,4,0,3,0,0,0,0,10,0,0,6,0,0,0,0,0,0,5,0,16,35,30,41,24,15,6,0,173,0,3,14,0,8,4,5,0,0,38,0,5,8,16,25,16,0,10,0,76,0,9,18,15,15,16,15,10,4,93,3,11,29,20,24,17,5,0,0,104,0,9,11,21,30,10,7,0,0,85,0,5,22,13,11,12,3,3,0,72,0,0,3,3,0,0,6,0,0,9,0,4,12,15,10,7,3,0,0,46,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,9,31,28,44,49,52,41,35,39,20,333,35,85,208,178,219,145,102,64,23,1063
LGA11150,0,7,11,9,5,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,49,28,53,88,68,59,44,49,5,439,49,75,242,273,212,159,80,64,9,1163,0,0,3,0,0,0,0,0,0,7,0,0,0,7,3,0,0,0,0,9,0,10,24,16,16,18,10,0,0,95,0,5,7,9,9,6,0,3,0,35,0,5,11,15,10,11,0,0,0,51,0,9,26,15,24,12,10,5,0,98,0,4,40,19,12,13,11,4,0,94,3,19,24,26,23,12,5,4,0,110,0,9,40,20,32,14,6,0,0,118,0,0,4,0,4,4,3,0,0,14,0,3,12,9,5,4,0,0,0,33,0,5,0,0,0,3,0,0,0,3,0,0,6,7,0,0,0,0,0,11,33,42,70,60,93,77,48,40,14,472,41,97,254,194,237,163,95,55,16,1151
LGA11200,0,0,4,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,24,29,40,16,12,9,6,189,32,50,102,108,115,71,22,16,4,531,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,11,9,11,6,6,0,0,45,0,6,3,6,7,3,0,0,0,26,0,5,11,0,10,8,0,0,0,36,0,9,14,12,11,7,0,0,3,56,0,0,20,16,12,15,3,0,0,62,0,0,13,10,15,9,3,0,0,51,0,5,17,8,11,4,6,0,0,51,0,0,0,0,0,0,0,0,0,4,0,3,0,4,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,11,0,0,4,0,6,0,0,0,0,3,21,40,54,28,44,39,11,6,0,241,24,66,147,87,128,92,28,6,4,596
LGA11250,4,52,89,84,70,52,27,8,0,385,0,4,0,0,0,0,0,0,0,12,0,5,3,7,7,10,4,6,0,35,122,115,219,196,282,289,313,425,245,2209,195,498,1090,1162,1435,1186,700,615,283,7156,0,0,10,12,14,14,6,6,0,58,0,4,37,20,24,23,8,0,0,115,11,92,240,218,229,297,182,77,24,1379,4,20,58,45,58,81,54,32,12,357,0,3,20,18,28,31,7,3,0,108,10,62,174,127,174,195,68,32,5,843,0,21,118,109,107,102,54,8,4,526,10,59,185,175,216,169,93,35,10,957,11,33,139,138,154,134,57,8,6,679,0,12,23,16,12,15,18,4,3,101,12,36,93,67,63,53,39,12,6,384,6,0,0,0,0,7,7,4,5,25,0,5,15,10,16,23,0,4,0,73,101,99,238,202,257,248,313,266,235,1969,169,457,1361,1157,1350,1382,896,486,305,7575
LGA11300,12,173,345,124,84,51,26,7,6,825,8,22,6,3,9,4,3,0,0,45,0,23,64,39,38,22,9,5,3,216,188,308,519,297,341,269,263,316,293,2789,274,1816,5024,3068,2780,1832,961,725,452,16929,0,85,179,112,126,97,60,25,15,700,5,98,566,340,154,60,17,0,0,1245,3,179,511,326,374,320,172,117,58,2055,3,47,176,158,140,81,57,39,10,708,0,11,24,19,21,25,9,4,4,123,5,132,514,256,257,219,131,72,33,1623,0,58,216,166,200,195,133,73,33,1077,29,812,2225,1030,813,480,205,69,39,5704,4,211,621,408,382,309,142,50,13,2142,6,141,305,161,114,59,18,20,6,835,10,97,276,166,114,54,42,21,4,783,20,31,18,7,15,9,6,7,0,109,6,31,70,46,40,37,22,13,7,264,123,292,538,310,266,225,198,191,162,2315,221,2233,6236,3494,3009,2181,1218,694,389,19682
LGA11350,24,71,207,242,168,88,32,16,4,859,0,0,0,0,5,5,0,0,3,12,0,12,22,44,52,33,14,4,0,184,195,126,246,335,380,353,223,183,93,2135,288,588,1923,3203,3538,3104,1266,540,221,14668,0,16,69,97,78,96,64,10,9,438,4,3,24,49,46,36,16,0,0,181,4,38,171,248,305,376,287,105,49,1585,0,26,206,202,259,264,132,33,12,1145,5,26,73,130,128,106,49,25,3,546,7,39,269,360,428,505,230,78,33,1964,5,27,157,241,310,504,293,64,20,1618,14,77,344,438,426,415,246,68,20,2044,13,53,288,434,484,496,304,46,15,2140,5,52,280,362,322,233,89,20,5,1372,15,65,201,239,203,135,58,15,6,933,5,4,3,10,6,4,10,0,4,51,0,8,29,61,69,58,34,12,6,279,275,196,524,609,701,807,486,219,152,3970,358,627,2650,3465,3763,4053,2308,704,334,18262
LGA11400,7,30,52,60,46,31,14,4,0,253,0,0,3,0,0,0,0,0,0,6,0,0,0,22,9,14,0,5,3,53,64,28,51,85,100,130,116,126,72,783,139,253,740,1053,1199,934,598,263,103,5279,0,6,10,18,24,24,18,5,0,105,0,0,4,15,17,8,0,0,0,46,6,64,148,169,195,164,139,47,15,948,6,28,64,79,64,60,33,13,0,358,6,13,38,124,119,95,74,32,7,512,9,19,104,127,163,162,88,37,10,717,5,8,65,98,108,103,81,22,3,486,6,32,134,185,229,151,110,32,5,882,15,22,100,109,136,90,59,12,0,537,3,5,24,25,16,16,16,3,0,110,7,28,56,49,55,30,23,7,0,249,0,0,0,0,0,0,0,4,0,9,0,0,4,13,9,13,4,4,0,51,107,46,109,134,184,147,172,114,51,1062,170,277,867,1144,1315,1072,817,332,104,6089
LGA11450,46,173,285,328,175,121,46,16,3,1193,0,0,3,4,3,4,4,0,0,26,3,16,49,74,40,33,11,3,0,233,372,190,366,491,451,403,359,287,123,3050,631,1812,5128,5961,4409,3079,1415,704,255,23394,0,55,152,153,119,86,43,20,10,638,10,66,261,300,117,42,15,0,0,825,36,275,1271,1279,1239,1001,619,253,67,6038,35,235,676,671,413,248,149,60,13,2504,22,55,169,129,106,52,27,15,4,588,35,170,729,682,562,381,195,62,19,2832,14,133,906,890,572,492,234,75,13,3334,74,470,1782,1905,1458,895,425,114,29,7151,68,377,1174,1042,674,379,171,29,10,3929,27,160,325,206,99,72,28,8,9,930,56,199,547,412,303,163,96,27,3,1810,13,6,4,11,11,7,9,7,3,66,3,21,66,108,74,49,27,7,3,359,331,282,685,676,564,411,442,344,328,4060,719,2510,8760,8465,6301,4278,2490,1029,515,35064
LGA11500,126,399,817,567,379,304,108,39,7,2742,16,6,5,20,22,15,7,3,0,104,18,48,145,170,161,116,38,14,10,712,1300,884,1559,1607,1758,1633,1097,808,470,11107,2089,5142,12571,11214,11071,8777,3694,1574,640,56770,5,154,402,348,319,224,115,38,11,1611,34,206,897,895,341,189,46,8,0,2624,59,541,1788,1864,2167,2354,1380,511,109,10774,79,358,730,631,493,479,324,128,28,3246,13,69,211,199,153,114,50,11,4,828,69,473,1340,1141,958,847,417,106,36,5394,18,273,965,759,753,780,425,130,30,4128,152,1102,3727,3273,2482,2003,974,199,50,13961,118,790,2090,1818,1390,987,375,73,15,7659,45,275,592,281,207,150,95,29,6,1685,120,389,1030,701,479,328,193,55,12,3306,17,19,14,35,20,36,44,21,7,222,13,71,186,213,206,151,88,17,9,948,893,872,1674,1542,1390,1360,1203,716,463,10106,1629,5597,15662,13704,11369,9997,5727,2039,775,66495
LGA11520,28,207,470,396,257,153,68,38,8,1617,0,21,7,5,10,8,0,9,0,54,6,32,113,122,95,54,30,11,3,465,352,498,1196,948,778,590,557,550,294,5765,502,2775,11089,9864,7386,5122,2630,1496,623,41481,0,101,399,343,347,244,139,47,14,1636,6,125,994,824,363,146,34,5,3,2505,16,226,1220,1021,1006,906,617,294,140,5455,11,133,471,474,416,279,194,111,29,2115,0,26,90,94,63,50,30,9,4,364,8,188,1138,804,709,605,363,185,72,4068,5,116,587,601,570,682,448,163,49,3219,47,1027,4994,3569,2576,1594,891,257,116,15066,23,357,1431,1361,983,818,454,119,32,5593,17,272,788,604,344,193,64,40,15,2345,35,157,563,378,327,167,126,32,18,1797,11,23,22,9,19,24,19,13,9,138,5,41,138,171,139,97,47,23,10,658,268,445,1285,925,737,640,545,374,310,5529,445,3235,14116,11183,8601,6442,3977,1675,820,50493
LGA11570,171,825,2012,1412,859,492,238,114,34,6148,26,37,37,51,52,50,21,22,8,300,15,103,400,410,293,155,82,56,20,1529,2375,2127,4374,4237,4072,3358,2792,2817,1618,27764,3505,10787,31734,27818,22293,14404,8035,5663,2512,126762,12,386,1041,896,847,535,246,81,17,4061,46,470,2465,2246,1018,405,71,9,0,6722,88,878,3364,3681,4041,3455,2131,1308,486,19433,100,621,1751,1689,1404,836,564,368,108,7426,10,75,272,263,249,179,74,35,10,1171,66,897,2976,2027,1613,1226,551,298,102,9762,48,709,2295,1916,1714,1459,780,294,94,9307,244,2640,10776,8097,5579,3289,1490,498,231,32842,171,1478,4217,3803,2844,1951,783,216,72,15529,58,681,1509,1075,700,361,174,69,21,4642,169,567,2169,1782,1141,596,354,113,53,6938,45,57,113,72,89,93,68,57,28,623,27,141,424,506,418,271,139,71,31,2037,1623,1909,4340,3541,3375,2726,2222,1839,1279,22854,2708,11516,37711,31584,25034,17370,9648,5260,2531,143366
LGA11600,4,9,8,7,3,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,15,9,20,24,36,18,24,21,9,174,24,63,162,185,193,116,64,30,9,849,0,0,7,5,3,3,3,0,0,17,0,0,3,4,0,0,0,0,0,8,0,12,28,29,38,35,8,6,6,154,0,5,13,0,3,5,11,0,0,42,4,16,39,27,35,22,13,3,0,156,0,5,28,19,14,15,5,0,0,88,0,3,16,19,14,24,6,0,0,80,7,6,19,29,28,19,11,4,3,115,0,12,23,6,18,13,4,0,0,71,0,0,4,0,0,4,0,0,0,4,0,3,12,9,4,3,5,0,0,38,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,0,0,14,25,18,50,47,45,43,24,25,16,290,44,80,239,192,209,190,82,39,23,1091
LGA11650,262,822,1814,1850,1300,952,541,249,74,7865,12,12,22,25,23,27,13,17,7,157,21,53,154,264,231,200,124,72,42,1164,2128,1194,2113,2914,3263,3079,3706,4240,2663,25300,3599,8108,21350,26325,26543,21724,14808,9932,4349,136733,8,156,446,582,509,469,342,150,48,2710,58,186,678,802,657,369,160,33,4,2945,113,764,2867,3374,4483,4621,4000,2285,842,23343,107,653,2090,2264,2246,1829,1321,739,219,11474,45,252,632,677,611,448,224,111,35,3034,147,676,2742,2988,3299,3168,1715,777,271,15790,32,381,2083,2211,2135,2752,1785,763,211,12348,286,1470,4497,5867,5589,4747,3557,1349,500,27863,276,1219,3285,3548,3422,2682,1507,463,145,16554,118,503,1083,1056,752,609,373,182,53,4735,280,879,2072,1844,1578,1054,863,323,111,9003,35,27,29,26,42,45,76,110,32,413,18,81,191,304,353,282,195,90,57,1573,1609,1289,2383,2703,3141,3117,3499,3401,2617,23759,3127,8525,25081,28247,28815,26192,19631,10773,5142,155543
LGA11700,0,0,3,0,0,3,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,9,23,33,32,36,29,22,7,3,194,16,46,124,115,118,118,55,19,0,613,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,3,3,3,4,10,11,19,11,0,0,57,0,3,3,7,4,4,4,0,0,21,0,5,9,12,9,7,3,0,0,47,0,0,3,7,9,18,3,0,0,42,0,4,23,3,14,14,3,0,0,58,0,0,4,15,4,8,6,0,0,37,0,0,18,7,14,5,0,0,0,49,0,0,0,0,0,4,3,0,0,9,4,0,3,4,0,4,6,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,29,93,61,70,48,36,20,0,401,43,44,165,129,136,132,85,23,0,758
LGA11720,37,195,434,305,173,121,51,24,8,1352,3,0,0,6,5,0,0,0,0,15,5,7,31,44,32,26,13,3,0,165,403,266,588,644,648,679,517,506,202,4450,628,1510,3721,3808,3705,3333,1731,953,307,19690,0,6,64,70,44,76,38,9,0,307,3,20,71,55,61,36,17,0,0,263,21,334,925,947,1021,951,626,246,59,5136,12,76,234,223,212,232,168,57,17,1230,3,34,107,129,88,86,33,13,4,508,30,103,383,376,447,515,264,98,18,2232,3,43,268,238,223,264,155,60,17,1266,66,293,838,758,636,486,301,62,24,3467,37,166,407,381,345,306,153,28,8,1838,7,37,77,77,55,64,48,15,0,385,48,208,498,365,239,163,86,31,6,1653,5,8,8,6,8,9,11,7,5,70,0,12,24,32,43,30,19,14,0,185,376,409,918,746,733,715,735,479,263,5368,604,1749,4832,4408,4158,3931,2662,1121,421,23895
LGA11730,42,119,221,268,218,165,90,23,3,1148,5,9,0,0,0,4,0,6,0,20,3,9,18,25,50,38,23,10,3,179,323,196,351,493,539,538,613,626,268,3956,552,979,2363,3324,4146,4132,2572,1473,459,20002,0,8,31,54,54,65,54,23,4,298,9,22,53,40,45,47,20,5,0,240,19,166,398,445,636,791,744,337,112,3657,8,65,171,229,273,399,292,129,28,1600,9,41,97,155,163,119,82,34,8,691,12,84,266,327,419,621,354,156,54,2291,10,35,204,265,309,565,305,119,19,1835,47,160,433,559,661,753,504,179,81,3363,26,117,315,490,550,521,249,69,19,2362,3,31,83,101,70,110,72,13,5,494,50,123,256,258,210,183,151,51,16,1290,7,0,4,5,0,8,19,21,7,77,0,8,12,48,56,50,43,15,10,248,428,235,483,575,681,838,838,650,322,5055,625,1089,2813,3547,4146,5069,3721,1812,689,23510
LGA11750,5,14,28,18,16,8,4,0,0,84,0,0,0,0,0,0,0,0,0,6,0,0,0,4,4,0,0,0,0,6,39,28,75,60,56,61,56,43,7,419,58,154,403,359,332,210,114,68,14,1698,0,0,17,5,10,4,4,0,0,30,0,0,4,0,7,0,0,0,0,12,0,48,133,101,74,78,21,11,0,465,0,5,7,18,12,8,4,7,0,56,6,3,15,25,13,12,3,6,0,83,3,6,31,38,29,30,9,5,5,151,0,9,50,28,23,15,0,5,0,134,7,11,73,47,38,28,10,0,0,216,0,9,36,33,25,11,4,0,0,119,0,0,7,9,0,4,0,0,0,17,0,5,24,14,14,10,8,0,0,76,0,0,0,0,0,0,0,0,0,5,0,0,5,3,5,7,0,0,0,20,43,45,84,85,102,86,62,36,10,553,58,146,483,397,348,293,121,73,20,1936
LGA11800,56,213,465,378,304,236,119,46,14,1836,9,6,3,5,5,9,3,3,4,45,0,10,31,61,52,60,25,20,8,266,459,259,460,568,685,713,717,827,600,5289,788,1615,4280,5510,6319,5809,3268,1937,919,30444,0,28,92,113,112,129,106,32,11,618,11,56,122,110,76,83,44,8,0,517,44,209,603,626,879,971,874,428,149,4773,19,111,357,381,465,523,326,168,43,2391,13,63,210,241,239,174,80,39,11,1066,30,159,613,717,806,866,431,191,56,3859,7,86,437,511,566,811,568,206,44,3231,76,315,898,1148,1200,1146,694,251,68,5809,42,206,646,716,798,826,418,111,25,3785,15,58,182,182,160,144,96,32,12,880,79,185,457,383,360,283,181,59,32,2018,4,13,14,3,15,9,11,13,11,88,0,13,46,69,75,74,66,24,13,386,404,331,672,654,825,930,844,831,640,6125,737,1837,5353,5852,6565,6966,4735,2383,1121,35554
LGA12000,0,9,11,14,7,15,4,0,0,71,0,0,0,0,0,0,3,0,0,4,0,0,0,4,4,4,0,0,0,11,30,19,10,33,62,34,59,50,25,331,53,80,192,294,317,251,155,87,44,1477,0,0,3,8,6,4,9,0,0,23,0,0,3,0,0,0,5,0,0,13,0,26,42,42,56,56,23,14,0,262,0,15,12,16,12,7,9,3,0,76,4,11,12,31,34,30,22,10,0,152,0,14,32,24,32,25,26,14,0,160,0,6,22,33,42,32,26,8,0,172,3,11,33,37,56,36,22,7,0,205,0,11,31,30,29,35,15,7,0,163,0,4,8,7,5,4,0,0,0,29,0,11,23,16,13,12,6,0,0,89,0,0,0,0,0,0,0,0,0,3,0,3,4,7,11,0,5,5,0,29,35,17,43,63,71,74,92,74,44,506,54,130,259,320,365,320,248,134,49,1885
LGA12150,3,11,13,5,4,0,3,6,0,41,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,4,0,0,0,15,48,25,31,44,46,62,74,56,16,396,71,84,218,234,269,188,135,87,23,1310,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11,28,21,30,24,18,10,4,139,0,0,21,12,15,6,3,3,0,62,4,16,30,19,30,29,8,3,0,128,0,6,30,17,32,21,10,0,4,115,0,8,28,25,27,23,8,0,4,118,0,12,35,31,47,23,15,3,0,174,4,11,25,18,24,16,6,0,0,110,0,5,3,0,0,5,0,0,0,10,0,9,16,16,9,12,4,0,0,61,0,0,0,0,0,3,0,0,0,0,0,0,0,10,6,0,0,0,0,16,59,25,81,85,109,101,116,61,29,651,72,103,292,238,321,259,198,88,34,1604
LGA12160,6,30,50,42,38,34,15,3,0,223,0,0,0,0,0,0,3,0,0,4,0,0,4,5,12,3,4,0,0,37,79,34,66,85,113,143,174,178,79,951,130,224,546,738,850,773,542,300,108,4207,0,0,3,14,6,5,13,0,0,46,0,4,6,7,6,13,8,0,0,41,4,37,95,117,152,148,123,52,22,750,4,15,30,37,43,30,19,21,6,214,4,21,40,47,73,55,37,30,6,306,8,30,67,75,94,112,71,35,6,499,8,10,46,85,65,109,70,28,7,427,5,26,103,126,137,135,85,40,12,676,8,26,79,65,88,52,38,15,0,383,0,0,14,13,13,12,12,3,4,75,12,25,51,37,45,39,26,8,3,256,0,5,3,0,0,6,3,5,5,20,0,0,11,10,8,14,9,4,4,57,66,49,87,117,122,161,181,168,65,1017,119,251,636,762,849,903,687,416,140,4752
LGA12350,8,25,41,48,38,25,18,8,4,220,0,0,0,0,0,0,0,0,0,5,0,3,4,7,5,8,0,0,3,31,102,53,108,136,139,168,213,172,57,1138,159,229,587,808,874,934,618,354,120,4681,0,3,4,15,9,10,11,9,0,54,3,7,6,10,12,0,5,3,0,47,6,45,110,122,155,166,142,59,18,815,0,11,36,48,59,73,57,22,9,317,3,23,44,66,63,65,50,34,9,348,10,26,56,63,90,100,79,27,19,474,0,14,61,59,87,136,76,28,9,468,9,45,103,131,153,122,85,31,4,683,10,32,73,85,106,88,54,11,3,468,0,7,14,16,13,11,13,0,5,86,8,32,50,54,46,39,31,7,0,263,0,0,0,0,3,0,3,3,0,11,0,3,8,9,8,8,4,6,0,54,107,80,122,128,169,191,175,163,61,1202,167,324,689,805,976,1015,779,395,142,5290
