LGA_CODE_2021,C11_Neg_Ni_inc_R1_74,C11_Neg_Ni_inc_R75_99,C11_Neg_Ni_inc_R100_149,C11_Neg_Ni_inc_R150_199,C11_Neg_Ni_inc_R200_224,C11_Neg_Ni_inc_R225_274,C11_Neg_Ni_inc_R275_349,C11_Neg_Ni_inc_R350_449,C11_Neg_Ni_inc_R450_549,C11_Neg_Ni_inc_R550_649,C11_Neg_Ni_inc_R650more,C11_Neg_Ni_inc_R_NS,C11_Neg_Ni_inc_R_Tot,C11_1_149_R1_74,C11_1_149_R75_99,C11_1_149_R100_149,C11_1_149_R150_199,C11_1_149_R200_224,C11_1_149_R225_274,C11_1_149_R275_349,C11_1_149_R350_449,C11_1_149_R450_549,C11_1_149_R550_649,C11_1_149_R650more,C11_1_149_R_NS,C11_1_149_R_Tot,C11_150_299_R1_74,C11_150_299_R75_99,C11_150_299_R100_149,C11_150_299_R150_199,C11_150_299_R200_224,C11_150_299_R225_274,C11_150_299_R275_349,C11_150_299_R350_449,C11_150_299_R450_549,C11_150_299_R550_649,C11_150_299_R650more,C11_150_299_R_NS,C11_150_299_R_Tot,C11_300_399_R1_74,C11_300_399_R75_99,C11_300_399_R100_149,C11_300_399_R150_199,C11_300_399_R200_224,C11_300_399_R225_274,C11_300_399_R275_349,C11_300_399_R350_449,C11_300_399_R450_549,C11_300_399_R550_649,C11_300_399_R650more,C11_300_399_R_NS,C11_300_399_R_Tot,C11_400_499_R1_74,C11_400_499_R75_99,C11_400_499_R100_149,C11_400_499_R150_199,C11_400_499_R200_224,C11_400_499_R225_274,C11_400_499_R275_349,C11_400_499_R350_449,C11_400_499_R450_549,C11_400_499_R550_649,C11_400_499_R650more,C11_400_499_R_NS,C11_400_499_R_Tot,C11_500_649_R1_74,C11_500_649_R75_99,C11_500_649_R100_149,C11_500_649_R150_199,C11_500_649_R200_224,C11_500_649_R225_274,C11_500_649_R275_349,C11_500_649_R350_449,C11_500_649_R450_549,C11_500_649_R550_649,C11_500_649_R650more,C11_500_649_R_NS,C11_500_649_R_Tot,C11_650_799_R1_74,C11_650_799_R75_99,C11_650_799_R100_149,C11_650_799_R150_199,C11_650_799_R200_224,C11_650_799_R225_274,C11_650_799_R275_349,C11_650_799_R350_449,C11_650_799_R450_549,C11_650_799_R550_649,C11_650_799_R650more,C11_650_799_R_NS,C11_650_799_R_Tot,C11_800_999_R1_74,C11_800_999_R75_99,C11_800_999_R100_149,C11_800_999_R150_199,C11_800_999_R200_224,C11_800_999_R225_274,C11_800_999_R275_349,C11_800_999_R350_449,C11_800_999_R450_549,C11_800_999_R550_649,C11_800_999_R650more,C11_800_999_R_NS,C11_800_999_R_Tot,C11_1000_1249_R1_74,C11_1000_1249_R75_99,C11_1000_1249_R100_149,C11_1000_1249_R150_199,C11_1000_1249_R200_224,C11_1000_1249_R225_274,C11_1000_1249_R275_349,C11_1000_1249_R350_449,C11_1000_1249_R450_549,C11_1000_1249_R550_649,C11_1000_1249_R650more,C11_1000_1249_R_NS,C11_1000_1249_R_Tot,C11_1250_1499_R1_74,C11_1250_1499_R75_99,C11_1250_1499_R100_149,C11_1250_1499_R150_199,C11_1250_1499_R200_224,C11_1250_1499_R225_274,C11_1250_1499_R275_349,C11_1250_1499_R350_449,C11_1250_1499_R450_549,C11_1250_1499_R550_649,C11_1250_1499_R650more,C11_1250_1499_R_NS,C11_1250_1499_R_Tot,C11_1500_1999_R1_74,C11_1500_1999_R75_99,C11_1500_1999_R100_149,C11_1500_1999_R150_199,C11_1500_1999_R200_224,C11_1500_1999_R225_274,C11_1500_1999_R275_349,C11_1500_1999_R350_449,C11_1500_1999_R450_549,C11_1500_1999_R550_649,C11_1500_1999_R650more,C11_1500_1999_R_NS,C11_1500_1999_R_Tot,C11_2000_2499_R1_74,C11_2000_2499_R75_99,C11_2000_2499_R100_149,C11_2000_2499_R150_199,C11_2000_2499_R200_224,C11_2000_2499_R225_274,C11_2000_2499_R275_349,C11_2000_2499_R350_449,C11_2000_2499_R450_549,C11_2000_2499_R550_649,C11_2000_2499_R650more,C11_2000_2499_R_NS,C11_2000_2499_R_Tot,C11_2500_2999_R1_74,C11_2500_2999_R75_99,C11_2500_2999_R100_149,C11_2500_2999_R150_199,C11_2500_2999_R200_224,C11_2500_2999_R225_274,C11_2500_2999_R275_349,C11_2500_2999_R350_449,C11_2500_2999_R450_549,C11_2500_2999_R550_649,C11_2500_2999_R650more,C11_2500_2999_R_NS,C11_2500_2999_R_Tot,C11_3000_3999_R1_74,C11_3000_3999_R75_99,C11_3000_3999_R100_149,C11_3000_3999_R150_199,C11_3000_3999_R200_224,C11_3000_3999_R225_274,C11_3000_3999_R275_349,C11_3000_3999_R350_449,C11_3000_3999_R450_549,C11_3000_3999_R550_649,C11_3000_3999_R650more,C11_3000_3999_R_NS,C11_3000_3999_R_Tot,C11_4000more_R1_74,C11_4000more_R75_99,C11_4000more_R100_149,C11_4000more_R150_199,C11_4000more_R200_224,C11_4000more_R225_274,C11_4000more_R275_349,C11_4000more_R350_449,C11_4000more_R450_549,C11_4000more_R550_649,C11_4000more_R650more,C11_4000more_R_NS,C11_4000more_R_Tot,C11_PI_S_R1_74,C11_PI_S_R75_99,C11_PI_S_R100_149,C11_PI_S_R150_199,C11_PI_S_R200_224
LGA55180,0,0,3,0,0,0,0,0,0,0,0,4,9,3,4,6,0,0,0,0,0,0,0,0,4,19,7,12,21,9,0,3,0,0,0,0,0,0,57,7,30,26,18,7,5,3,0,0,0,0,0,102,0,8,28,38,7,9,7,0,0,0,0,6,105,0,3,15,15,0,6,0,0,0,0,0,4,49,3,10,26,31,11,13,9,0,0,0,0,3,107,4,0,23,25,8,9,5,0,0,0,3,3,87,0,7,19,15,13,10,6,0,0,0,0,0,81,0,3,12,16,6,5,0,0,0,0,0,7,46,0,4,22,17,8,6,8,4,0,0,0,6,66,0,7,9,3,4,3,11,0,0,0,0,4,34,0,0,6,3,3,5,0,0,0,0,0,0,15,0,0,0,0,9,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,13,7
LGA55250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,6,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,0,0,0,0,0,0,0,0,0,5,4,0,5,3,0,0,0,0,0,0,0,4,9,0,3,7,3,0,0,0,0,0,0,0,0,12,0,3,4,0,0,0,0,0,0,0,0,0,10,8,0,7,5,0,0,0,0,0,0,0,3,32,3,4,0,0,0,0,0,0,0,0,0,0,12,8,3,3,0,0,0,0,0,0,0,0,4,15,4,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55320,0,0,3,24,0,7,27,36,22,13,15,22,165,3,13,9,12,0,0,15,14,3,0,3,5,92,42,71,36,25,14,23,27,23,12,3,4,13,286,85,117,65,39,18,13,41,31,10,0,5,12,436,17,36,60,34,23,40,98,83,15,0,4,21,438,3,9,55,21,10,10,35,26,8,5,9,10,204,11,12,41,47,32,44,137,137,24,5,11,15,527,0,8,30,38,40,55,150,156,47,12,12,13,570,5,0,21,35,25,57,170,214,40,11,12,11,595,5,4,15,19,24,50,141,206,52,21,15,21,557,4,5,9,16,25,47,200,359,131,32,37,11,873,4,0,3,13,7,35,136,255,90,31,33,3,624,0,4,3,14,16,17,84,255,201,79,149,18,831,0,0,0,3,3,13,50,156,138,61,68,8,497,0,0,0,3,5,4,20,56,55,30,81,4,262,4,5,28,31,22
LGA55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
LGA55460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,13,12,14,3,0,0,0,0,0,0,0,0,36,0,7,8,7,0,3,0,0,0,0,0,0,24,0,0,8,6,0,0,0,0,0,0,0,0,22,0,5,11,9,0,0,0,0,0,0,0,3,34,3,0,11,4,7,0,0,0,0,0,0,3,29,4,5,14,4,3,7,4,4,0,0,0,0,42,7,0,6,4,0,3,0,5,0,0,0,0,24,5,0,8,7,6,5,7,5,0,0,0,8,37,5,0,7,4,3,0,4,4,0,0,0,0,22,3,4,3,0,0,0,0,0,0,0,0,6,24,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0
LGA55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,3,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0
LGA55600,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5,0,0,0,0,0,0,0,0,0,11,5,6,8,4,0,0,0,0,0,0,0,4,25,4,3,3,3,0,0,0,0,0,0,0,0,19,0,0,4,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,5,0,0,0,0,0,0,12,0,0,5,4,0,5,0,0,0,0,0,0,15,0,0,4,5,0,0,0,0,0,0,0,0,20,0,0,0,10,0,0,0,0,0,0,0,0,15,3,0,5,9,6,0,0,0,0,0,0,0,24,0,0,8,4,0,0,0,3,0,0,0,0,13,0,0,3,11,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,10,0
LGA55670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,3,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55740,5,0,0,0,6,7,5,3,0,0,0,0,22,6,8,0,0,0,0,4,3,3,0,0,0,27,12,19,16,12,0,10,6,3,0,0,0,0,81,16,26,14,14,13,8,7,4,0,0,3,4,108,0,10,12,11,17,19,14,11,6,0,0,5,98,4,0,7,0,0,8,3,0,0,0,0,0,22,0,0,3,9,15,26,24,3,3,0,4,3,98,0,0,11,9,10,13,18,3,5,3,0,7,79,0,0,0,0,8,17,20,26,7,3,3,0,94,5,0,4,5,6,19,26,25,3,0,8,0,89,0,0,0,0,9,21,26,31,6,3,6,4,107,0,0,0,7,0,9,18,27,6,0,5,5,79,0,0,0,0,7,4,8,21,21,10,33,0,103,0,0,0,0,3,10,4,16,13,9,21,0,69,0,0,0,0,0,0,0,3,3,9,15,0,39,0,0,4,3,5
LGA55810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,6,6,0,0,6,5,0,0,0,0,0,0,0,0,9,0,0,8,0,5,0,0,4,0,0,0,3,18,0,0,4,0,0,0,0,0,0,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0
LGA55880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
LGA56090,0,0,4,0,0,0,0,0,0,0,0,4,19,0,0,3,0,0,0,4,0,0,0,0,0,11,3,7,10,3,9,5,14,4,0,0,0,4,59,12,28,20,6,9,5,15,9,0,0,0,6,113,0,3,17,16,12,21,26,20,3,0,0,3,113,6,0,16,9,6,10,11,9,0,0,0,0,61,8,0,10,14,11,23,29,20,3,0,0,9,130,0,0,9,8,9,18,34,29,9,0,0,3,116,0,0,5,4,12,8,41,36,7,0,0,3,135,3,0,0,8,4,16,46,43,9,3,6,3,131,0,0,7,13,10,11,45,64,19,4,0,0,172,0,0,6,4,0,12,27,37,13,0,0,4,105,0,0,0,0,4,10,23,26,19,5,7,4,90,0,0,0,0,5,4,7,22,30,7,4,0,69,0,0,0,0,0,0,0,7,11,0,0,0,21,0,0,3,6,6
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56230,0,0,0,3,0,0,3,3,0,0,0,7,15,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,10,11,7,9,7,0,0,0,0,3,50,0,5,24,13,15,12,13,0,0,0,0,9,99,4,4,22,22,19,24,17,5,0,0,0,0,104,0,0,11,12,16,13,6,5,0,0,0,0,61,0,3,7,14,5,14,29,6,0,0,0,3,85,0,0,8,14,11,11,18,6,6,0,0,3,79,3,0,6,0,10,15,22,18,0,0,0,4,80,5,0,4,4,9,10,26,16,0,0,0,5,71,0,0,0,9,5,13,27,17,4,0,0,3,87,0,0,0,0,4,3,21,12,0,0,0,5,53,0,0,0,0,3,4,17,27,0,0,0,0,59,0,0,0,0,0,6,13,9,3,0,0,4,32,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,3,4,8
LGA56300,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,12,0,5,9,4,0,0,0,0,0,0,0,0,13,0,0,9,3,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,3,0,0,0,0,0,0,0,17,0,0,5,4,0,3,0,0,0,0,0,0,13,3,6,0,0,0,0,0,0,0,0,0,3,10,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,5,0,0,0,0,0,0,0,0,0,12,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
LGA56460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,13,5,10,12,12,0,0,0,0,0,0,0,0,49,0,18,11,9,0,3,0,0,0,0,0,0,56,0,7,14,16,7,7,0,0,0,0,0,0,44,0,0,10,17,4,8,0,0,0,0,0,3,39,0,0,11,15,6,5,3,0,0,0,0,3,48,0,0,10,4,5,12,5,0,0,0,0,10,48,0,0,0,14,13,7,3,0,0,0,0,0,44,0,0,3,4,0,3,4,0,0,0,0,0,28,0,4,13,14,7,3,9,4,0,3,0,4,59,0,0,3,6,8,13,4,0,0,0,0,0,32,0,0,10,3,0,0,0,4,0,0,0,0,19,0,5,0,0,0,4,0,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,10,11,5
LGA56580,0,4,4,3,0,0,3,11,5,0,14,3,44,0,4,4,0,0,3,0,3,0,0,0,3,20,10,15,0,4,0,0,0,5,3,0,0,3,50,11,19,11,5,0,0,3,7,0,0,4,8,75,4,4,14,3,3,4,9,9,8,0,0,5,58,0,3,5,3,0,3,3,7,3,0,5,0,34,3,3,6,0,0,8,5,11,7,3,0,0,63,0,0,4,3,3,0,3,24,6,4,9,0,49,0,0,0,0,5,10,13,25,19,3,9,3,94,0,6,3,4,9,3,15,21,17,7,7,5,81,0,0,4,3,9,11,16,28,30,16,29,3,148,0,0,0,6,8,7,3,18,15,11,17,7,96,0,0,0,6,8,7,14,24,37,28,166,7,297,0,0,0,0,7,5,4,15,21,21,79,5,160,0,0,0,4,0,4,0,7,6,10,61,0,102,0,0,9,14,17
LGA56620,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,17,18,0,0,0,0,0,0,0,0,0,0,0,20,17,0,0,0,0,0,0,0,0,0,0,0,17,28,0,0,0,0,0,0,0,0,0,0,0,32,24,0,0,0,0,0,0,0,0,0,0,0,30,29,0,0,0,0,0,0,0,0,0,0,4,29,22,0,0,0,0,0,0,0,0,0,0,6,32,19,0,0,0,0,0,0,0,0,0,0,0,17,11,0,0,0,0,0,0,0,0,0,0,4,18,5,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
LGA56730,0,3,0,0,6,4,4,0,0,0,0,0,15,7,0,0,0,0,0,0,0,0,0,0,0,11,8,28,18,7,4,11,0,0,0,0,0,0,73,11,31,12,11,6,0,0,0,0,0,0,4,83,3,6,13,7,14,11,5,0,0,0,0,4,62,3,0,18,10,3,4,0,0,0,0,0,0,47,4,0,16,17,15,20,12,0,0,0,0,3,85,0,0,14,12,20,15,11,5,7,0,0,3,85,0,4,13,21,10,19,12,6,0,0,0,3,83,0,0,4,17,7,12,11,0,0,0,0,9,55,0,3,16,12,16,18,16,4,0,0,0,3,87,0,0,6,12,3,6,11,0,0,0,0,0,45,0,0,6,3,7,4,12,0,0,0,0,0,42,0,0,3,0,0,7,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,13,17,14
LGA56790,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,6,3,0,6,3,0,3,0,0,0,0,0,0,21,4,8,6,10,3,8,0,0,0,0,0,0,41,0,0,3,14,9,3,3,0,0,0,0,4,28,0,0,6,6,0,0,4,0,0,0,0,0,17,0,0,0,17,5,4,3,0,0,0,0,0,38,0,0,6,9,0,3,0,5,0,0,0,5,25,0,0,3,5,4,8,5,0,0,0,0,0,24,0,0,11,3,5,3,6,0,0,0,0,6,29,0,0,4,3,0,6,5,0,0,0,0,0,20,0,0,7,7,0,3,3,0,0,0,3,0,25,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,3
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56930,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,3,0,8,0,0,3,0,0,0,0,0,0,0,6,0,17,0,0,0,0,0,0,0,0,3,0,10,0,9,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0
LGA57000,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57080,0,3,5,12,6,13,36,58,60,25,23,11,240,11,6,0,6,3,5,15,16,16,4,0,6,83,31,37,22,12,7,15,15,21,14,0,5,4,177,39,74,18,17,9,13,19,17,14,3,3,6,227,6,12,16,20,14,34,26,32,21,10,4,10,201,0,0,18,4,0,14,13,13,8,7,3,4,87,0,5,18,12,7,53,45,39,35,13,6,13,237,0,4,9,13,10,58,65,57,48,15,16,7,300,0,0,8,5,15,41,63,97,71,35,21,8,362,0,0,5,6,9,32,54,110,76,26,19,9,349,0,0,6,6,5,28,68,183,162,73,60,20,614,0,0,0,0,9,8,38,114,104,44,23,10,350,0,0,0,4,3,25,56,186,276,190,277,46,1066,0,0,0,0,6,7,13,70,132,83,56,3,375,0,0,0,0,0,0,3,29,77,60,59,4,238,4,0,0,6,0
LGA57140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,12,3,3,5,6,0,0,0,0,0,0,0,0,20,0,0,3,4,3,0,0,0,0,0,0,0,13,6,0,5,3,0,0,0,0,0,0,0,0,12,0,0,0,3,3,0,0,0,0,0,0,0,7,0,0,4,0,3,0,0,0,0,0,0,0,6,5,0,3,5,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
