LGA_CODE_2021,C11_Budh_0_14,C11_Budh_15_24,C11_Budh_25_34,C11_Budh_35_44,C11_Budh_45_54,C11_Budh_55_64,C11_Budh_65_74,C11_Budh_75_84,C11_Budh_85ov,C11_Budh_Tot,C11_C_Ang_0_14,C11_C_Ang_15_24,C11_C_Ang_25_34,C11_C_Ang_35_44,C11_C_Ang_45_54,C11_C_Ang_55_64,C11_C_Ang_65_74,C11_C_Ang_75_84,C11_C_Ang_85ov,C11_C_Ang_Tot,C11_C_As_Apo_0_14,C11_C_As_Apo_15_24,C11_C_As_Apo_25_34,C11_C_As_Apo_35_44,C11_C_As_Apo_45_54,C11_C_As_Apo_55_64,C11_C_As_Apo_65_74,C11_C_As_Apo_75_84,C11_C_As_Apo_85ov,C11_C_As_Apo_Tot,C11_C_Bap_0_14,C11_C_Bap_15_24,C11_C_Bap_25_34,C11_C_Bap_35_44,C11_C_Bap_45_54,C11_C_Bap_55_64,C11_C_Bap_65_74,C11_C_Bap_75_84,C11_C_Bap_85ov,C11_C_Bap_Tot,C11_C_Breth_0_14,C11_C_Breth_15_24,C11_C_Breth_25_34,C11_C_Breth_35_44,C11_C_Breth_45_54,C11_C_Breth_55_64,C11_C_Breth_65_74,C11_C_Breth_75_84,C11_C_Breth_85ov,C11_C_Breth_Tot,C11_C_Cath_0_14,C11_C_Cath_15_24,C11_C_Cath_25_34,C11_C_Cath_35_44,C11_C_Cath_45_54,C11_C_Cath_55_64,C11_C_Cath_65_74,C11_C_Cath_75_84,C11_C_Cath_85ov,C11_C_Cath_Tot,C11_C_Ch_Chr_0_14,C11_C_Ch_Chr_15_24,C11_C_Ch_Chr_25_34,C11_C_Ch_Chr_35_44,C11_C_Ch_Chr_45_54,C11_C_Ch_Chr_55_64,C11_C_Ch_Chr_65_74,C11_C_Ch_Chr_75_84,C11_C_Ch_Chr_85ov,C11_C_Ch_Chr_Tot,C11_C_E_Orth_0_14,C11_C_E_Orth_15_24,C11_C_E_Orth_25_34,C11_C_E_Orth_35_44,C11_C_E_Orth_45_54,C11_C_E_Orth_55_64,C11_C_E_Orth_65_74,C11_C_E_Orth_75_84,C11_C_E_Orth_85ov,C11_C_E_Orth_Tot,C11_C_Jeh_Wit_0_14,C11_C_Jeh_Wit_15_24,C11_C_Jeh_Wit_25_34,C11_C_Jeh_Wit_35_44,C11_C_Jeh_Wit_45_54,C11_C_Jeh_Wit_55_64,C11_C_Jeh_Wit_65_74,C11_C_Jeh_Wit_75_84,C11_C_Jeh_Wit_85ov,C11_C_Jeh_Wit_Tot,C11_C_La_Da_Sai_0_14,C11_C_La_Da_Sai_15_24,C11_C_La_Da_Sai_25_34,C11_C_La_Da_Sai_35_44,C11_C_La_Da_Sai_45_54,C11_C_La_Da_Sai_55_64,C11_C_La_Da_Sai_65_74,C11_C_La_Da_Sai_75_84,C11_C_La_Da_Sai_85ov,C11_C_La_Da_Sai_Tot,C11_C_Luth_0_14,C11_C_Luth_15_24,C11_C_Luth_25_34,C11_C_Luth_35_44,C11_C_Luth_45_54,C11_C_Luth_55_64,C11_C_Luth_65_74,C11_C_Luth_75_84,C11_C_Luth_85ov,C11_C_Luth_Tot,C11_C_Ori_Orth_0_14,C11_C_Ori_Orth_15_24,C11_C_Ori_Orth_25_34,C11_C_Ori_Orth_35_44,C11_C_Ori_Orth_45_54,C11_C_Ori_Orth_55_64,C11_C_Ori_Orth_65_74,C11_C_Ori_Orth_75_84,C11_C_Ori_Orth_85ov,C11_C_Ori_Orth_Tot,C11_C_Oth_Prot_0_14,C11_C_Oth_Prot_15_24,C11_C_Oth_Prot_25_34,C11_C_Oth_Prot_35_44,C11_C_Oth_Prot_45_54,C11_C_Oth_Prot_55_64,C11_C_Oth_Prot_65_74,C11_C_Oth_Prot_75_84,C11_C_Oth_Prot_85ov,C11_C_Oth_Prot_Tot,C11_C_Pentec_0_14,C11_C_Pentec_15_24,C11_C_Pentec_25_34,C11_C_Pentec_35_44,C11_C_Pentec_45_54,C11_C_Pentec_55_64,C11_C_Pentec_65_74,C11_C_Pentec_75_84,C11_C_Pentec_85ov,C11_C_Pentec_Tot,C11_C_Pres_Ref_0_14,C11_C_Pres_Ref_15_24,C11_C_Pres_Ref_25_34,C11_C_Pres_Ref_35_44,C11_C_Pres_Ref_45_54,C11_C_Pres_Ref_55_64,C11_C_Pres_Ref_65_74,C11_C_Pres_Ref_75_84,C11_C_Pres_Ref_85ov,C11_C_Pres_Ref_Tot,C11_C_Sal_Army_0_14,C11_C_Sal_Army_15_24,C11_C_Sal_Army_25_34,C11_C_Sal_Army_35_44,C11_C_Sal_Army_45_54,C11_C_Sal_Army_55_64,C11_C_Sal_Army_65_74,C11_C_Sal_Army_75_84,C11_C_Sal_Army_85ov,C11_C_Sal_Army_Tot,C11_C_Se_da_Adv_0_14,C11_C_Se_da_Adv_15_24,C11_C_Se_da_Adv_25_34,C11_C_Se_da_Adv_35_44,C11_C_Se_da_Adv_45_54,C11_C_Se_da_Adv_55_64,C11_C_Se_da_Adv_65_74,C11_C_Se_da_Adv_75_84,C11_C_Se_da_Adv_85ov,C11_C_Se_da_Adv_Tot,C11_C_Uni_Ch_0_14,C11_C_Uni_Ch_15_24,C11_C_Uni_Ch_25_34,C11_C_Uni_Ch_35_44,C11_C_Uni_Ch_45_54,C11_C_Uni_Ch_55_64,C11_C_Uni_Ch_65_74,C11_C_Uni_Ch_75_84,C11_C_Uni_Ch_85ov,C11_C_Uni_Ch_Tot,C11_Chr_Ch_nfd_0_14,C11_Chr_Ch_nfd_15_24,C11_Chr_Ch_nfd_25_34,C11_Chr_Ch_nfd_35_44,C11_Chr_Ch_nfd_45_54,C11_Chr_Ch_nfd_55_64,C11_Chr_Ch_nfd_65_74,C11_Chr_Ch_nfd_75_84,C11_Chr_Ch_nfd_85ov,C11_Chr_Ch_nfd_Tot,C11_Chr_Oth_Ch_0_14,C11_Chr_Oth_Ch_15_24,C11_Chr_Oth_Ch_25_34,C11_Chr_Oth_Ch_35_44,C11_Chr_Oth_Ch_45_54,C11_Chr_Oth_Ch_55_64,C11_Chr_Oth_Ch_65_74,C11_Chr_Oth_Ch_75_84,C11_Chr_Oth_Ch_85ov,C11_Chr_Oth_Ch_Tot
LGA10800,0,4,6,0,4,0,0,0,0,14,319,151,130,197,264,240,198,146,59,1707,0,0,0,0,0,0,0,0,0,0,12,3,5,9,4,7,9,0,0,45,0,0,0,0,0,0,0,0,0,0,432,212,174,224,226,178,146,89,20,1695,4,0,0,0,0,3,0,0,0,7,4,0,0,0,5,0,0,0,0,17,0,3,0,0,4,15,4,0,8,31,0,0,0,0,0,0,0,0,0,6,32,9,9,16,11,11,16,8,3,119,0,0,0,0,0,0,0,0,0,0,9,0,0,8,4,0,3,0,0,30,4,0,3,4,5,5,4,4,0,22,56,25,37,65,70,84,60,60,26,486,7,6,0,4,6,10,0,10,0,46,0,0,0,0,0,0,0,0,0,6,70,37,48,47,92,73,42,41,29,484,56,19,25,20,31,26,19,11,3,202,0,0,0,0,0,0,0,0,0,4
LGA10850,0,0,7,6,0,4,3,0,0,27,353,188,163,267,295,259,220,165,45,1944,0,0,0,0,0,0,0,0,0,0,16,25,11,10,27,13,18,6,0,122,0,0,0,0,0,0,0,0,0,0,548,260,191,279,309,271,175,103,17,2160,0,0,0,0,0,0,0,0,0,4,3,3,0,0,4,5,0,0,0,12,3,0,0,0,0,0,6,0,0,9,0,0,4,0,4,0,0,0,0,7,3,0,8,0,0,6,3,0,0,26,0,0,0,0,0,0,0,0,0,0,12,6,0,4,4,0,0,0,0,30,22,19,9,13,6,8,0,0,0,73,35,19,21,44,58,52,50,30,3,309,0,4,0,6,7,0,8,0,0,20,6,0,9,0,7,3,0,5,3,35,81,48,37,61,72,98,77,49,12,532,31,11,16,18,14,13,11,3,0,121,0,0,0,0,0,0,4,3,0,8
LGA10900,165,101,114,242,229,238,68,13,0,1172,2585,1456,1216,2018,2502,2673,1853,1055,538,15896,0,0,0,0,0,0,0,0,0,0,426,310,233,226,329,315,198,82,61,2186,68,32,30,30,17,26,17,11,9,244,3562,2037,1342,2184,2506,2246,1397,766,278,16318,22,16,8,7,18,25,10,11,5,126,116,58,38,98,89,68,71,23,18,576,52,41,21,64,51,51,38,24,7,353,55,27,17,19,26,26,9,3,0,193,43,17,19,49,55,85,81,54,21,425,7,0,0,5,0,3,0,0,0,19,27,25,9,18,25,17,20,7,5,155,171,129,98,101,130,106,23,16,10,777,297,204,183,303,420,516,376,251,94,2650,44,33,19,34,44,42,35,7,4,259,24,11,18,16,22,25,23,15,9,168,457,228,214,332,405,508,377,254,117,2883,576,294,262,294,383,335,146,63,13,2370,12,3,14,16,28,35,32,13,4,161
LGA10950,5,0,3,4,0,0,4,0,0,18,181,85,76,124,117,101,106,52,19,860,0,0,0,0,0,0,0,0,0,0,9,5,3,3,3,0,7,0,0,33,0,0,0,0,0,0,0,0,0,0,292,121,107,141,120,94,110,58,14,1053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,5,4,0,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,10,7,3,0,14,23,18,19,6,3,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,40,33,16,43,35,38,38,22,3,273,7,0,10,0,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0
LGA11150,0,0,3,0,4,0,0,0,0,10,115,49,70,92,96,83,45,39,4,605,0,0,0,0,0,0,0,0,0,0,13,8,14,5,6,3,3,0,0,44,0,0,0,0,0,0,0,0,0,0,328,170,149,165,150,105,69,41,4,1192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,16,8,0,9,11,7,4,0,0,52,16,5,14,12,16,29,23,15,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,6,10,8,9,12,6,12,3,0,0,56,20,11,8,7,8,4,0,0,0,53,0,0,0,0,0,0,0,0,0,0
LGA11200,0,0,0,6,0,0,0,0,0,6,110,63,38,59,102,69,36,26,8,513,0,0,0,0,0,0,0,0,0,0,5,4,4,0,0,0,0,0,0,8,10,11,5,12,7,5,0,0,0,47,111,87,61,65,82,59,25,20,10,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,5,3,6,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,4,11,8,4,0,0,26,8,9,6,5,4,0,0,3,0,31,0,0,0,0,0,0,0,0,0,0
LGA11250,12,5,16,16,18,17,0,0,0,84,268,189,219,291,419,472,284,239,87,2472,0,0,0,0,0,0,0,0,0,0,15,23,13,17,39,43,37,21,17,223,0,0,0,0,0,0,0,0,0,0,705,533,458,552,755,689,501,372,101,4658,7,0,0,3,14,3,8,3,3,46,17,8,3,11,20,0,12,11,9,86,4,0,8,5,4,8,8,5,0,39,18,9,12,5,6,10,5,4,0,64,46,11,19,26,26,29,28,21,4,209,0,0,0,0,0,0,0,0,0,0,4,0,4,0,6,4,5,0,0,25,22,14,3,11,19,13,8,4,0,93,17,6,8,19,27,51,43,35,12,218,20,31,11,19,64,45,25,18,6,240,3,0,7,0,3,11,10,6,6,37,210,167,108,196,366,445,389,327,108,2315,49,35,27,34,44,35,15,4,0,258,0,0,0,0,0,0,3,0,0,5
LGA11300,204,395,499,333,409,252,120,104,29,2350,277,229,213,243,345,284,195,191,138,2116,3,0,0,0,6,0,0,4,0,13,57,54,79,54,62,34,25,15,12,393,0,0,0,0,5,0,0,0,0,11,1732,1278,1157,1340,1269,1093,873,753,309,9785,0,7,12,3,5,5,0,0,0,28,293,182,176,242,230,181,236,180,51,1767,25,8,17,16,12,11,11,9,4,106,0,3,3,3,4,4,0,0,0,21,8,10,12,7,13,10,12,4,13,92,23,30,26,29,25,27,15,9,0,182,18,10,21,13,8,5,3,0,0,83,42,36,51,37,34,19,13,8,0,238,169,130,157,143,140,109,67,46,23,983,11,9,0,7,15,14,8,5,3,68,8,7,6,10,5,0,0,3,0,41,148,102,80,106,112,96,53,49,31,779,75,78,90,68,66,51,19,10,7,460,0,6,7,0,9,0,0,5,0,34
LGA11350,162,77,105,216,241,207,53,8,0,1066,448,301,231,514,714,791,529,355,194,4075,0,0,0,0,0,0,0,0,0,0,18,16,9,22,30,29,16,11,8,152,0,0,0,0,0,0,0,0,0,0,846,510,402,654,866,652,362,255,103,4646,0,0,0,4,0,5,0,4,0,12,29,8,9,22,24,13,16,7,3,130,16,17,8,17,31,24,16,4,3,140,0,0,0,0,0,4,3,0,0,15,9,9,10,9,25,16,14,3,0,94,0,0,0,0,3,0,0,0,0,3,4,9,7,4,4,7,3,0,0,34,38,39,29,8,33,30,13,8,3,198,76,42,35,84,154,189,116,105,40,842,0,3,0,6,0,4,4,0,0,11,8,11,8,10,17,20,11,11,8,105,122,92,61,121,204,213,149,112,59,1139,84,47,67,51,102,110,34,20,7,527,3,0,4,4,10,11,0,6,0,37
LGA11400,11,9,5,9,15,12,8,0,0,59,692,349,336,486,586,603,457,258,90,3855,0,0,0,0,0,0,0,0,0,0,52,30,26,26,43,22,29,15,12,242,19,17,15,10,16,6,5,5,0,88,986,472,306,500,598,464,346,179,46,3890,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,6,0,0,12,3,5,0,5,0,8,11,7,0,37,0,0,0,0,0,0,0,0,0,0,5,3,4,3,10,4,0,0,0,21,21,15,5,9,16,8,8,4,0,86,49,21,23,38,84,96,77,43,14,458,4,0,0,4,4,10,10,0,0,37,6,0,0,11,0,5,3,0,0,25,181,109,95,129,191,205,152,114,46,1227,79,21,32,32,41,30,15,9,7,269,0,0,0,0,0,0,0,0,0,5
LGA11450,108,63,100,87,88,42,9,4,0,512,3399,1901,2020,2705,2190,1854,1097,603,289,16053,8,4,14,0,3,3,0,0,0,41,184,109,116,133,108,104,48,27,37,868,28,32,25,13,14,9,9,3,5,134,5331,2785,2609,3270,2650,1786,970,502,199,20095,16,9,8,10,5,0,0,3,0,53,253,109,136,201,143,92,49,27,9,1011,32,30,21,28,28,30,19,9,8,216,40,19,20,29,17,5,4,0,0,152,7,27,26,40,47,41,16,16,6,227,17,4,15,13,4,3,4,0,0,67,27,29,19,21,25,23,11,11,0,174,223,128,92,153,94,60,31,3,3,791,133,93,113,200,258,248,166,97,48,1343,15,18,8,14,22,19,11,8,0,115,28,12,16,14,14,10,11,0,0,102,337,293,186,263,285,275,173,88,64,1963,312,142,166,158,118,96,32,20,8,1061,17,7,9,6,12,14,11,4,0,90
LGA11500,628,480,521,605,583,394,140,57,21,3430,5073,4231,3871,3870,4757,4877,2408,1130,414,30630,0,6,5,0,6,0,3,0,0,22,534,356,332,337,389,372,211,72,20,2635,62,47,39,36,26,29,20,6,5,263,9146,7055,5881,5527,6494,5726,2714,1273,346,44157,27,17,12,27,29,19,15,11,0,167,565,372,372,486,395,370,220,94,30,2906,125,82,128,111,116,127,76,27,12,809,515,315,204,180,165,107,43,13,4,1539,27,38,49,48,98,118,88,35,17,527,174,124,104,86,128,76,39,22,0,753,170,146,74,93,103,70,22,7,0,690,684,422,321,358,323,220,71,30,8,2436,386,308,312,373,635,713,383,182,50,3339,47,37,49,41,64,72,36,16,0,367,213,168,110,87,122,69,29,15,4,809,615,559,391,408,562,594,322,151,68,3669,894,578,426,438,369,263,102,31,20,3116,73,45,42,52,43,18,19,3,0,303
LGA11520,217,348,602,392,362,277,112,61,15,2404,1023,630,1104,1356,1239,1310,873,573,375,8490,5,0,13,4,9,0,0,0,0,35,81,71,145,103,113,70,43,28,17,668,3,3,0,0,0,0,3,0,0,15,5760,3274,3975,4702,4117,3073,2389,1810,628,29725,3,0,7,5,4,6,3,10,0,33,772,348,422,769,545,303,374,279,45,3855,30,17,39,35,31,20,17,7,0,197,10,3,7,6,3,8,3,9,0,47,19,23,44,38,44,25,20,18,13,245,81,38,65,53,28,37,28,14,4,338,16,9,46,16,18,12,14,10,0,144,74,67,125,68,58,49,21,12,0,475,352,194,346,404,326,319,195,147,78,2352,0,3,7,7,15,8,11,4,6,63,17,4,16,10,10,9,6,3,3,80,255,177,268,269,267,262,166,101,59,1820,147,98,176,140,125,91,57,16,3,848,7,9,4,9,13,6,4,0,0,53
LGA11570,3640,2721,2962,3568,4182,2648,1033,730,219,21701,2858,2287,2308,2907,3599,4220,3194,2755,1568,25706,17,9,5,11,10,13,3,5,0,65,825,533,582,617,684,523,319,206,100,4390,11,8,5,9,13,10,4,13,5,81,16858,11524,10644,11709,11894,9652,6936,5221,1858,86302,41,22,25,34,37,36,13,22,9,243,6420,3519,3924,5726,4076,3612,3996,2401,469,34136,128,106,141,143,137,109,87,49,14,927,199,127,86,83,78,58,12,14,9,669,36,49,55,73,97,100,145,143,77,772,462,335,472,301,293,268,157,70,27,2379,179,152,145,148,157,115,68,59,29,1045,718,493,406,433,406,235,117,51,8,2873,644,528,521,635,854,837,580,467,233,5289,61,52,59,56,82,87,58,77,28,569,131,99,82,90,72,73,40,29,7,625,923,718,546,666,830,730,553,507,263,5733,834,574,634,567,538,365,158,93,48,3816,73,66,67,58,73,60,25,32,13,466
LGA11600,7,0,4,3,0,0,0,0,0,9,115,54,61,78,114,105,57,37,9,637,0,0,0,0,0,0,0,0,0,0,6,0,6,7,7,0,4,0,0,40,0,0,0,0,0,0,0,0,0,0,176,95,99,114,130,92,69,35,12,814,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,11,8,0,3,8,3,0,6,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,9,11,11,23,25,25,13,7,139,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,26,13,40,59,33,41,33,9,298,4,5,4,6,3,13,0,0,0,35,0,0,0,0,0,0,0,0,0,4
LGA11650,433,288,410,567,525,359,120,23,14,2740,13421,8920,7751,11465,12704,12680,10722,7748,3515,88920,4,0,0,0,0,4,0,0,0,5,1154,642,565,713,764,751,625,425,222,5860,43,35,31,17,13,19,6,20,4,193,17109,10777,8082,10622,11661,9758,7778,5064,1824,82668,71,56,27,67,71,70,47,47,19,472,394,211,166,335,297,248,260,161,36,2107,281,144,182,206,191,199,130,81,37,1445,238,118,113,101,83,101,57,31,12,861,116,104,83,144,173,172,221,168,50,1237,21,14,20,12,22,13,12,0,0,115,411,203,180,226,184,137,128,49,25,1537,642,507,377,397,426,409,172,67,29,3015,761,501,538,1165,1619,1834,1657,1318,534,9915,136,103,82,95,151,161,145,98,46,1024,317,174,173,191,227,198,136,75,24,1513,1797,1468,978,1351,1840,1898,1785,1357,623,13087,1848,1058,864,912,1010,734,397,191,76,7091,84,38,45,68,54,70,39,20,9,429
LGA11700,0,0,4,0,0,0,0,0,0,7,52,33,34,49,45,82,57,20,4,373,0,0,0,0,0,0,0,0,0,0,4,0,3,0,5,5,5,0,0,16,0,0,0,0,0,0,0,0,0,0,197,108,104,96,111,79,43,19,0,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,13,7,4,3,3,7,22,22,4,3,73,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,3,19,8,14,18,23,30,15,0,0,125,5,0,3,0,3,0,6,0,0,18,0,0,0,0,0,0,0,0,0,4
LGA11720,34,31,40,44,45,27,13,0,0,237,2875,1836,1810,2176,2161,2325,1400,868,350,15805,0,0,0,0,0,0,0,0,0,0,126,55,73,87,74,90,58,32,20,603,0,0,0,0,0,0,4,0,0,10,2512,1520,1435,1457,1511,1309,819,436,145,11139,0,7,3,0,6,0,8,13,0,41,12,11,8,12,13,14,6,0,0,89,30,22,29,28,31,34,27,11,9,219,52,21,15,22,26,14,10,9,4,172,11,21,12,19,22,24,26,11,13,157,4,0,9,0,3,0,0,0,0,10,29,20,14,22,31,32,12,18,0,178,71,45,26,52,52,49,17,11,0,315,218,115,177,317,370,403,285,192,71,2148,64,45,36,35,47,34,40,19,5,329,48,12,26,32,32,25,23,15,6,221,505,387,332,454,582,640,432,292,131,3750,215,106,92,115,113,97,57,16,8,819,5,3,5,5,7,8,3,3,0,37
LGA11730,41,41,33,47,93,66,18,3,0,345,2125,1378,923,1735,2249,2654,2217,1414,525,15213,0,0,0,0,0,0,0,0,0,0,160,66,67,84,101,135,83,68,15,770,0,0,0,0,0,0,0,0,0,0,1983,1237,827,1236,1687,1665,1339,806,213,10982,4,0,0,5,6,3,3,0,0,24,4,4,6,5,15,12,7,9,0,68,64,46,34,47,60,57,23,13,4,345,10,8,5,10,14,16,16,6,6,75,16,8,10,19,29,44,29,21,8,175,4,0,3,3,0,0,0,0,0,12,4,0,5,4,8,3,0,0,0,36,55,43,24,33,55,54,35,20,4,329,359,288,152,302,579,619,520,339,156,3311,42,29,18,20,32,56,40,28,7,275,26,10,4,15,21,32,17,21,7,147,247,168,124,202,343,456,446,248,106,2340,221,125,76,104,144,162,87,30,7,953,4,0,0,5,5,9,3,0,0,24
LGA11750,3,8,7,6,0,0,0,0,0,22,153,100,122,135,163,147,85,67,14,988,0,0,0,0,0,0,0,0,0,0,24,5,15,12,14,8,5,5,0,91,0,0,0,0,0,0,0,0,0,0,391,236,232,214,261,160,120,65,30,1703,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,3,8,5,3,4,7,0,0,0,0,27,0,0,4,0,0,0,0,0,0,4,3,0,0,5,0,0,0,0,0,6,0,3,5,0,6,0,0,0,0,22,6,6,7,14,31,31,12,8,0,116,0,0,3,0,0,5,0,0,0,8,0,0,0,0,6,0,0,0,0,7,62,30,41,45,58,49,46,13,4,350,14,7,10,7,4,7,0,0,0,52,0,0,3,0,4,5,0,0,0,10
LGA11800,97,78,99,126,146,124,30,16,3,712,2333,1441,1153,1975,2675,2838,2227,1476,614,16731,0,0,0,0,0,0,0,0,0,0,273,121,104,152,144,154,90,57,30,1130,0,0,0,0,0,0,4,8,0,5,3035,1906,1404,1856,2307,2093,1411,863,298,15172,26,9,5,15,16,7,6,0,0,93,35,29,16,20,27,23,15,10,0,184,64,46,59,54,50,67,43,27,10,408,22,12,13,15,15,12,13,5,0,127,37,24,24,44,61,63,68,37,14,367,7,0,0,9,0,0,0,0,0,16,16,14,9,15,29,20,20,7,8,134,335,176,159,163,191,186,60,30,8,1304,249,175,156,330,490,588,495,326,150,2957,29,25,15,32,48,34,37,23,8,244,35,19,23,23,32,47,24,23,8,226,365,261,199,305,485,540,437,276,140,3002,461,293,174,235,257,234,129,44,30,1855,16,17,8,7,10,20,11,9,4,88
LGA12000,0,0,0,3,0,5,0,0,0,8,155,95,60,126,149,143,141,80,32,985,0,0,0,0,0,0,0,0,0,0,14,0,9,5,0,7,0,5,4,44,0,0,0,0,0,0,0,0,0,0,373,181,124,150,198,164,146,91,26,1445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,7,3,3,4,4,7,4,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,0,5,5,0,0,0,0,27,21,5,11,23,24,26,31,19,11,177,5,0,0,0,0,0,4,0,0,12,0,0,0,3,0,0,0,0,0,6,65,36,26,52,72,65,62,49,22,441,23,5,10,10,9,12,8,3,0,75,0,0,0,0,0,0,0,0,0,0
LGA12150,0,4,0,0,3,3,0,0,0,7,343,165,149,212,220,212,149,92,29,1583,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,267,157,124,141,176,166,128,92,25,1276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,8,0,0,0,0,0,8,6,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,17,14,18,21,42,43,26,25,11,227,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,3,18,5,21,21,21,32,10,14,4,163,7,8,0,3,0,10,5,4,0,27,0,0,0,0,0,0,0,0,0,0
LGA12160,4,0,3,8,8,8,0,0,0,34,608,340,293,427,543,679,563,350,140,3942,0,0,0,0,0,0,0,0,0,0,25,17,3,15,20,18,15,8,3,117,0,0,0,0,0,0,0,0,0,0,869,452,313,429,547,434,386,219,70,3713,0,0,0,0,0,0,0,0,0,0,9,5,3,3,6,7,3,0,0,27,3,0,3,5,0,8,0,0,0,20,8,0,0,0,0,0,0,0,0,12,3,0,0,10,6,5,5,7,4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,5,3,4,4,6,0,0,4,0,41,16,15,22,40,56,87,71,36,15,354,4,3,5,8,0,9,6,3,0,40,0,0,0,0,6,0,0,4,0,12,71,49,33,60,90,99,95,53,27,575,45,14,15,24,22,19,10,0,0,147,0,0,0,0,0,0,0,0,0,6
LGA12350,0,0,7,4,9,5,5,0,0,40,543,353,259,432,478,581,521,332,113,3615,0,0,0,0,0,0,0,0,0,0,33,29,14,21,20,22,18,12,3,181,57,24,35,17,8,16,0,3,3,164,793,414,301,435,501,559,412,243,96,3755,0,0,0,0,0,0,0,0,0,0,14,4,10,8,7,8,3,0,0,55,27,12,14,13,19,20,7,4,4,117,13,0,6,3,0,6,4,0,0,29,9,6,6,3,9,9,7,6,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,20,16,8,9,16,16,8,0,0,92,57,41,35,71,95,128,112,93,37,669,14,0,0,4,11,11,3,7,0,55,0,0,0,0,0,4,8,0,0,16,83,45,47,58,72,110,82,50,29,572,39,42,17,24,30,26,21,11,4,203,0,0,0,0,0,0,5,0,0,8
LGA12380,1361,1332,1583,1627,2005,1326,540,349,102,10223,1503,1247,1390,1514,1923,2364,1589,1329,721,13580,23,21,19,17,18,13,8,3,0,130,383,298,324,346,360,265,166,122,42,2309,13,28,10,7,21,3,8,3,0,95,11180,7730,7709,7413,7106,6278,4392,2708,1004,55514,28,10,33,21,22,13,8,11,13,155,1300,806,932,1024,796,670,745,364,107,6745,91,42,71,81,64,53,44,16,3,463,120,67,73,65,44,31,11,10,3,420,22,15,32,33,43,40,51,43,20,304,193,149,181,113,120,96,63,29,10,949,137,98,106,95,93,49,33,19,0,629,405,329,305,307,247,148,53,31,3,1834,349,292,426,392,440,448,331,203,133,3012,41,22,22,33,29,35,30,24,19,255,125,65,76,84,64,44,21,21,8,510,682,552,480,472,520,473,317,213,96,3802,564,496,503,412,347,217,93,36,19,2677,76,44,49,59,47,41,18,7,6,333
