LGA_CODE_2021,C21_Chr_Ch_nfd_0_14,C21_Chr_Ch_nfd_15_24,C21_Chr_Ch_nfd_25_34,C21_Chr_Ch_nfd_35_44,C21_Chr_Ch_nfd_45_54,C21_Chr_Ch_nfd_55_64,C21_Chr_Ch_nfd_65_74,C21_Chr_Ch_nfd_75_84,C21_Chr_Ch_nfd_85ov,C21_Chr_Ch_nfd_Tot,C21_Chr_Oth_Ch_0_14,C21_Chr_Oth_Ch_15_24,C21_Chr_Oth_Ch_25_34,C21_Chr_Oth_Ch_35_44,C21_Chr_Oth_Ch_45_54,C21_Chr_Oth_Ch_55_64,C21_Chr_Oth_Ch_65_74,C21_Chr_Oth_Ch_75_84,C21_Chr_Oth_Ch_85ov,C21_Chr_Oth_Ch_Tot,C21_Christ_Tot_0_14,C21_Christ_Tot_15_24,C21_Christ_Tot_25_34,C21_Christ_Tot_35_44,C21_Christ_Tot_45_54,C21_Christ_Tot_55_64,C21_Christ_Tot_65_74,C21_Christ_Tot_75_84,C21_Christ_Tot_85ov,C21_Christ_Tot_Tot,C21_Hinduism_0_14,C21_Hinduism_15_24,C21_Hinduism_25_34,C21_Hinduism_35_44,C21_Hinduism_45_54,C21_Hinduism_55_64,C21_Hinduism_65_74,C21_Hinduism_75_84,C21_Hinduism_85ov,C21_Hinduism_Tot,C21_Islam_0_14,C21_Islam_15_24,C21_Islam_25_34,C21_Islam_35_44,C21_Islam_45_54,C21_Islam_55_64,C21_Islam_65_74,C21_Islam_75_84,C21_Islam_85ov,C21_Islam_Tot,C21_Judaism_0_14,C21_Judaism_15_24,C21_Judaism_25_34,C21_Judaism_35_44,C21_Judaism_45_54,C21_Judaism_55_64,C21_Judaism_65_74,C21_Judaism_75_84,C21_Judaism_85ov,C21_Judaism_Tot,C21_OR_AusAborTrad_0_14,C21_OR_AusAborTrad15_24,C21_OR_AusAborTrad25_34,C21_OR_AusAborTrad35_44,C21_OR_AusAborTrad45_54,C21_OR_AusAborTrad55_64,C21_OR_AusAborTrad65_74,C21_OR_AusAborTrad75_84,C21_OR_AusAborTrad85ov,C21_OR_AusAborTrade_Tot,C21_OR_Sikhism_0_14,C21_OR_Sikhism_15_24,C21_OR_Sikhism_25_34,C21_OR_Sikhism_35_44,C21_OR_Sikhism_45_54,C21_OR_Sikhism_55_64,C21_OR_Sikhism_65_74,C21_OR_Sikhism_75_84,C21_OR_Sikhism_85ov,C21_OR_Sikhism_Tot,C21_OR_Ot_Re_Gr_0_14,C21_OR_Ot_Re_Gr_15_24,C21_OR_Ot_Re_Gr_25_34,C21_OR_Ot_Re_Gr_35_44,C21_OR_Ot_Re_Gr_45_54,C21_OR_Ot_Re_Gr_55_64,C21_OR_Ot_Re_Gr_65_74,C21_OR_Ot_Re_Gr_75_84,C21_OR_Ot_Re_Gr_85ov,C21_OR_Ot_Re_Gr_Tot,C21_Oth_Rel_Tot_0_14,C21_Oth_Rel_Tot_15_24,C21_Oth_Rel_Tot_25_34,C21_Oth_Rel_Tot_35_44,C21_Oth_Rel_Tot_45_54,C21_Oth_Rel_Tot_55_64,C21_Oth_Rel_Tot_65_74,C21_Oth_Rel_Tot_75_84,C21_Oth_Rel_Tot_85ov,C21_Oth_Rel_Tot_Tot,C21_SBOSB_No_RA_0_14,C21_SBOSB_No_RA_15_24,C21_SBOSB_No_RA_25_34,C21_SBOSB_No_RA_35_44,C21_SBOSB_No_RA_45_54,C21_SBOSB_No_RA_55_64,C21_SBOSB_No_RA_65_74,C21_SBOSB_No_RA_75_84,C21_SBOSB_No_RA_85ov,C21_SBOSB_No_RA_Tot,C21_Rel_aff_ns_0_14,C21_Rel_aff_ns_15_24,C21_Rel_aff_ns_25_34,C21_Rel_aff_ns_35_44,C21_Rel_aff_ns_45_54,C21_Rel_aff_ns_55_64,C21_Rel_aff_ns_65_74,C21_Rel_aff_ns_75_84,C21_Rel_aff_ns_85ov,C21_Rel_aff_ns_Tot,C21_Tot_0_14,C21_Tot_15_24,C21_Tot_25_34,C21_Tot_35_44,C21_Tot_45_54,C21_Tot_55_64,C21_Tot_65_74,C21_Tot_75_84,C21_Tot_85ov,C21_Tot_Tot
LGA24780,301,137,147,170,169,115,95,58,17,1203,17,8,18,3,6,6,8,3,0,73,3355,2181,2124,2347,3166,3822,3692,2351,1095,24136,73,24,125,88,38,10,4,6,0,375,238,167,225,185,151,114,56,33,8,1171,0,0,0,0,0,8,3,3,0,17,9,0,0,5,4,0,0,0,0,16,101,38,111,96,27,11,7,7,0,394,0,10,39,23,16,18,5,3,0,113,107,48,144,122,40,31,13,7,0,521,5672,3315,3991,3065,2891,2607,1780,750,232,24316,1009,590,712,681,616,667,543,344,193,5351,10544,6455,7619,6720,7076,7383,6137,3505,1526,56972
LGA24850,239,99,102,162,123,107,84,44,8,954,0,0,0,0,9,3,0,0,0,16,3653,2179,2092,2414,3079,3220,2769,1518,516,21443,189,37,157,179,42,21,13,6,0,632,252,106,138,129,92,55,12,11,5,801,0,3,0,3,5,0,4,0,0,16,0,0,0,0,0,0,0,0,0,4,331,61,325,284,12,26,17,0,3,1059,52,52,51,49,38,16,8,0,0,275,389,111,378,336,56,38,24,5,3,1340,5000,2935,3704,2865,2555,2097,1308,467,142,21067,780,486,489,498,476,445,334,176,66,3752,10327,5890,7015,6535,6369,5923,4491,2186,730,49460
LGA24900,68,44,51,35,46,65,53,36,6,399,0,0,0,0,3,0,0,0,0,6,1931,1200,1029,1262,1898,2546,2975,1983,772,15596,18,6,22,22,5,10,5,0,0,91,57,24,50,50,23,10,3,0,0,216,0,0,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,4,37,7,48,32,4,8,3,0,0,144,3,6,16,4,5,3,10,4,0,60,38,19,66,39,10,16,9,0,0,204,2519,1437,1531,1316,1382,1474,1218,480,160,11513,458,235,269,281,302,325,348,260,120,2595,5053,2947,3055,3039,3661,4402,4581,2735,1050,30522
LGA24970,769,640,685,775,645,561,418,238,86,4821,7,14,4,9,21,28,17,32,13,134,9534,8660,6934,7646,10666,9559,8705,8580,4516,74803,2815,2109,3121,3096,1382,838,578,224,70,14241,1183,876,1094,992,505,307,177,70,20,5230,109,82,76,119,80,65,118,63,23,735,0,0,0,0,0,0,0,0,0,0,369,287,386,361,133,63,71,18,3,1690,136,150,158,196,112,122,85,40,7,997,500,432,546,556,239,189,153,53,10,2688,12167,11648,12819,9697,7721,6468,4617,2121,914,68167,1577,1656,2110,1432,1134,911,762,732,533,10840,29584,27264,29254,25886,23735,19929,16273,12266,6204,190397
LGA25060,348,250,367,376,330,251,181,94,37,2237,7,3,3,6,5,8,0,3,0,33,10302,7081,6341,7785,9914,8779,7144,5428,2644,65413,485,437,856,647,183,91,75,29,6,2805,1064,574,784,743,493,283,161,72,18,4189,14,10,22,32,17,10,8,5,0,120,3,0,0,0,0,0,0,0,0,7,67,26,75,96,20,19,14,3,0,319,25,26,85,56,43,32,21,14,3,309,95,64,157,150,67,51,34,17,3,637,6364,5104,8647,6645,4931,3785,2650,885,346,39356,960,655,1191,932,813,690,477,349,179,6245,19574,14211,18488,17538,16887,14095,10867,6913,3274,121851
LGA25150,162,73,82,129,103,100,67,20,3,737,0,0,0,0,3,0,0,0,0,14,2631,1604,1436,1903,2309,2518,2318,1293,468,16490,118,21,65,137,19,16,13,3,0,388,86,14,50,41,17,9,4,0,0,233,0,0,0,0,6,4,0,4,0,21,0,0,0,0,0,0,0,0,0,0,136,43,193,116,7,10,7,0,0,517,3,14,11,15,21,20,7,4,0,99,137,54,208,139,28,32,16,4,0,620,4126,2108,2679,2536,2315,1712,1245,429,113,17264,460,246,293,320,338,313,276,133,43,2407,7585,4071,4763,5124,5068,4642,3898,1861,628,37632
LGA25250,334,251,436,423,333,279,181,99,39,2374,5,0,14,13,9,9,12,0,0,63,7846,6061,7378,7774,9308,8446,6302,5943,3859,62912,846,1317,2424,1137,236,122,71,30,9,6191,4895,2368,3245,2830,1546,985,582,255,44,16748,42,38,108,70,17,26,21,11,0,331,6,5,0,0,3,0,0,0,0,20,79,37,178,112,18,7,10,4,0,456,44,61,205,137,69,48,29,11,5,612,126,104,386,253,94,58,39,15,4,1081,10954,8216,20448,14164,7957,4924,2756,810,349,70579,1509,1130,2387,1606,1123,821,570,450,400,9992,26507,19639,37163,28624,20756,15806,10596,7581,4682,171357
LGA25340,416,243,217,328,378,433,451,234,66,2766,3,7,5,9,16,18,21,23,6,104,7905,5598,3641,5618,9239,11308,13383,10460,4092,71247,50,35,78,67,53,40,30,6,4,368,67,24,44,47,48,44,22,7,0,304,38,16,22,40,36,62,84,43,16,359,0,0,4,0,0,0,0,0,0,15,18,13,36,20,4,0,4,4,0,99,30,35,60,58,71,58,51,16,0,383,48,47,93,76,81,65,60,20,0,492,17442,10312,9472,10488,11332,9913,8717,4013,1197,82891,1864,1133,1072,1290,1603,1589,1689,1227,703,12175,27514,17256,14555,17834,22616,23203,24115,15833,6029,168948
LGA25430,57,17,25,35,45,60,75,23,5,342,0,0,0,0,3,0,4,0,0,15,427,319,258,337,667,1027,1290,845,325,5504,13,0,3,10,7,5,8,0,0,48,3,0,10,4,3,0,4,0,0,31,9,5,3,4,4,4,6,6,0,45,0,0,0,0,0,0,3,0,0,9,3,4,3,5,0,0,0,0,0,18,7,10,14,22,31,20,26,5,0,130,13,6,18,26,32,25,30,5,0,154,2138,1034,1070,1507,1743,1872,1660,708,185,11917,257,181,354,340,315,297,301,177,132,2350,2853,1550,1730,2258,2808,3292,3353,1755,644,20253
LGA25490,58,32,26,34,37,47,37,19,4,296,0,0,0,3,0,0,0,0,0,3,1323,731,576,813,1116,1467,1491,755,289,8564,0,3,0,5,4,0,0,4,0,15,5,3,0,8,0,0,0,0,0,15,0,0,0,0,0,3,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,3,0,18,12,3,0,0,44,0,4,9,0,18,12,3,0,0,49,1725,874,971,917,948,910,673,200,45,7248,245,152,159,125,189,200,202,100,45,1419,3298,1770,1729,1879,2273,2606,2377,1062,381,17374
LGA25620,45,21,7,32,59,62,47,18,8,295,4,0,0,0,5,0,3,0,0,12,547,359,298,426,739,1157,1223,716,223,5696,0,0,3,4,5,5,0,0,0,21,3,6,10,3,0,0,0,0,0,30,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,8,3,0,7,0,0,0,28,8,4,8,10,15,15,0,0,0,60,10,12,17,20,11,21,8,0,0,95,1358,832,830,927,1126,1185,922,350,80,7612,266,150,120,172,241,271,239,132,35,1623,2202,1375,1291,1579,2145,2650,2410,1204,346,15197
LGA25710,217,158,101,178,199,220,144,61,19,1300,3,3,6,0,0,8,10,0,0,35,3933,3241,1825,2602,4408,4846,3622,1788,560,26822,85,23,47,106,34,21,29,0,4,352,125,54,52,109,60,41,22,20,0,479,13,11,4,11,13,10,7,6,0,78,0,0,0,0,0,0,0,0,0,0,17,9,7,23,13,3,5,0,0,72,11,16,21,33,25,33,33,5,5,174,30,16,26,55,35,38,32,3,5,248,6904,4692,3339,4319,4790,3859,2494,904,228,31528,511,304,229,348,398,387,357,166,83,2784,11669,8400,5573,7660,9874,9297,6646,2909,880,62895
LGA25810,42,10,21,20,18,28,27,18,4,186,0,0,4,0,3,0,0,5,0,11,562,323,357,376,618,978,1061,673,230,5179,4,0,18,10,0,0,0,0,0,49,9,6,7,12,3,3,0,0,0,42,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,9,5,9,0,0,0,0,0,30,0,5,13,14,4,3,3,0,0,43,7,8,20,18,4,7,3,0,0,73,1051,689,770,588,674,699,542,211,57,5282,162,83,140,113,142,197,197,139,92,1263,1800,1120,1348,1117,1458,1891,1804,1022,384,11948
LGA25900,169,103,365,315,214,144,140,60,21,1524,0,0,7,9,8,13,0,8,3,54,3259,2201,5416,5114,5253,4639,3364,2307,764,32321,283,249,780,544,122,74,45,13,0,2103,217,160,363,283,145,86,65,42,0,1365,606,339,541,435,348,294,459,243,156,3408,4,0,0,0,0,0,0,0,0,5,12,15,57,28,5,0,10,0,0,134,22,38,76,97,68,42,25,11,0,383,38,52,134,122,76,53,34,13,0,518,6331,5030,13488,9814,7260,5263,3308,1191,277,51957,794,711,1988,1533,1220,956,626,431,255,8520,11625,8838,23118,18287,14681,11604,8050,4268,1468,101942
LGA25990,6,10,11,16,7,11,15,8,0,80,9,0,0,0,0,6,0,4,0,19,299,216,161,228,383,605,721,372,135,3116,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,8,4,0,0,31,7,0,0,7,12,8,4,0,0,37,678,366,371,366,528,471,405,153,36,3373,139,98,101,166,194,140,161,72,27,1095,1125,683,645,778,1123,1228,1302,602,195,7671
LGA26080,4,5,0,0,3,4,18,8,3,42,0,0,0,0,0,0,0,0,0,0,100,115,33,64,136,269,388,308,124,1542,3,0,8,7,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,91,105,133,151,244,335,147,27,1401,31,15,12,21,19,49,71,51,17,286,310,217,153,226,311,574,798,512,175,3276
LGA26170,96,56,51,85,55,105,100,39,16,598,0,0,0,0,0,4,5,4,0,17,1168,806,625,903,1422,2202,2513,1587,604,11828,13,3,10,8,6,4,3,0,0,57,0,0,0,3,0,0,0,4,0,7,0,0,3,5,9,7,11,5,0,28,0,0,0,0,0,0,0,0,0,0,5,0,8,3,5,0,0,0,0,22,3,4,13,16,25,30,9,0,0,102,10,4,19,22,29,30,14,0,0,128,3467,1773,1741,1863,2097,2153,1840,625,155,15716,457,215,213,288,323,410,406,220,92,2641,5135,2815,2628,3123,3917,4840,4817,2454,857,30577
LGA26260,80,23,42,41,39,45,41,13,0,323,12,0,0,0,0,6,4,0,0,29,1051,653,531,703,1029,1440,1537,1010,445,8394,16,0,16,12,0,0,4,0,0,56,14,0,3,8,0,0,0,0,0,31,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,11,0,4,4,0,11,0,0,0,0,23,5,4,5,9,11,6,0,0,0,35,1491,920,958,815,802,774,611,219,73,6657,242,134,135,134,154,170,183,124,67,1336,2819,1721,1660,1700,2006,2398,2342,1349,585,16588
LGA26350,152,130,326,241,158,133,139,69,39,1390,0,5,4,6,3,6,3,3,3,40,4583,4069,5693,4673,5785,5181,4362,3616,1689,39642,340,302,952,588,118,101,75,21,3,2499,188,146,349,248,121,84,50,51,9,1248,580,469,527,435,470,484,824,490,256,4523,0,0,0,0,0,0,0,0,0,0,25,35,73,39,12,6,4,4,0,194,17,33,76,66,35,31,17,6,3,287,40,67,154,102,49,34,25,15,3,487,5415,6742,13921,7473,4967,3897,2881,1349,431,47068,754,769,1610,1047,763,629,564,457,320,6904,12012,12798,23743,15042,12626,10682,8975,6073,2749,104703
LGA26430,31,18,9,23,16,27,36,14,3,183,0,0,0,0,0,0,3,0,0,11,517,355,260,431,591,986,1178,694,295,5296,6,4,6,4,3,0,0,0,0,29,6,5,6,7,4,3,0,0,0,32,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,4,3,0,0,34,0,0,3,8,8,8,3,0,0,37,913,453,532,540,539,685,677,252,73,4667,172,101,90,128,167,239,209,119,65,1284,1625,925,911,1137,1337,1947,2090,1068,433,11455
LGA26490,135,58,53,102,95,87,83,34,10,649,0,0,0,4,0,5,5,0,0,15,2253,1188,834,1594,2040,2255,2395,1340,464,14358,9,4,10,17,11,7,6,3,0,61,17,4,7,10,8,4,3,0,0,57,4,0,4,4,9,7,10,6,0,55,0,0,0,0,0,0,0,0,0,4,8,6,11,9,0,0,0,0,0,34,10,0,11,14,15,10,9,0,0,73,21,9,19,22,15,10,9,0,0,106,4640,2189,2493,3313,2710,2283,1813,595,155,20190,464,240,255,367,349,322,370,151,117,2631,7430,3651,3662,5371,5178,4936,4628,2099,738,37694
LGA26610,124,82,99,98,72,48,36,18,4,584,0,0,0,0,0,0,0,0,0,0,1466,826,965,1070,1095,1618,1424,976,437,9877,27,15,56,30,13,0,0,0,0,142,106,65,192,151,74,33,9,0,0,635,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,5,54,11,67,42,12,4,0,0,0,192,5,3,13,10,6,0,0,5,0,37,60,15,78,52,16,11,4,5,0,232,1843,1091,1300,932,812,843,575,215,79,7706,409,222,310,247,221,268,194,116,79,2067,4004,2293,3074,2672,2335,2852,2250,1321,597,21403
LGA26670,10,15,5,9,17,19,26,13,5,119,0,0,0,0,0,0,0,0,0,7,290,186,147,237,395,614,620,372,164,3023,0,0,0,0,0,0,0,0,0,11,8,0,4,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,9,10,6,3,5,5,0,3,0,0,26,5,6,9,5,5,5,3,0,0,34,567,239,278,308,275,381,276,96,4,2432,91,57,47,66,84,98,121,63,50,676,965,491,484,625,772,1116,1031,533,217,6223
LGA26700,116,47,66,82,77,94,80,38,14,608,5,0,0,0,5,0,0,0,0,11,1951,1184,921,1336,1929,2316,2356,1708,692,14408,34,25,58,56,7,10,0,0,0,187,19,5,19,7,6,7,0,0,0,72,0,0,0,3,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,10,4,19,11,0,6,0,0,0,57,5,9,12,19,18,15,0,0,0,79,22,16,32,31,18,19,0,0,0,133,2807,1610,1698,1586,1585,1479,1187,435,147,12524,360,205,261,235,256,283,292,221,109,2214,5205,3069,3051,3303,3859,4135,3858,2379,952,29808
LGA26730,179,83,93,108,115,96,59,46,20,798,6,5,0,7,3,0,0,0,0,15,2340,1523,1371,1656,2203,2590,2582,1730,765,16759,30,11,50,46,12,7,7,0,0,163,21,17,24,18,19,9,4,0,0,118,3,6,4,5,4,3,0,3,0,30,0,0,0,0,0,3,0,0,0,6,8,5,26,7,0,3,0,0,0,50,0,11,12,17,7,7,5,0,0,64,15,11,42,23,7,11,5,0,0,116,3270,2087,2635,2058,1869,1685,1215,441,166,15422,455,273,292,353,286,259,252,178,135,2485,6179,3945,4509,4233,4444,4592,4080,2362,1065,35406
LGA26810,185,79,82,133,88,138,133,44,12,901,0,0,5,0,4,3,3,0,0,13,2266,1449,1278,1764,2367,3421,3720,2119,717,19104,36,13,46,45,15,14,10,0,3,181,43,5,29,31,19,7,9,5,0,143,3,4,3,4,0,0,4,0,0,18,0,0,0,0,0,0,0,0,0,0,22,7,28,23,0,0,4,0,0,85,11,15,25,28,31,20,16,0,0,149,34,19,49,54,34,24,18,5,0,236,4712,2720,2913,2511,2524,2580,2065,711,171,20904,658,461,799,746,550,568,575,262,144,4770,7756,4695,5166,5206,5565,6671,6433,3105,1038,45639
LGA26890,17,4,12,6,3,24,11,6,0,89,0,0,0,0,0,0,0,0,0,0,231,109,130,165,245,400,395,228,118,2022,7,0,0,3,0,0,0,0,0,11,6,0,0,4,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,10,0,0,6,0,0,5,0,0,0,7,359,159,200,172,191,218,156,48,13,1509,76,32,23,48,68,74,63,36,13,432,674,301,358,393,513,693,621,319,141,4006
LGA26980,868,604,691,793,788,540,471,270,101,5132,9,14,11,18,23,15,14,22,8,136,8962,7380,5199,6900,9846,8649,7715,7049,3604,65308,1315,938,1507,1524,529,309,247,94,31,6499,594,392,571,570,288,145,97,36,10,2702,30,17,24,42,44,25,46,32,13,261,3,0,0,0,0,0,0,0,0,11,210,158,257,250,60,51,61,16,3,1073,81,87,142,133,96,98,82,39,20,772,291,243,402,390,160,149,142,59,21,1853,13749,11428,12592,11003,9383,7432,5398,2358,1009,74354,1214,1289,1568,1164,1036,894,733,638,640,9180,26949,22723,23627,23300,22674,18721,15256,10629,5471,169346
LGA27070,1959,1186,1306,1486,1360,1013,830,373,112,9616,7,6,5,6,5,16,5,3,0,55,18914,12009,12336,14766,15413,13828,11778,6862,2401,108305,3676,1486,3422,3859,875,544,361,94,19,14332,6415,3074,3453,3464,2173,1283,624,204,52,20731,3,11,15,16,14,9,8,6,6,82,5,3,0,6,0,0,0,0,0,24,2332,918,2292,2123,338,256,191,41,16,8508,99,87,159,164,89,83,55,17,7,755,2437,1009,2452,2285,433,339,241,59,25,9283,13245,7560,10715,9346,6358,4561,2776,943,262,55773,2807,1629,2241,1957,1446,1130,851,686,507,13250,48706,27570,35876,37234,27849,22630,17191,9006,3332,229396
LGA27170,257,161,114,147,145,102,107,42,6,1088,0,0,0,0,0,4,0,0,4,9,3129,2017,1659,2189,2700,3012,2877,1676,622,19886,134,51,102,125,54,21,18,7,0,500,51,11,34,42,9,10,3,5,0,161,0,3,0,3,0,0,3,3,0,23,4,0,0,5,0,0,0,0,0,8,52,12,69,36,13,0,3,0,0,178,14,13,17,24,25,12,4,0,0,111,64,23,86,61,41,16,7,0,0,304,4681,2901,3515,2571,2040,1652,1273,463,139,19235,569,352,387,384,290,288,288,175,84,2813,8682,5372,5849,5438,5198,5034,4491,2334,846,43253
LGA27260,2873,1468,1534,1809,1344,809,427,132,41,10427,38,30,24,36,28,23,9,6,0,196,21998,12739,12705,15650,14806,12126,8369,4171,1249,103831,12831,2720,9082,13797,2272,881,717,146,20,42465,10787,3504,4855,5842,2384,987,427,131,20,28941,26,17,11,23,21,9,6,9,6,115,0,0,0,0,0,0,0,0,0,3,4778,1926,5892,4030,466,349,356,49,8,17856,282,122,276,357,132,73,54,15,5,1314,5060,2047,6170,4388,600,423,410,61,14,19172,16626,9457,12586,11547,8068,5534,3190,1011,281,68297,5410,2710,4241,3892,2075,1270,869,423,238,21124,74129,34051,51014,57085,31385,22013,14415,6061,1852,292011
LGA27350,98,102,268,190,124,130,104,67,12,1089,0,4,7,9,0,9,8,4,0,44,2233,1908,4694,3298,3171,3130,2394,1665,802,23298,60,83,297,158,42,20,14,9,0,684,688,234,456,357,214,114,75,35,8,2188,66,57,245,113,57,39,56,32,3,665,0,0,4,0,0,0,0,0,0,5,3,5,26,6,3,3,0,0,0,54,21,43,95,65,44,28,21,6,8,330,31,46,129,69,45,32,20,12,8,392,5564,5891,18967,9722,5458,3967,2839,1091,250,53747,665,659,1676,1013,736,626,412,203,107,6103,9530,9149,26917,15204,10219,8427,6200,3199,1268,90114
LGA27450,1209,632,589,827,783,802,576,279,79,5779,53,26,41,39,50,52,35,33,12,337,8555,5676,4976,6222,8105,9431,8794,5474,1814,59044,204,59,121,229,95,52,18,8,3,789,90,48,77,93,46,31,20,8,3,418,29,17,26,40,31,36,26,3,4,209,8,0,5,0,3,0,0,0,0,16,65,26,64,57,30,18,4,0,0,274,60,57,102,102,154,132,69,31,3,709,130,89,166,160,182,151,75,32,3,994,18348,11113,12466,12092,11523,9151,6297,2453,621,84077,1522,1015,1100,1167,1238,1197,981,543,213,8975,29033,18154,19122,20374,21524,20271,16358,8550,2677,156068
LGA27630,22,12,11,12,13,26,3,8,0,106,0,0,0,0,0,0,0,0,0,0,389,219,200,246,387,668,651,434,213,3414,7,0,11,13,0,3,3,0,0,34,10,3,3,0,3,3,0,0,0,31,0,4,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,9,5,0,5,0,11,4,0,0,0,22,3,4,4,3,11,4,0,0,0,32,525,302,314,258,265,362,258,97,29,2414,85,61,48,56,71,82,82,81,55,603,1020,589,589,580,740,1127,1001,616,297,6556
LGA29399,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,15,23,24,32,31,19,17,0,5,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,132,138,51,47,44,23,9,5,494,21,70,90,29,25,8,20,10,0,278,85,229,258,121,105,77,56,16,3,955
LGA29499,25,32,41,34,34,26,14,5,0,212,5,0,0,0,3,4,0,0,0,11,165,181,240,287,291,318,227,65,15,1797,14,11,22,28,4,5,0,0,0,78,63,38,46,19,26,8,8,0,0,211,6,0,9,6,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,4,5,4,5,3,0,0,0,0,0,15,0,8,10,15,8,0,0,4,0,48,7,8,14,20,12,9,3,4,0,68,398,487,710,459,377,295,165,47,5,2937,477,404,736,896,667,424,203,35,15,3854,1143,1131,1819,1736,1393,1074,613,152,29,9089
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9,3,9,0,0,0,27,0,0,6,16,3,14,4,0,0,38
LGA30250,22,12,15,0,6,3,0,0,0,62,0,0,0,0,0,0,0,0,0,5,176,112,109,89,88,76,26,4,0,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,70,61,40,52,22,14,0,0,341,14,10,24,13,13,5,3,0,0,81,265,195,192,142,156,105,44,5,0,1101
LGA30300,41,13,21,21,26,7,12,4,0,144,0,0,0,0,0,0,0,0,0,0,430,244,252,296,433,424,343,168,52,2637,0,0,0,6,3,0,0,0,0,10,0,0,3,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,3,345,210,213,119,99,114,62,22,6,1188,92,63,78,50,55,62,26,23,12,459,865,520,551,468,598,604,435,214,74,4320
LGA30370,90,40,49,52,49,47,13,14,0,347,0,0,0,0,0,0,0,0,0,3,1433,753,762,1035,1145,1228,885,591,192,8030,16,4,26,8,3,0,3,0,0,63,18,0,16,9,4,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,0,0,0,0,12,0,4,9,6,7,0,0,0,0,28,4,4,8,10,6,0,5,0,0,39,1184,601,754,580,401,377,201,80,18,4190,386,256,259,270,254,267,182,127,51,2046,3061,1623,1846,1941,1825,1880,1276,802,266,14513
LGA30410,6,4,5,0,10,0,3,0,0,37,0,0,0,0,0,0,0,0,0,0,249,127,158,166,263,279,223,151,48,1668,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,227,112,140,110,84,68,40,22,5,818,67,32,33,44,50,50,29,31,8,348,542,273,332,325,397,405,295,214,60,2849
