LGA_CODE_2021,C16_2500_2999_R650more,C16_2500_2999_R_NS,C16_2500_2999_R_Tot,C16_3000_3999_R1_74,C16_3000_3999_R75_99,C16_3000_3999_R100_149,C16_3000_3999_R150_199,C16_3000_3999_R200_224,C16_3000_3999_R225_274,C16_3000_3999_R275_349,C16_3000_3999_R350_449,C16_3000_3999_R450_549,C16_3000_3999_R550_649,C16_3000_3999_R650more,C16_3000_3999_R_NS,C16_3000_3999_R_Tot,C16_4000more_R1_74,C16_4000more_R75_99,C16_4000more_R100_149,C16_4000more_R150_199,C16_4000more_R200_224,C16_4000more_R225_274,C16_4000more_R275_349,C16_4000more_R350_449,C16_4000more_R450_549,C16_4000more_R550_649,C16_4000more_R650more,C16_4000more_R_NS,C16_4000more_R_Tot,C16_PI_S_R1_74,C16_PI_S_R75_99,C16_PI_S_R100_149,C16_PI_S_R150_199,C16_PI_S_R200_224,C16_PI_S_R225_274,C16_PI_S_R275_349,C16_PI_S_R350_449,C16_PI_S_R450_549,C16_PI_S_R550_649,C16_PI_S_R650more,C16_PI_S_R_NS,C16_PI_S_R_Tot,C16_AI_NS_R1_74,C16_AI_NS_R75_99,C16_AI_NS_R100_149,C16_AI_NS_R150_199,C16_AI_NS_R200_224,C16_AI_NS_R225_274,C16_AI_NS_R275_349,C16_AI_NS_R350_449,C16_AI_NS_R450_549,C16_AI_NS_R550_649,C16_AI_NS_R650more,C16_AI_NS_R_NS,C16_AI_NS_R_Tot,C16_Tot_R1_74,C16_Tot_R75_99,C16_Tot_R100_149,C16_Tot_R150_199,C16_Tot_R200_224,C16_Tot_R225_274,C16_Tot_R275_349,C16_Tot_R350_449,C16_Tot_R450_549,C16_Tot_R550_649,C16_Tot_R650more,C16_Tot_R_NS,C16_Tot_R_Tot,C21_Neg_Ni_inc_R1_74,C21_Neg_Ni_inc_R75_99,C21_Neg_Ni_inc_R100_149,C21_Neg_Ni_inc_R150_199,C21_Neg_Ni_inc_R200_224,C21_Neg_Ni_inc_R225_274,C21_Neg_Ni_inc_R275_349,C21_Neg_Ni_inc_R350_449,C21_Neg_Ni_inc_R450_549,C21_Neg_Ni_inc_R550_649,C21_Neg_Ni_inc_R650more,C21_Neg_Ni_inc_R_NS,C21_Neg_Ni_inc_R_Tot,C21_1_149_R1_74,C21_1_149_R75_99,C21_1_149_R100_149,C21_1_149_R150_149,C21_1_149_R200_224,C21_1_149_R225_274,C21_1_149_R275_349,C21_1_149_R350_449,C21_1_149_R450_549,C21_1_149_R550_649,C21_1_149_R650more,C21_1_149_R_NS,C21_1_149_R_Tot,C21_150_299_R1_74,C21_150_299_R75_99,C21_150_299_R100_149,C21_150_299_R150_199,C21_150_299_R150_224,C21_150_299_R225_274,C21_150_299_R275_349,C21_150_299_R350_449,C21_150_299_R450_549,C21_150_299_R550_649,C21_150_299_R650more,C21_150_299_R_NS,C21_150_299_R_Tot,C21_300_399_R1_74,C21_300_399_R75_99,C21_300_399_R100_149,C21_300_399_R150_199,C21_300_399_R200_224,C21_300_399_R225_274,C21_300_399_R275_349,C21_300_399_R350_449,C21_300_399_R450_549,C21_300_399_R550_649,C21_300_399_R650more,C21_300_399_R_NS,C21_300_399_R_Tot,C21_400_499_R1_74,C21_400_499_R75_99,C21_400_499_R100_149,C21_400_499_R150_199,C21_400_499_R200_224,C21_400_499_R225_274,C21_400_499_R275_349,C21_400_499_R350_449,C21_400_499_R450_549,C21_400_499_R550_649,C21_400_499_R650more,C21_400_499_R_NS,C21_400_499_R_Tot,C21_500_649_R1_74,C21_500_649_R75_99,C21_500_649_R100_149,C21_500_649_R150_199,C21_500_649_R200_224,C21_500_649_R225_274,C21_500_649_R275_349,C21_500_649_R350_449,C21_500_649_R450_549,C21_500_649_R550_649,C21_500_649_R650more,C21_500_649_R_NS,C21_500_649_R_Tot,C21_650_799_R1_74,C21_650_799_R75_99,C21_650_799_R100_149,C21_650_799_R150_199,C21_650_799_R200_224,C21_650_799_R225_274,C21_650_799_R275_349,C21_650_799_R350_449,C21_650_799_R450_549,C21_650_799_R550_649,C21_650_799_R650more,C21_650_799_R_NS,C21_650_799_R_Tot,C21_800_999_R1_74,C21_800_999_R75_99,C21_800_999_R100_149,C21_800_999_R150_199,C21_800_999_R200_224,C21_800_999_R225_274,C21_800_999_R275_349,C21_800_999_R350_449,C21_800_999_R450_549,C21_800_999_R550_649,C21_800_999_R650more,C21_800_999_R_NS,C21_800_999_R_Tot,C21_1000_1249_R1_74,C21_1000_1249_R75_99,C21_1000_1249_R100_149,C21_1000_1249_R150_199,C21_1000_1249_R200_224,C21_1000_1249_R225_274,C21_1000_1249_R275_349,C21_1000_1249_R350_449,C21_1000_1249_R450_549,C21_1000_1249_R550_649,C21_1000_1249_R650more,C21_1000_1249_R_NS,C21_1000_1249_R_Tot,C21_1250_1499_R1_74,C21_1250_1499_R75_99,C21_1250_1499_R100_149,C21_1250_1499_R150_199,C21_1250_1499_R200_224,C21_1250_1499_R225_274,C21_1250_1499_R275_349,C21_1250_1499_R350_449,C21_1250_1499_R450_549,C21_1250_1499_R550_649,C21_1250_1499_R650more,C21_1250_1499_R_NS,C21_1250_1499_R_Tot,C21_1500_1999_R1_74,C21_1500_1999_R75_99
LGA56090,7,0,79,0,0,0,6,0,3,9,15,30,10,3,0,73,0,0,0,3,0,0,0,5,12,13,4,4,43,0,0,6,7,4,0,19,46,36,18,3,9,138,0,0,5,0,0,0,3,5,0,0,0,10,40,15,8,101,95,47,89,245,476,249,80,34,59,1490,0,0,0,0,0,0,4,9,3,0,0,7,18,0,0,0,0,0,0,3,0,0,0,0,3,13,3,3,4,4,3,0,9,4,3,0,0,7,36,0,0,16,5,0,5,5,3,0,3,3,0,58,5,4,26,6,14,14,10,8,0,0,0,7,103,0,0,4,13,9,13,29,25,8,0,0,4,102,5,0,8,3,3,5,29,25,4,0,0,11,98,0,0,7,4,0,13,34,33,4,0,0,0,102,0,0,0,12,4,13,33,45,6,0,0,0,102,0,0,0,3,0,3,33,56,3,3,0,8,123,4,0
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
LGA56230,0,3,41,0,0,0,0,0,0,7,22,4,7,0,0,50,0,0,0,0,0,5,9,11,0,3,3,0,31,0,0,0,4,3,10,24,44,14,0,0,0,111,4,0,3,11,3,3,0,5,0,0,0,4,37,19,0,52,101,73,145,320,354,55,25,8,41,1201,0,0,0,0,3,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,3,6,0,0,0,0,0,6,20,4,0,3,9,11,12,6,3,0,0,0,3,52,0,0,11,12,18,13,20,8,0,0,0,3,86,0,0,9,23,19,18,39,8,0,0,0,4,119,0,0,6,11,11,28,53,20,0,0,0,8,134,3,0,4,3,10,19,32,26,6,0,0,5,104,0,0,0,0,11,13,36,25,0,0,0,6,94,0,0,0,4,3,21,33,15,3,0,0,3,87,0,0
LGA56300,0,3,8,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,15,36,15,14,21,4,0,0,0,9,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,0,0,0,0,0,6,0,0,0,3,0,0,5,0,0,0,0,0,6,0,0,0,5,0,0,7,0,0,0,0,0,9,0,0,0,0,5,0,4,0,0,0,0,0,12,0,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,8,0,0,0,0,0,12,0,0,0,0,0,0,5,0,0,0,0,0,11,0,0
LGA56370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,23,6,9,7,0,0,0,0,0,7,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,6,0,3,0,0,4,0,0,0,0,0,0,0,11,0,0
LGA56460,0,0,17,0,0,3,0,4,4,3,3,0,0,0,0,17,0,0,0,0,0,5,3,0,0,0,0,0,10,0,0,0,0,4,3,9,3,0,0,0,4,29,0,0,0,6,3,5,0,0,0,0,0,8,19,8,10,48,84,104,130,87,25,7,0,3,35,542,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,14,0,3,10,0,3,3,3,0,0,0,0,0,24,0,0,20,13,0,0,0,0,0,0,0,0,45,0,0,7,3,12,4,6,0,0,0,0,4,39,0,0,4,4,12,7,5,5,0,0,0,3,46,0,0,6,6,8,18,6,5,0,0,0,0,44,0,0,4,5,12,15,9,0,0,0,0,4,51,0,0,0,0,7,14,11,3,0,0,0,3,44,0,0
LGA56580,23,0,78,0,0,0,0,0,8,11,20,27,24,124,5,223,0,0,0,0,4,5,9,5,9,25,187,3,251,0,0,0,0,5,12,7,8,27,23,76,9,163,0,0,4,0,0,0,3,0,0,0,9,3,22,10,24,81,38,19,67,71,182,216,180,547,60,1503,0,0,0,4,0,0,3,3,3,0,8,3,33,0,3,0,0,0,0,0,0,0,0,3,0,17,0,0,6,0,0,0,0,9,0,0,3,5,21,5,0,12,5,0,0,3,6,4,6,3,0,44,0,0,29,11,0,3,5,13,6,6,3,4,81,0,0,13,10,3,3,3,12,0,8,4,0,63,0,0,5,7,0,0,4,12,5,7,6,0,46,0,0,0,0,6,3,9,15,9,7,11,0,57,0,0,4,4,0,4,8,18,7,0,8,8,55,0,0,5,0,0,6,5,15,16,8,10,3,70,0,0
LGA56620,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,9,46,46,0,4,0,0,0,0,0,0,0,0,22,70,199,6,10,0,0,0,0,0,0,0,0,78,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,12,7,0,0,0,0,0,0,0,0,0,0,0,8,18,3,0,0,0,0,0,0,0,0,0,0,22,10,6,0,0,0,0,0,0,0,0,0,0,19,13,0,0,0,0,0,0,0,0,0,0,3,22,13,0,5,0,0,0,0,0,0,0,0,0,24,20,3,0,0,0,0,0,0,0,0,0,4,29,13,0,0,0,0,0,0,0,0,0,0,8,24,28,4
LGA56730,0,0,35,0,0,0,6,6,6,15,9,3,0,0,4,44,0,0,0,0,0,0,3,8,3,0,0,0,20,0,4,4,11,9,12,23,14,9,0,0,3,85,0,4,6,4,0,3,0,3,0,0,0,10,39,16,24,125,120,110,165,222,121,33,5,3,41,987,0,0,0,0,0,3,0,0,0,0,0,0,12,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,6,0,3,3,0,0,0,0,0,4,19,4,5,12,8,3,8,3,0,0,0,0,0,44,0,0,20,15,10,12,11,3,0,0,0,5,82,0,0,10,18,18,24,7,0,0,0,0,0,76,0,0,5,16,8,17,15,3,0,0,0,3,61,0,0,5,15,14,28,15,5,0,0,0,3,78,0,0,3,6,7,34,27,10,3,0,0,7,101,0,4,4,6,8,17,24,12,4,0,0,0,73,0,0
LGA56790,0,0,5,0,0,3,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,4,5,0,4,9,3,0,0,0,0,27,0,0,5,0,0,0,0,0,0,0,4,6,27,10,6,40,61,44,70,55,19,11,3,24,30,377,0,0,4,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,4,4,7,0,0,0,0,4,28,0,0,0,3,4,12,4,3,0,0,0,3,27,0,0,0,0,0,4,6,0,0,0,0,5,24,0,0,4,3,9,3,4,0,0,0,0,6,34,0,0,3,0,0,0,9,0,0,0,5,9,19,4,0,0,5,0,10,3,0,0,0,3,0,36,0,0
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,6,0,0,0,0,0,0,0,0,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
LGA56930,0,0,13,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,18,0,24,0,0,0,0,0,0,0,0,0,0,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,17,12,4,47,3,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,3,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0
LGA57000,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,9,5,10,4,0,0,0,0,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57080,30,5,324,3,0,0,4,5,7,18,119,224,146,184,20,719,0,0,0,0,6,8,3,45,96,97,136,5,399,4,3,4,0,5,9,20,119,117,87,79,16,464,0,0,12,4,3,11,31,46,28,13,30,45,225,44,33,255,175,99,287,672,1663,1452,769,770,212,6441,3,3,7,8,5,17,40,68,40,17,19,18,258,0,5,0,4,0,5,13,10,7,4,3,6,51,9,11,19,10,8,4,13,27,19,4,3,8,136,11,8,43,32,11,27,44,39,11,0,4,6,241,0,3,90,36,12,25,23,55,23,0,3,5,282,0,3,21,21,15,55,53,58,29,10,13,12,293,0,0,8,19,13,37,62,62,48,13,13,10,280,0,0,15,15,15,44,77,115,42,18,12,9,362,0,0,4,12,18,60,138,189,77,34,22,18,572,0,0,3,9,16,48,130,229,94,22,16,9,575,0,0
LGA57140,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,18,23,14,19,0,4,0,0,0,4,99,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,3,0,0,0,0,0,0,12,0,0,0,4,0,9,0,0,0,0,0,0,16,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0
LGA57210,0,0,14,0,0,0,0,9,0,0,3,0,0,0,0,5,0,0,0,0,0,3,4,0,0,0,0,0,3,0,0,0,3,3,10,0,0,0,0,0,3,26,0,0,0,9,4,0,0,0,0,0,0,3,12,13,4,36,96,86,85,21,15,0,0,5,16,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,3,0,0,0,0,0,0,0,7,0,3,0,5,0,0,0,0,0,0,0,0,16,0,0,7,15,4,12,4,4,0,0,0,0,44,0,0,4,20,8,16,5,0,0,0,0,3,48,0,0,5,9,5,9,3,4,0,0,0,5,37,0,0,0,7,6,10,0,6,0,0,0,0,23,0,0,3,5,4,3,6,4,0,0,0,0,21,0,0,7,3,6,11,8,0,0,0,0,3,37,0,0
LGA57280,19,27,223,89,15,127,27,22,33,53,61,61,32,55,72,642,108,19,151,28,25,35,24,36,34,23,71,69,626,45,5,33,10,6,31,16,32,27,13,19,24,264,11,0,7,3,8,0,3,0,4,0,4,24,72,444,73,543,208,152,268,278,356,243,134,246,346,3283,0,0,5,4,0,4,4,0,0,5,4,15,36,0,0,0,0,0,0,3,0,0,0,0,0,10,4,4,7,5,0,0,0,0,0,0,0,3,34,11,5,20,0,0,0,3,3,3,0,0,7,62,3,0,19,3,3,4,8,5,0,0,0,3,54,0,0,10,6,11,0,7,6,4,0,0,5,41,6,5,16,13,8,4,10,0,3,0,4,5,70,3,3,0,6,8,14,9,8,3,0,0,7,65,4,0,3,11,4,7,11,21,10,4,4,12,106,11,0,7,11,9,23,28,14,9,7,12,18,148,22,5
LGA57350,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,19,19,8,3,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0
LGA57420,0,0,11,0,0,3,0,0,14,8,0,0,0,0,0,23,0,0,0,0,0,6,0,0,0,0,0,0,10,0,0,0,6,0,3,4,0,0,0,0,0,17,0,0,0,0,0,0,4,0,0,0,0,3,12,8,0,35,17,40,62,40,8,6,0,0,17,224,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,5,3,0,0,0,0,0,0,18,0,0,0,0,4,5,0,4,0,0,0,0,13,0,0,0,5,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,0,0,3,3,0,0,0,0,3,15,0,0,4,5,0,0,0,0,0,0,0,4,14,0,0
LGA57490,5,11,496,0,0,6,0,6,31,59,273,100,23,12,8,501,0,0,3,4,4,10,13,118,65,10,17,4,253,0,0,16,23,35,108,180,551,166,22,11,41,1149,0,3,20,17,5,19,32,30,7,0,3,50,196,50,66,404,427,334,1041,2555,4657,852,130,91,288,10897,0,0,7,12,7,18,42,39,7,4,0,19,161,0,4,3,5,3,13,7,16,0,0,0,4,61,3,16,23,22,19,25,34,29,0,0,0,11,183,4,15,61,64,42,79,80,57,0,0,0,17,424,10,8,144,88,65,92,136,91,6,0,0,27,662,3,10,38,91,82,220,305,158,19,3,0,25,954,8,0,24,66,54,139,317,189,22,4,0,11,837,3,0,17,33,55,155,380,252,30,0,0,22,961,0,7,16,18,44,132,378,332,42,5,4,26,999,0,7,9,23,34,108,351,376,43,4,8,21,972,5,3
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,3,0,60,0,0,0,0,4,0,4,26,18,0,0,0,58,0,0,5,0,0,0,0,15,7,5,5,0,31,0,0,0,0,0,5,3,42,10,6,3,7,77,0,0,0,0,0,0,0,9,5,0,0,3,18,5,4,18,38,29,40,132,546,160,38,25,38,1072,0,0,0,0,0,0,0,10,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,18,0,0,0,3,0,0,9,9,0,0,0,0,23,0,0,0,6,4,4,9,17,0,0,0,0,37,0,0,0,11,3,3,22,25,4,0,7,5,81,0,0,0,4,7,5,17,19,8,0,0,0,77,0,0,0,3,4,11,22,41,7,3,0,4,95,0,0,0,0,0,5,28,59,4,0,3,7,114,0,0,0,0,0,3,24,65,19,0,0,3,125,0,0
LGA57770,0,0,7,0,0,0,0,3,0,0,0,0,0,4,6,10,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,7,5,3,0,0,0,0,0,4,26,0,0,5,0,0,0,0,0,0,0,0,0,9,7,0,28,39,27,26,20,11,3,3,22,29,212,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,3,0,4,0,0,0,0,0,0,0,17,0,0,0,0,0,5,4,0,0,0,0,0,4,0,0,3,0,0,0,5,0,0,0,4,6,26,0,0,0,3,0,4,5,0,0,0,0,4,16,0,0,0,3,0,6,3,0,0,0,0,3,18,0,0,3,0,3,0,7,0,0,0,4,0,17,0,0
LGA57840,24,12,310,0,0,0,6,4,4,40,147,145,88,107,13,558,0,0,0,4,0,3,12,41,78,68,134,3,346,0,6,11,11,11,10,61,132,113,60,61,17,496,5,10,14,4,0,11,17,9,7,0,5,24,107,62,72,345,270,125,250,1044,1757,943,411,485,181,5942,4,11,16,3,3,8,33,23,10,0,4,13,132,0,0,0,0,0,5,7,5,0,0,0,5,34,6,18,14,9,3,11,9,12,7,5,5,10,103,8,14,58,21,10,10,42,22,5,0,4,8,209,4,7,108,23,11,26,53,22,9,6,4,20,297,4,3,26,48,15,35,105,60,24,6,4,11,340,5,0,12,29,17,34,78,50,17,10,6,4,255,0,0,19,18,16,51,113,74,24,3,11,7,341,0,0,13,10,13,52,145,113,44,7,10,7,422,0,0,3,19,15,51,161,180,58,20,11,7,530,5,0
LGA57910,95,17,1447,3,0,19,14,10,31,126,455,419,242,273,29,1626,0,0,4,13,8,13,51,192,211,232,336,25,1080,8,10,49,65,34,87,312,705,423,166,189,73,2125,11,23,82,47,28,33,72,85,16,3,12,124,528,272,294,1790,1213,712,1565,5317,8382,3281,1264,1294,762,26145,16,12,58,43,28,48,111,82,39,11,11,83,533,7,8,16,12,5,5,20,16,5,4,4,11,132,38,80,110,65,35,55,73,43,13,3,0,41,574,35,68,348,120,74,120,153,111,14,4,9,36,1089,26,34,662,236,101,159,273,137,31,11,8,56,1727,9,25,180,215,135,240,520,286,54,6,13,55,1731,13,11,79,128,109,232,463,334,63,24,19,30,1506,5,10,68,113,117,271,619,480,102,29,18,36,1869,8,14,49,83,85,356,856,682,159,38,34,50,2410,3,5,41,77,96,336,893,843,172,37,31,47,2587,9,5
LGA57980,30,0,162,0,0,0,0,0,0,19,37,83,74,115,8,341,0,0,0,0,0,5,3,13,40,56,131,0,247,0,0,3,4,4,6,22,27,36,37,61,9,211,0,0,5,5,4,3,4,4,3,0,13,14,55,24,42,203,90,60,165,331,475,472,344,471,62,2735,0,4,3,0,0,3,9,10,5,0,4,8,52,0,0,0,3,0,0,4,7,0,0,0,0,17,3,17,7,0,0,4,0,4,0,0,0,5,57,4,14,41,9,11,14,14,11,3,0,3,4,138,9,3,82,12,4,19,23,21,6,0,3,3,183,9,3,17,14,13,21,24,26,15,0,0,5,157,3,3,11,13,12,18,26,16,9,8,3,4,119,0,0,4,5,4,34,26,26,11,7,5,0,140,0,0,0,4,4,29,36,38,32,11,11,4,176,0,0,8,0,3,24,38,57,27,4,16,0,188,0,0
LGA58050,15,9,477,0,0,3,7,0,8,39,170,123,49,14,8,428,0,0,0,0,3,4,10,62,68,31,16,7,196,0,6,14,34,21,40,115,324,145,27,18,26,773,3,9,36,14,13,8,30,26,10,3,3,46,202,97,105,623,489,305,477,1741,3877,1137,219,149,308,9526,0,3,12,8,9,18,54,40,9,0,0,50,207,0,0,0,11,5,9,7,7,3,0,0,7,58,8,22,39,24,8,19,30,18,6,0,0,14,199,13,20,123,48,26,43,79,51,6,0,0,18,430,9,8,202,80,37,75,128,83,9,5,3,28,659,9,10,54,95,44,114,240,172,23,3,7,17,780,10,0,27,84,46,107,273,206,30,4,5,21,811,3,0,40,50,43,125,303,255,45,10,0,28,909,4,3,17,26,28,124,384,355,46,6,6,27,1029,3,0,12,26,19,89,378,393,79,13,11,27,1055,5,0
