SA3_CODE_2021,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
30702,93,189,109,77,85,9,0,566,21,17,9,0,4,0,0,52,0,9,10,7,0,0,0,33,165,340,243,172,199,18,6,1150,9,23,11,9,6,0,0,61,22,29,8,4,8,0,0,74,26,50,22,18,15,0,0,135,193,394,266,192,211,24,6,1284,280,278,139,88,76,5,3,855,3,14,0,8,0,0,0,26,472,681,407,280,286,25,4,2168
30703,78,175,114,90,84,8,0,557,21,13,8,4,3,0,0,45,10,7,10,0,5,0,0,29,135,278,229,182,202,17,6,1042,8,14,10,10,6,0,0,50,12,21,17,6,0,0,0,67,20,40,24,17,10,0,0,118,154,318,255,199,212,23,5,1159,210,238,145,81,63,15,0,755,0,3,7,4,0,0,0,18,360,565,410,286,274,29,5,1936
30801,63,71,55,36,43,0,0,265,16,13,11,3,3,0,0,49,0,12,0,0,3,0,0,22,129,218,173,133,139,7,0,798,8,23,12,4,3,0,0,45,8,18,3,5,0,0,0,34,13,32,17,14,3,0,0,79,141,251,191,144,144,7,0,878,179,150,96,37,28,0,0,492,7,5,6,3,0,0,0,15,330,406,289,179,171,12,3,1390
30803,295,517,343,246,276,30,13,1713,41,68,33,17,29,6,0,193,30,24,16,14,8,3,0,90,560,1047,776,576,699,108,33,3791,35,54,46,32,24,0,0,203,51,69,41,29,22,3,0,209,87,124,83,59,46,10,0,407,646,1172,858,642,745,117,33,4199,721,627,355,207,200,18,5,2121,25,25,10,16,8,3,0,86,1387,1821,1230,861,946,135,36,6410
30804,17,34,34,19,16,4,0,115,0,7,0,3,0,0,0,11,0,0,3,0,0,0,0,6,34,88,70,49,44,3,0,291,0,0,0,0,4,0,0,16,0,0,0,0,0,0,0,11,0,5,6,0,3,0,0,24,41,90,74,52,46,3,0,310,54,43,33,7,11,0,0,156,3,3,0,0,0,0,0,9,101,136,109,60,64,7,0,473
30805,133,233,145,141,131,11,4,792,24,21,15,8,12,0,0,73,6,10,8,7,10,0,0,43,242,460,348,319,330,39,8,1742,21,48,29,19,23,4,0,138,44,66,46,22,12,0,0,184,63,110,74,45,30,4,0,324,303,569,414,357,364,45,11,2068,436,410,203,149,100,19,4,1322,10,14,8,11,0,0,0,42,754,991,626,519,464,63,11,3438
30901,94,187,134,108,137,51,20,720,13,36,31,15,28,8,4,135,4,0,4,5,4,5,0,35,182,350,289,231,338,131,54,1582,0,13,11,3,7,0,3,42,12,19,5,4,9,5,5,51,14,35,12,10,13,3,5,92,195,389,298,240,350,137,57,1673,88,121,85,52,71,23,13,450,0,3,6,3,0,0,0,9,287,511,382,300,418,164,73,2136
30902,89,220,166,107,154,34,7,779,24,30,29,16,21,6,0,122,0,4,5,4,5,3,0,17,152,400,318,234,351,102,40,1598,3,16,6,4,4,3,0,40,4,9,5,5,16,0,0,45,11,21,13,13,20,3,3,86,160,420,332,246,374,107,40,1688,114,140,86,62,73,11,9,487,8,9,4,3,4,4,0,22,283,566,421,312,448,121,49,2191
30903,104,235,168,119,131,41,22,825,29,48,38,16,28,11,7,173,0,8,3,10,4,0,3,33,210,482,351,253,388,119,59,1868,0,20,10,12,0,6,0,53,15,32,21,12,8,7,0,94,21,50,36,24,13,10,0,149,230,530,383,283,405,126,59,2015,230,248,131,83,101,36,16,851,6,9,4,5,0,0,0,25,467,783,516,364,510,163,78,2892
30904,15,54,37,45,45,5,4,201,5,6,15,7,7,0,0,44,0,5,3,4,0,0,0,15,42,96,93,81,84,18,11,431,0,0,0,0,0,0,0,13,0,5,4,6,5,0,0,19,4,9,3,3,8,0,0,31,48,110,102,87,96,18,10,455,43,54,17,9,17,3,0,147,0,0,0,0,0,0,0,5,88,167,120,100,113,22,16,617
30905,62,143,106,79,90,17,10,510,14,16,13,11,14,5,3,69,0,6,7,5,0,0,0,25,118,258,233,192,236,62,25,1131,5,10,0,3,3,0,0,26,7,6,5,5,9,0,0,28,7,19,11,9,9,0,0,49,121,273,248,196,245,65,25,1179,71,109,69,47,64,20,11,388,4,6,8,7,0,0,0,18,206,391,323,246,311,89,36,1592
30906,144,291,223,153,169,64,13,1055,38,46,37,22,41,13,4,202,15,15,18,6,4,0,4,61,267,569,464,318,437,151,51,2254,13,23,15,8,8,4,3,76,23,28,23,15,19,6,0,103,32,50,37,28,24,15,3,185,297,619,501,345,461,162,48,2436,170,240,122,110,96,27,6,767,11,14,6,4,5,0,0,42,477,874,626,462,562,191,57,3253
30907,418,682,427,275,357,84,38,2279,117,142,81,48,70,19,16,485,31,36,19,15,12,0,0,119,870,1465,1074,779,953,266,124,5532,45,65,29,32,24,7,4,207,55,89,51,19,23,8,0,247,105,147,85,58,45,17,4,461,973,1617,1155,838,995,285,129,5995,740,716,435,297,262,81,35,2559,20,31,20,11,7,4,0,93,1734,2365,1611,1142,1270,369,164,8645
30908,93,217,164,117,135,32,24,783,23,27,21,10,20,9,0,115,7,7,6,3,6,0,4,26,169,424,371,281,380,132,67,1826,5,17,6,10,12,3,4,55,14,29,16,8,11,5,0,80,19,41,21,18,17,3,4,137,190,467,397,304,399,135,68,1957,107,139,136,75,107,33,25,614,3,3,3,0,3,0,0,19,302,608,536,377,503,163,92,2592
30909,93,194,128,109,160,49,30,761,34,44,25,14,16,7,5,147,3,8,7,9,5,0,0,35,193,408,284,265,338,137,69,1688,0,14,16,6,8,3,0,49,26,28,11,9,13,3,0,96,25,43,31,19,22,3,0,146,221,453,309,283,360,136,69,1832,196,224,157,106,128,51,35,895,8,0,4,4,3,0,0,23,422,681,474,392,487,190,99,2749
30910,35,74,66,50,59,27,12,324,15,12,14,4,13,4,5,67,0,4,9,4,0,0,0,17,92,179,150,111,154,59,29,776,3,14,9,9,8,0,6,47,9,14,3,6,3,0,4,40,9,26,15,8,10,6,9,86,104,205,167,122,169,59,36,862,59,100,66,55,63,20,13,376,4,5,3,3,0,0,0,24,167,317,241,178,237,85,52,1264
31001,155,277,173,126,180,72,32,1005,49,52,23,19,42,20,9,217,17,23,12,10,11,4,0,75,365,599,423,320,447,193,95,2439,20,56,34,28,38,14,3,196,37,61,23,19,20,10,0,165,59,115,58,53,59,18,9,364,425,714,475,370,507,214,100,2801,494,519,295,213,208,98,65,1888,18,25,13,8,7,3,0,81,936,1260,787,587,720,307,163,4769
31002,112,241,164,125,130,22,9,808,34,49,41,26,17,3,0,165,5,13,6,6,9,0,3,48,220,474,355,268,325,57,22,1724,15,27,30,22,10,0,0,99,25,39,27,16,9,5,0,122,36,67,56,36,19,3,0,218,260,541,414,303,349,59,22,1940,375,420,244,174,119,16,6,1358,6,10,6,0,0,0,0,31,637,970,669,479,467,77,27,3329
31003,273,522,331,231,271,46,13,1683,100,109,69,47,53,13,4,395,30,27,7,19,6,0,0,89,612,1102,807,669,758,156,59,4167,31,84,48,38,33,3,0,242,59,106,46,29,32,10,0,282,94,190,96,68,65,8,0,522,706,1291,900,735,826,165,60,4690,876,901,489,342,264,36,18,2920,26,22,27,8,3,4,0,85,1606,2211,1414,1083,1094,204,81,7693
31004,304,488,320,225,229,59,26,1643,73,86,56,39,48,16,3,326,34,47,31,18,12,0,0,148,668,1181,800,611,705,190,73,4224,45,80,59,42,27,9,0,264,61,89,33,19,17,6,5,233,110,171,93,59,50,10,5,497,783,1352,892,672,752,199,78,4719,815,844,459,288,247,52,34,2745,18,27,19,9,10,0,0,82,1618,2224,1365,961,1015,252,107,7550
31101,22,53,52,45,31,8,0,217,3,9,9,15,0,0,0,38,6,0,0,3,0,0,0,10,42,90,90,93,81,11,3,408,0,6,0,4,3,0,0,20,10,15,9,7,5,0,0,36,14,15,6,7,8,0,0,56,55,107,99,106,88,11,3,462,120,121,69,51,44,9,3,421,3,3,9,3,0,0,0,17,178,226,173,152,131,17,8,900
31102,114,208,138,104,99,22,4,690,36,48,23,21,22,0,3,161,9,17,6,9,7,0,0,44,267,441,321,238,247,54,33,1601,16,27,18,16,14,0,0,93,29,47,14,15,12,3,0,119,44,75,31,29,25,3,0,215,308,517,351,270,272,55,29,1813,364,378,196,133,109,17,8,1205,14,11,10,3,0,0,0,42,690,906,556,407,387,69,42,3055
31103,227,382,300,182,222,48,17,1392,74,86,42,31,32,14,5,290,31,34,24,12,10,0,0,111,556,913,681,442,576,139,61,3364,36,52,44,26,30,9,0,199,45,68,31,25,28,5,0,199,81,122,73,43,59,16,3,399,641,1035,752,487,630,155,63,3767,788,781,425,267,269,59,27,2615,26,28,16,9,6,0,0,86,1455,1841,1189,763,910,210,94,6464
31104,137,189,163,88,98,27,8,710,40,61,30,24,15,9,0,169,14,8,7,8,3,0,0,48,312,470,384,258,255,67,21,1758,30,42,22,9,11,0,0,120,29,42,21,13,3,0,0,103,54,87,37,23,20,3,0,225,364,554,424,276,273,69,21,1983,395,389,216,115,125,13,8,1257,12,13,4,3,0,0,0,32,777,953,640,398,392,79,31,3269
31105,129,232,206,124,134,35,6,868,44,41,42,21,23,5,6,186,5,22,12,12,5,0,0,54,276,530,449,308,408,102,30,2108,24,34,15,24,11,6,4,116,42,45,14,22,6,0,0,135,60,79,37,44,18,6,4,252,337,609,490,348,431,105,38,2358,386,326,185,133,136,28,18,1216,15,10,7,6,4,0,0,37,734,951,678,487,568,136,61,3611
31106,153,280,181,146,171,42,25,998,51,44,28,25,32,9,5,199,15,27,11,3,6,3,0,62,339,623,411,365,464,130,74,2409,35,77,38,32,46,8,0,248,44,76,49,35,35,6,4,245,83,159,87,73,77,15,3,496,422,780,506,439,535,145,76,2903,673,604,368,254,269,69,37,2283,31,34,18,27,4,0,0,114,1130,1417,891,720,810,215,117,5294
31201,64,113,61,34,34,0,0,314,9,14,4,3,0,0,0,35,0,0,3,0,0,0,0,11,143,261,177,102,121,9,0,810,5,19,15,12,0,0,0,52,12,16,10,5,9,0,0,51,14,36,26,16,6,0,0,100,158,300,201,119,124,10,0,907,116,121,60,40,22,4,0,356,3,0,0,0,0,0,0,4,275,423,257,157,152,4,0,1269
31202,242,476,351,193,226,18,3,1517,34,37,11,12,13,3,0,108,16,33,15,10,9,0,0,84,454,988,748,523,652,74,22,3471,27,56,35,21,17,0,0,162,38,53,36,18,14,0,0,151,60,111,72,37,29,0,0,315,514,1098,822,562,686,73,26,3785,536,452,248,164,121,13,5,1537,7,14,12,9,4,0,0,49,1059,1570,1080,734,807,88,30,5368
31203,40,74,74,37,37,6,0,264,7,7,6,0,0,0,0,23,5,3,9,0,3,0,0,22,81,144,140,103,126,6,0,603,3,5,5,0,3,0,0,24,7,14,5,6,0,0,0,29,7,17,9,9,10,0,0,54,92,165,155,105,134,6,0,653,69,61,36,21,25,4,0,215,3,3,0,0,0,0,0,10,160,226,186,130,163,10,0,877
31301,50,107,86,57,71,7,5,382,19,29,12,9,14,0,3,94,4,8,3,0,3,0,0,22,97,196,176,120,177,33,14,815,0,3,11,10,3,0,0,37,13,4,8,3,7,0,0,42,17,10,22,18,12,0,0,80,112,213,197,138,191,39,13,893,114,153,90,73,70,4,3,509,9,4,3,4,0,0,0,24,235,369,283,209,266,42,17,1422
31302,200,431,274,167,174,32,14,1294,74,63,45,24,28,14,0,259,18,27,15,9,5,0,0,72,452,825,566,389,470,112,49,2870,45,63,42,22,26,4,4,203,56,82,42,25,23,3,0,236,102,142,82,48,56,6,4,444,552,969,654,439,521,118,57,3308,762,730,381,281,231,33,18,2429,13,20,11,4,5,4,0,58,1322,1714,1042,722,762,156,69,5792
31303,12,47,28,16,17,0,0,131,9,6,10,0,3,0,0,32,0,3,5,0,0,0,0,5,33,80,55,38,52,10,3,272,6,8,9,3,0,0,0,24,3,0,9,0,0,0,0,9,6,6,13,5,3,0,0,34,41,87,64,43,59,10,3,303,64,62,28,16,12,4,0,187,0,0,0,0,0,0,0,0,103,148,94,60,70,13,3,495
31304,168,293,200,154,182,42,11,1049,49,60,43,16,30,0,3,203,8,15,6,6,6,3,0,49,334,584,463,352,443,102,40,2328,18,34,19,17,14,0,0,101,31,50,20,12,16,4,0,136,52,81,40,30,30,6,0,239,390,668,503,384,480,109,40,2566,432,437,227,162,140,24,6,1430,8,7,4,4,0,0,0,24,825,1116,734,548,619,135,42,4019
31305,96,243,182,140,149,35,12,854,32,37,28,15,32,6,0,151,6,11,8,9,3,3,0,39,225,483,395,310,409,102,49,1972,6,34,23,17,22,0,0,98,24,34,21,14,13,3,0,103,31,67,40,28,27,3,0,205,256,544,437,335,440,112,49,2174,276,317,183,144,119,21,17,1077,0,5,6,5,4,0,0,13,531,869,628,488,562,126,63,3270
31401,98,214,164,98,153,54,20,811,28,34,28,13,25,12,6,148,10,0,3,0,0,6,0,17,237,561,452,288,450,177,76,2254,8,7,17,4,4,4,0,44,13,21,15,9,5,4,0,62,17,27,29,12,13,3,3,107,257,595,480,304,466,179,77,2358,127,174,98,72,78,22,8,574,3,4,0,0,0,0,0,6,383,766,579,375,546,202,86,2939
31402,198,410,244,174,210,47,25,1309,80,97,62,29,49,15,3,328,14,23,8,10,11,3,0,72,489,950,664,466,640,189,79,3488,19,45,20,13,13,0,0,119,36,48,22,7,9,0,0,133,53,97,47,27,26,4,0,249,545,1051,713,493,667,192,76,3737,449,478,261,181,156,43,19,1592,5,11,8,5,0,0,0,38,1006,1534,982,680,823,234,98,5363
31403,81,146,116,92,92,30,4,562,14,29,19,18,17,7,4,98,5,6,0,6,5,0,0,26,169,352,236,205,246,67,27,1308,8,15,11,0,8,0,0,46,22,24,12,6,8,0,0,74,30,40,20,8,19,0,0,118,201,393,257,216,264,67,26,1427,233,219,138,97,90,16,8,802,6,7,9,0,5,0,0,25,438,616,403,321,356,84,35,2248
31501,63,89,76,30,26,4,0,291,12,10,8,3,3,0,0,35,11,17,5,9,3,0,0,52,173,271,203,103,116,10,0,873,36,72,26,12,9,0,0,152,15,13,12,0,3,0,0,46,51,79,33,12,18,0,0,198,223,356,238,118,128,10,0,1070,414,393,175,98,53,0,4,1141,28,23,16,9,0,0,0,78,669,769,430,228,183,9,4,2289
31502,44,96,57,26,22,3,0,247,14,9,3,9,0,0,0,39,10,11,8,3,0,0,0,38,140,283,196,136,105,5,0,868,13,22,11,5,3,0,0,57,22,19,8,6,3,0,0,62,37,43,19,7,10,0,0,119,173,326,212,149,109,10,0,986,305,248,125,59,44,0,0,772,3,11,7,5,0,0,0,29,479,582,350,206,152,10,0,1783
31503,26,62,45,25,19,4,0,183,0,7,7,0,4,0,0,17,3,4,0,3,4,0,0,16,59,145,95,69,61,8,0,443,0,4,0,0,0,0,0,8,0,10,6,0,0,0,0,23,0,16,8,0,0,0,0,35,68,166,101,70,62,8,0,475,77,65,40,21,18,0,0,222,4,4,4,0,0,0,0,10,148,233,147,90,78,8,0,704
31601,113,242,188,114,140,33,13,842,28,43,28,23,26,10,4,159,9,16,13,5,5,0,0,46,206,455,399,286,406,101,47,1902,0,9,4,3,3,0,0,33,18,25,5,9,13,0,0,77,17,34,15,14,17,0,0,103,225,491,416,300,424,100,48,2000,121,154,115,79,81,15,11,574,8,9,4,6,4,0,0,32,352,649,537,388,505,114,59,2605
31602,176,367,264,197,226,55,24,1312,45,83,51,28,47,15,4,275,8,15,12,15,3,0,0,55,322,711,572,431,576,143,60,2814,10,26,24,11,12,0,0,91,23,44,23,19,16,5,0,124,35,71,43,31,28,7,0,215,354,782,621,461,600,149,59,3031,236,276,175,118,136,32,18,987,4,7,7,8,0,0,0,22,594,1063,803,583,741,183,81,4042
31603,99,207,151,104,137,29,21,741,29,32,25,27,29,8,3,142,0,4,0,3,3,0,0,13,194,400,303,232,351,65,47,1596,5,5,10,3,4,0,0,32,8,19,4,4,3,4,0,49,14,25,14,10,14,4,0,78,206,431,318,243,363,70,47,1675,119,148,73,72,79,21,10,513,6,7,0,6,0,3,0,28,333,585,397,317,443,95,56,2221
31605,88,186,163,106,129,19,4,701,14,24,33,19,25,6,3,125,0,0,5,5,3,0,0,17,136,305,308,233,328,49,19,1383,0,8,7,8,17,4,0,42,5,12,8,0,4,0,0,32,0,18,22,12,22,4,0,75,139,321,332,244,348,55,19,1460,78,106,63,58,60,12,4,383,3,4,0,0,0,0,0,5,216,433,393,304,411,62,24,1844
31606,108,208,142,103,132,26,6,732,29,28,24,16,20,5,0,126,4,6,10,4,9,4,0,39,186,366,287,219,301,62,21,1442,0,13,8,5,4,3,0,38,15,25,9,9,8,3,5,71,14,39,17,16,12,7,5,110,198,404,300,234,313,74,23,1554,162,187,122,84,69,24,7,647,0,0,4,0,0,0,0,11,365,594,431,320,382,94,29,2214
31607,75,183,155,74,116,22,11,633,16,27,24,26,27,6,0,121,5,9,4,4,4,0,6,30,141,341,299,184,267,56,36,1328,6,12,15,10,5,9,0,55,17,18,16,8,9,0,0,68,17,34,30,22,17,8,0,119,159,374,328,201,280,60,36,1444,140,179,128,93,76,13,6,627,4,5,0,0,0,0,0,12,300,559,458,292,356,81,40,2086
31608,27,59,55,46,62,9,0,259,6,16,7,10,13,0,0,48,3,5,3,0,0,0,0,13,38,117,105,78,121,18,3,480,0,7,0,0,6,0,0,10,0,5,10,4,0,0,0,20,5,7,9,9,3,0,0,30,39,127,110,87,122,18,3,511,38,57,38,31,34,5,0,205,0,3,8,7,6,0,0,18,79,189,160,117,157,23,8,734
31701,348,663,460,340,374,59,24,2276,55,68,46,35,33,10,0,247,13,31,12,12,11,0,0,79,658,1322,990,811,955,186,72,4978,37,71,30,29,37,0,0,206,57,98,63,29,28,3,4,283,95,170,96,59,59,3,4,489,747,1484,1082,868,1016,188,68,5459,765,716,448,340,298,67,30,2682,23,27,11,21,12,0,0,93,1534,2234,1549,1230,1330,259,102,8234
31801,61,144,102,59,61,11,0,436,6,12,8,6,10,5,0,43,13,19,3,9,3,0,0,52,133,308,229,186,177,23,0,1059,11,26,11,9,5,0,0,53,12,34,21,11,6,0,0,84,23,57,26,20,14,0,0,142,157,365,254,205,191,25,0,1199,219,216,146,79,58,7,0,723,4,14,8,3,0,0,0,33,375,601,407,286,247,34,0,1957
31802,421,799,524,362,426,100,40,2672,55,66,39,30,45,11,4,248,24,50,34,21,21,8,0,151,875,1778,1301,933,1195,256,109,6453,58,98,63,62,55,5,0,330,78,114,80,46,36,7,3,361,136,209,138,106,93,12,3,691,1012,1992,1436,1043,1288,266,112,7151,918,935,482,369,294,60,36,3092,25,35,19,16,5,3,0,105,1949,2961,1939,1422,1590,334,152,10346
31901,189,438,283,191,217,21,9,1339,33,28,10,15,16,7,0,108,22,22,18,18,11,0,0,84,364,758,599,413,501,59,18,2708,27,45,25,26,23,3,0,153,34,86,42,26,23,4,0,215,64,133,70,54,47,7,0,375,433,892,668,458,550,61,18,3081,528,488,312,216,166,14,6,1736,12,21,8,13,0,0,0,61,976,1402,993,689,719,71,27,4877
31902,82,183,135,85,99,12,0,599,6,13,6,6,8,0,0,41,4,12,8,6,5,0,0,39,141,315,248,204,221,31,10,1154,10,22,13,11,13,0,0,65,29,24,18,8,13,0,0,83,34,48,27,22,25,0,0,149,179,361,280,220,238,31,10,1302,349,391,228,160,122,8,5,1252,9,12,7,5,7,0,0,38,532,762,511,385,361,39,8,2596
31903,103,218,161,116,136,34,10,765,11,17,11,5,12,0,0,56,8,11,7,6,10,3,0,40,179,344,267,218,270,47,14,1333,17,14,6,9,11,0,0,54,6,19,14,14,6,0,0,61,24,31,23,21,15,0,0,114,196,372,288,243,286,52,14,1450,280,303,223,130,118,10,0,1071,7,6,4,6,0,0,0,20,489,681,516,374,404,60,16,2539
31904,132,290,232,162,147,10,4,977,17,23,9,15,12,3,0,78,12,16,11,0,3,4,0,52,229,503,414,309,354,38,13,1858,8,39,28,20,16,0,0,112,23,43,20,13,18,0,0,112,25,74,50,29,36,0,0,225,258,583,463,335,384,38,13,2078,323,392,227,168,161,11,10,1283,9,6,3,0,4,0,0,30,596,981,691,502,555,54,21,3394
31905,77,146,119,84,76,5,0,511,18,14,12,10,7,0,0,58,7,10,4,9,4,3,0,31,138,270,220,190,197,18,3,1028,15,24,18,18,14,0,0,89,28,38,19,15,4,3,0,111,43,64,37,35,16,3,0,201,178,335,252,227,213,14,5,1229,287,291,183,153,105,11,5,1041,6,11,3,0,4,0,0,22,469,639,438,381,323,23,9,2292
39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40101,18,41,22,13,15,16,5,119,0,0,0,0,0,3,0,6,4,0,0,0,0,0,0,3,37,79,54,38,41,40,21,298,0,4,3,0,0,0,0,8,0,8,0,0,3,3,5,15,6,6,5,0,4,3,5,24,38,85,55,39,41,38,21,322,18,28,12,17,29,22,16,141,0,0,0,0,0,0,0,0,57,113,70,59,69,65,40,460
40102,114,235,210,154,193,61,22,987,21,16,9,7,9,0,4,64,3,9,0,6,0,3,5,26,195,419,420,308,422,166,73,1999,5,3,10,3,8,0,0,33,13,17,13,9,6,0,0,59,15,21,21,14,12,0,0,87,210,446,441,323,433,166,76,2088,141,162,100,49,56,31,9,550,3,7,4,9,0,0,0,20,353,608,541,371,494,202,89,2657
40103,28,91,63,53,80,47,35,404,11,4,10,0,9,7,0,38,0,0,3,0,6,0,0,14,58,182,169,135,195,128,92,970,0,8,0,0,7,0,0,26,0,14,3,8,14,0,0,39,8,24,9,7,19,4,6,68,65,204,177,142,217,128,99,1033,28,49,47,35,63,35,25,297,0,0,3,0,3,0,0,11,97,255,232,188,284,169,122,1342
40104,62,138,99,85,108,59,40,588,17,12,6,0,7,10,6,52,0,4,7,0,5,0,0,18,123,270,222,165,281,172,113,1351,6,13,8,5,6,6,0,45,6,23,16,12,12,3,3,71,12,36,22,18,17,10,3,120,132,308,247,187,298,182,120,1465,110,126,74,77,74,32,16,506,5,3,6,5,0,0,0,15,246,438,319,262,376,214,136,1989
40105,35,85,58,47,61,24,11,317,5,7,0,0,7,0,0,24,6,9,0,0,0,0,0,14,67,176,122,102,164,94,51,780,4,4,0,0,12,0,0,16,0,11,9,6,4,0,0,33,3,9,10,6,14,0,0,52,75,190,133,113,181,91,56,832,52,61,34,29,41,19,25,258,0,0,0,4,0,0,0,8,125,254,173,142,218,115,71,1093
40106,27,56,43,33,46,24,11,233,5,6,7,0,0,0,0,19,5,0,5,0,0,0,0,7,66,134,123,105,132,71,31,660,0,0,3,5,4,0,0,8,0,8,5,5,0,0,0,14,0,10,7,5,4,0,0,24,66,139,129,106,140,71,33,686,48,41,22,14,20,10,9,177,0,0,0,0,0,0,0,4,111,181,152,124,163,85,44,860
40107,29,82,64,33,75,23,29,344,3,0,3,4,9,5,4,31,0,0,0,0,0,0,0,5,69,201,161,123,199,101,75,923,0,7,6,6,0,0,0,15,3,5,8,3,7,4,0,37,3,13,11,7,10,4,0,48,72,209,175,134,206,104,75,969,37,45,22,37,34,28,8,213,0,0,0,3,0,0,0,5,110,257,199,172,239,131,87,1191
40201,81,161,134,72,94,25,13,575,11,16,7,6,14,0,0,64,4,5,5,8,3,0,0,29,152,295,265,173,234,86,37,1245,8,13,11,8,9,0,0,55,0,12,8,9,6,4,0,42,13,27,20,17,17,0,0,95,167,324,282,186,256,88,34,1341,175,190,102,67,61,22,4,623,6,8,0,0,4,0,0,15,347,520,389,257,317,106,42,1982
40202,325,522,358,230,202,68,27,1724,61,52,15,15,29,4,0,174,28,28,17,13,6,3,4,92,599,1005,709,481,534,164,81,3574,36,89,44,33,44,15,6,273,64,135,71,53,45,12,10,392,98,225,125,91,92,25,12,665,698,1224,827,570,627,191,93,4237,1186,1132,622,400,365,89,60,3849,24,23,6,12,8,5,0,76,1909,2384,1462,983,1002,282,151,8170
40203,102,203,119,99,115,63,35,741,16,14,6,0,3,3,3,47,5,9,8,3,5,0,0,34,193,398,288,220,286,164,101,1644,8,19,15,12,9,11,4,81,13,37,23,9,24,4,9,123,25,55,44,16,30,14,5,203,219,452,333,238,319,184,108,1843,260,277,171,123,140,61,47,1068,7,6,9,5,0,6,0,31,485,742,508,361,460,243,154,2947
