Australian Bureau of Statistics

"2021 Census - employment, income and education"
"AGE10P Age in Ten Year Groups and 1-digit level HEAP Level of Highest Educational Attainment by SA1 (UR) by 1-digit level OCCP Occupation"
"Counting: Person Records"

Filters:
"Default Summation","Person Records"

" 0-9 years,  Postgraduate Degree Level"
"1-digit level OCCP Occupation","Managers","Professionals","Technicians and Trades Workers","Community and Personal Service Workers","Clerical and Administrative Workers","Sales Workers","Machinery Operators and Drivers","Labourers","Inadequately described","Not stated","Not applicable","Total",
"Segment 41",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 42",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 43",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 44",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 45",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 46",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 47",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 48",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 50",0,0,0,0,0,0,0,0,0,0,0,0,
"Total",0,0,0,0,0,0,0,0,0,0,0,0,


" 0-9 years,  Supplementary Codes"
"1-digit level OCCP Occupation","Managers","Professionals","Technicians and Trades Workers","Community and Personal Service Workers","Clerical and Administrative Workers","Sales Workers","Machinery Operators and Drivers","Labourers","Inadequately described","Not stated","Not applicable","Total",
"SA1 (UR)",
"Segment 01",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 02",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 03",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 04",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 05",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 06",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 07",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 08",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 09",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 10",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 11",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 12",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 13",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 14",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 15",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 16",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 17",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 18",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 19",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 20",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 21",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 22",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 23",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 24",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 25",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 26",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 27",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 28",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 29",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 30",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 31",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 32",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 33",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 34",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 35",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 36",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 37",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 38",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 39",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 40",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 41",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 42",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 43",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 44",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 45",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 46",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 47",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 48",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 50",0,0,0,0,0,0,0,0,0,0,0,0,
"Total",0,0,0,0,0,0,0,0,0,0,0,0,


" 0-9 years,  Not stated"
"1-digit level OCCP Occupation","Managers","Professionals","Technicians and Trades Workers","Community and Personal Service Workers","Clerical and Administrative Workers","Sales Workers","Machinery Operators and Drivers","Labourers","Inadequately described","Not stated","Not applicable","Total",
"SA1 (UR)",
"Segment 01",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 02",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 03",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 04",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 05",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 06",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 07",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 08",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 09",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 10",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 11",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 12",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 13",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 14",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 15",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 16",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 17",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 18",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 19",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 20",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 21",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 22",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 23",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 24",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 25",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 26",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 27",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 28",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 29",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 30",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 31",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 32",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 33",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 34",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 35",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 36",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 37",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 38",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 39",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 40",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 41",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 42",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 43",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 44",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 45",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 46",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 47",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 48",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 50",0,0,0,0,0,0,0,0,0,0,0,0,
"Total",0,0,0,0,0,0,0,0,0,0,0,0,


" 0-9 years,  Not applicable"
"1-digit level OCCP Occupation","Managers","Professionals","Technicians and Trades Workers","Community and Personal Service Workers","Clerical and Administrative Workers","Sales Workers","Machinery Operators and Drivers","Labourers","Inadequately described","Not stated","Not applicable","Total",
"SA1 (UR)",
"Segment 01",0,0,0,0,0,0,0,0,0,0,51730,51730,
"Segment 02",0,0,0,0,0,0,0,0,0,0,98863,98863,
"Segment 03",0,0,0,0,0,0,0,0,0,0,44972,44972,
"Segment 04",0,0,0,0,0,0,0,0,0,0,89567,89567,
"Segment 05",0,0,0,0,0,0,0,0,0,0,71842,71842,
"Segment 06",0,0,0,0,0,0,0,0,0,0,100418,100418,
"Segment 07",0,0,0,0,0,0,0,0,0,0,77295,77295,
"Segment 08",0,0,0,0,0,0,0,0,0,0,72182,72182,
"Segment 09",0,0,0,0,0,0,0,0,0,0,49781,49781,
"Segment 10",0,0,0,0,0,0,0,0,0,0,67217,67217,
"Segment 11",0,0,0,0,0,0,0,0,0,0,78440,78440,
"Segment 12",0,0,0,0,0,0,0,0,0,0,74259,74259,
"Segment 13",0,0,0,0,0,0,0,0,0,0,205315,205315,
"Segment 14",0,0,0,0,0,0,0,0,0,0,118210,118210,
"Segment 15",0,0,0,0,0,0,0,0,0,0,59489,59489,
"Segment 16",0,0,0,0,0,0,0,0,0,0,44085,44085,
"Segment 17",0,0,0,0,0,0,0,0,0,0,58744,58744,
"Segment 18",0,0,0,0,0,0,0,0,0,0,24274,24274,
"Segment 19",0,0,0,0,0,0,0,0,0,0,83153,83153,
"Segment 20",0,0,0,0,0,0,0,0,0,0,95072,95072,
"Segment 21",0,0,0,0,0,0,0,0,0,0,22139,22139,
"Segment 22",0,0,0,0,0,0,0,0,0,0,41241,41241,
"Segment 23",0,0,0,0,0,0,0,0,0,0,46809,46809,
"Segment 24",0,0,0,0,0,0,0,0,0,0,62173,62173,
"Segment 25",0,0,0,0,0,0,0,0,0,0,80681,80681,
"Segment 26",0,0,0,0,0,0,0,0,0,0,65020,65020,
"Segment 27",0,0,0,0,0,0,0,0,0,0,89847,89847,
"Segment 28",0,0,0,0,0,0,0,0,0,0,39885,39885,
"Segment 29",0,0,0,0,0,0,0,0,0,0,70922,70922,
"Segment 30",0,0,0,0,0,0,0,0,0,0,74959,74959,
"Segment 31",0,0,0,0,0,0,0,0,0,0,89983,89983,
"Segment 32",0,0,0,0,0,0,0,0,0,0,58323,58323,
"Segment 33",0,0,0,0,0,0,0,0,0,0,84054,84054,
"Segment 34",0,0,0,0,0,0,0,0,0,0,63804,63804,
"Segment 35",0,0,0,0,0,0,0,0,0,0,49993,49993,
"Segment 36",0,0,0,0,0,0,0,0,0,0,93117,93117,
"Segment 37",0,0,0,0,0,0,0,0,0,0,122293,122293,
"Segment 38",0,0,0,0,0,0,0,0,0,0,52618,52618,
"Segment 39",0,0,0,0,0,0,0,0,0,0,14503,14503,
"Segment 40",0,0,0,0,0,0,0,0,0,0,34890,34890,
"Segment 41",0,0,0,0,0,0,0,0,0,0,18377,18377,
"Segment 42",0,0,0,0,0,0,0,0,0,0,8548,8548,
"Segment 43",0,0,0,0,0,0,0,0,0,0,29310,29310,
"Segment 44",0,0,0,0,0,0,0,0,0,0,66181,66181,
"Segment 45",0,0,0,0,0,0,0,0,0,0,23406,23406,
"Segment 46",0,0,0,0,0,0,0,0,0,0,39746,39746,
"Segment 47",0,0,0,0,0,0,0,0,0,0,6227,6227,
"Segment 48",0,0,0,0,0,0,0,0,0,0,26177,26177,
"Segment 50",0,0,0,0,0,0,0,0,0,0,2359,2359,
"Total",0,0,0,0,0,0,0,0,0,0,3042493,3042493,


" 10-19 years,  Postgraduate Degree Level"
"1-digit level OCCP Occupation","Managers","Professionals","Technicians and Trades Workers","Community and Personal Service Workers","Clerical and Administrative Workers","Sales Workers","Machinery Operators and Drivers","Labourers","Inadequately described","Not stated","Not applicable","Total",
"SA1 (UR)",
"Segment 01",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 02",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 03",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 04",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 05",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 06",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 07",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 08",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 09",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 10",0,0,0,0,0,0,0,0,0,0,4,4,
"Segment 11",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 12",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 13",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 14",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 15",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 16",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 17",0,0,0,0,0,0,0,0,0,0,0,3,
"Segment 18",0,0,0,0,0,0,0,0,0,0,0,4,
"Segment 19",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 20",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 21",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 22",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 23",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 24",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 25",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 26",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 27",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 28",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 29",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 30",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 31",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 32",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 33",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 34",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 35",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 36",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 37",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 38",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 39",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 40",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 41",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 42",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 43",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 44",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 45",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 46",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 47",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 48",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 50",0,0,0,0,0,0,0,0,0,0,0,0,
"Total",0,6,0,5,0,4,4,0,0,0,12,33,


" 10-19 years,  Graduate Diploma and Graduate Certificate Level"
"1-digit level OCCP Occupation","Managers","Professionals","Technicians and Trades Workers","Community and Personal Service Workers","Clerical and Administrative Workers","Sales Workers","Machinery Operators and Drivers","Labourers","Inadequately described","Not stated","Not applicable","Total",
"SA1 (UR)",
"Segment 01",0,0,0,0,0,0,0,0,0,0,5,5,
"Segment 02",0,0,0,4,0,0,0,0,0,0,0,5,
"Segment 03",0,0,0,0,0,3,0,0,0,0,4,4,
"Segment 04",0,0,0,8,0,0,0,0,0,0,4,9,
"Segment 05",0,0,0,4,0,0,0,3,0,0,4,16,
"Segment 06",0,0,0,10,0,8,0,0,0,0,0,15,
"Segment 07",0,0,0,0,0,3,0,0,0,0,3,6,
"Segment 08",0,0,0,0,0,0,0,0,0,0,4,10,
"Segment 09",0,0,0,0,0,0,0,0,0,0,7,14,
"Segment 10",0,0,0,4,0,0,0,0,0,0,9,9,
"Segment 11",0,0,0,0,3,0,0,0,0,0,4,9,
"Segment 12",0,0,0,7,0,3,0,0,0,0,0,17,
"Segment 13",0,0,0,0,0,0,0,0,0,0,8,14,
"Segment 14",0,0,0,4,3,0,0,0,0,0,3,10,
"Segment 15",0,0,0,0,0,0,0,0,0,0,0,4,
"Segment 16",0,0,0,0,0,0,0,0,0,0,9,8,
"Segment 17",0,0,0,0,0,0,0,0,0,0,3,7,
"Segment 18",0,0,0,7,0,0,0,0,0,0,4,11,
"Segment 19",0,0,0,3,0,0,0,0,0,0,6,8,
"Segment 20",0,0,0,0,0,3,0,0,0,0,0,7,
"Segment 21",0,0,0,3,5,0,0,0,0,0,3,8,
"Segment 22",0,0,0,0,0,0,0,0,0,0,4,6,
"Segment 23",0,0,0,0,0,0,0,0,0,0,3,3,
"Segment 24",0,0,0,0,0,0,0,0,0,0,0,4,
"Segment 25",0,0,0,0,0,3,0,0,0,0,3,6,
"Segment 26",0,0,0,3,0,0,0,0,0,0,5,12,
"Segment 27",0,0,0,4,0,5,0,0,0,0,9,26,
"Segment 28",0,0,0,0,0,0,0,0,0,0,7,9,
"Segment 29",0,0,0,6,0,0,0,0,0,0,0,0,
"Segment 30",0,3,0,6,0,5,0,0,0,0,3,11,
"Segment 31",0,0,0,4,0,0,0,0,0,0,4,11,
"Segment 32",0,0,0,0,0,0,0,0,0,0,0,3,
"Segment 33",0,0,3,7,0,0,0,0,0,0,3,14,
"Segment 34",0,5,0,3,0,0,0,0,0,0,0,5,
"Segment 35",0,0,0,4,0,0,0,0,0,0,0,7,
"Segment 36",0,0,0,7,0,0,0,0,0,0,0,8,
"Segment 37",0,3,0,11,0,4,0,0,0,0,0,19,
"Segment 38",0,0,0,0,0,0,0,0,0,0,3,6,
"Segment 39",0,0,0,4,0,0,0,0,0,0,0,4,
"Segment 40",0,0,0,4,0,0,0,0,0,0,0,9,
"Segment 41",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 42",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 43",0,0,0,0,0,0,0,0,0,0,0,7,
"Segment 44",0,0,0,0,0,0,0,0,0,0,3,0,
"Segment 45",0,0,0,6,0,0,0,0,0,0,0,6,
"Segment 46",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 47",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 48",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 50",0,0,0,0,0,0,0,0,0,0,0,0,
"Total",8,17,6,136,18,51,9,22,0,0,127,392,


" 10-19 years,  Bachelor Degree Level"
"1-digit level OCCP Occupation","Managers","Professionals","Technicians and Trades Workers","Community and Personal Service Workers","Clerical and Administrative Workers","Sales Workers","Machinery Operators and Drivers","Labourers","Inadequately described","Not stated","Not applicable","Total",
"SA1 (UR)",
"Segment 01",0,6,0,0,0,0,0,0,0,0,9,26,
"Segment 02",4,3,0,3,0,6,3,0,0,0,9,24,
"Segment 03",0,0,0,6,0,5,0,0,0,0,7,19,
"Segment 04",0,0,0,3,0,5,0,0,0,0,12,23,
"Segment 05",0,10,0,5,0,3,0,0,0,0,6,24,
"Segment 06",0,3,0,0,3,6,0,4,0,0,7,19,
"Segment 07",0,3,0,3,0,0,0,4,0,0,17,30,
"Segment 08",0,0,0,3,0,4,0,0,0,0,13,23,
"Segment 09",0,3,0,7,0,5,0,3,0,0,17,32,
"Segment 10",0,5,0,0,4,4,0,0,0,0,19,29,
"Segment 11",0,0,0,7,0,7,0,4,0,0,14,33,
"Segment 12",0,0,0,0,0,10,0,0,0,0,4,19,
"Segment 13",0,0,0,9,0,10,0,0,0,0,18,47,
"Segment 14",0,0,0,0,0,0,0,3,0,0,11,21,
"Segment 15",0,0,0,0,0,4,0,0,0,0,9,19,
"Segment 16",0,0,0,4,4,4,0,3,0,0,28,47,
"Segment 17",0,3,0,0,0,3,0,3,0,0,12,26,
"Segment 18",0,4,0,6,0,3,0,3,0,0,10,28,
"Segment 19",0,0,0,0,0,8,0,0,0,0,4,14,
"Segment 20",0,0,0,3,0,6,0,0,0,0,9,19,
"Segment 21",0,4,0,5,3,0,0,3,0,0,12,24,
"Segment 22",0,0,0,6,0,3,0,0,0,0,14,24,
"Segment 23",0,0,0,0,0,6,0,0,0,0,14,17,
"Segment 24",0,0,0,0,3,3,0,0,0,0,5,18,
"Segment 25",0,0,0,4,0,4,0,0,0,0,6,20,
"Segment 26",0,0,0,9,0,6,0,4,0,0,25,42,
"Segment 27",0,0,0,0,3,12,0,6,0,0,35,56,
"Segment 28",0,3,0,0,0,0,0,4,0,0,15,29,
"Segment 29",0,0,0,0,0,6,0,5,0,0,8,21,
"Segment 30",0,0,0,0,0,3,0,0,0,0,3,17,
"Segment 31",0,5,0,4,0,4,0,5,0,0,16,28,
"Segment 32",0,0,0,0,0,3,0,0,0,0,11,18,
"Segment 33",0,0,0,0,3,4,0,0,0,0,3,13,
"Segment 34",0,0,0,0,0,5,0,0,0,0,4,11,
"Segment 35",0,0,0,0,0,0,0,0,0,0,4,4,
"Segment 36",0,0,0,4,0,4,0,0,0,0,0,6,
"Segment 37",0,0,0,3,0,8,0,0,0,0,4,15,
"Segment 38",0,0,0,0,0,0,0,0,0,0,3,11,
"Segment 39",0,0,0,0,0,3,0,0,0,0,0,3,
"Segment 40",0,0,0,3,0,0,0,0,0,0,5,13,
"Segment 41",0,0,0,0,0,0,0,0,0,0,0,3,
"Segment 42",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 43",0,0,0,0,0,0,0,0,0,0,3,5,
"Segment 44",0,0,0,3,0,0,0,0,0,0,0,4,
"Segment 45",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 46",0,0,0,3,0,0,0,6,0,0,6,9,
"Segment 47",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 48",0,0,0,0,0,0,0,0,0,0,4,4,
"Segment 50",0,0,0,0,0,0,0,0,0,0,0,0,
"Total",13,65,21,112,50,169,17,59,5,7,431,945,


" 10-19 years,  Advanced Diploma and Diploma Level"
"1-digit level OCCP Occupation","Managers","Professionals","Technicians and Trades Workers","Community and Personal Service Workers","Clerical and Administrative Workers","Sales Workers","Machinery Operators and Drivers","Labourers","Inadequately described","Not stated","Not applicable","Total",
"SA1 (UR)",
"Segment 01",5,22,16,60,31,67,5,21,0,0,121,350,
"Segment 02",12,27,32,93,40,88,11,47,4,0,127,482,
"Segment 03",4,17,17,48,21,37,10,20,0,0,123,290,
"Segment 04",11,16,16,100,35,112,16,48,0,3,134,492,
"Segment 05",9,13,22,63,34,85,14,33,3,0,103,376,
"Segment 06",6,10,21,73,14,104,17,35,0,0,98,373,
"Segment 07",5,8,7,44,20,43,7,22,0,0,75,227,
"Segment 08",3,16,10,69,20,48,6,37,4,0,107,316,
"Segment 09",0,13,0,21,15,29,9,4,0,0,103,202,
"Segment 10",6,9,4,27,7,41,0,12,0,0,55,165,
"Segment 11",9,10,8,53,19,61,8,19,0,0,100,275,
"Segment 12",3,16,25,97,23,91,17,43,0,0,120,437,
"Segment 13",11,14,13,93,32,74,8,39,0,0,108,400,
"Segment 14",6,15,29,93,25,98,12,35,4,7,117,445,
"Segment 15",4,4,9,14,6,14,4,5,0,0,31,93,
"Segment 16",4,18,10,48,14,44,8,34,0,0,140,320,
"Segment 17",5,13,6,30,8,30,6,11,0,0,66,173,
"Segment 18",0,13,10,49,22,42,5,21,0,0,101,267,
"Segment 19",3,17,15,68,20,59,15,24,0,0,87,311,
"Segment 20",6,11,12,69,12,84,8,33,3,3,109,343,
"Segment 21",3,6,5,57,5,29,4,24,0,0,110,252,
"Segment 22",0,4,3,7,5,27,5,18,0,0,67,133,
"Segment 23",0,4,3,18,0,19,0,7,0,0,42,94,
"Segment 24",7,18,23,80,16,77,13,42,4,0,99,375,
"Segment 25",8,16,11,58,10,64,8,26,3,0,84,287,
"Segment 26",0,7,3,19,3,25,3,17,0,0,87,156,
"Segment 27",3,10,9,40,12,39,4,19,0,0,143,276,
"Segment 28",3,0,0,16,10,27,6,6,0,0,57,124,
"Segment 29",6,12,8,48,13,48,7,29,0,0,97,272,
"Segment 30",5,9,12,47,15,50,8,31,4,0,80,265,
"Segment 31",13,22,16,119,23,100,10,53,5,3,203,569,
"Segment 32",0,3,6,17,4,28,3,7,0,0,61,132,
"Segment 33",0,11,14,63,20,34,6,23,0,0,59,231,
"Segment 34",0,9,8,51,7,36,4,16,0,0,47,176,
"Segment 35",0,11,11,48,10,27,5,11,0,0,45,165,
"Segment 36",9,10,6,48,14,25,3,18,0,0,35,167,
"Segment 37",8,11,14,75,9,45,6,23,0,0,69,259,
"Segment 38",8,10,9,48,11,30,6,12,0,0,60,188,
"Segment 39",0,0,0,7,3,7,0,4,0,0,7,46,
"Segment 40",3,3,0,21,9,20,4,4,0,0,40,110,
"Segment 41",3,0,0,17,4,11,5,10,0,0,9,47,
"Segment 42",0,0,0,0,0,0,0,0,0,0,0,13,
"Segment 43",0,4,0,25,0,8,6,6,0,0,18,72,
"Segment 44",0,8,7,44,5,12,4,15,0,4,35,136,
"Segment 45",3,0,0,4,0,3,0,9,0,0,11,33,
"Segment 46",6,3,0,26,0,0,0,13,0,0,20,65,
"Segment 47",0,0,0,0,0,0,0,8,0,0,0,13,
"Segment 48",0,4,0,0,0,0,0,4,0,0,3,19,
"Segment 50",0,0,0,0,0,0,0,0,0,0,3,5,
"Total",206,475,463,2231,637,2045,297,982,51,20,3612,11020,


" 10-19 years,  Certificate III & IV Level"
"1-digit level OCCP Occupation","Managers","Professionals","Technicians and Trades Workers","Community and Personal Service Workers","Clerical and Administrative Workers","Sales Workers","Machinery Operators and Drivers","Labourers","Inadequately described","Not stated","Not applicable","Total",
"SA1 (UR)",
"Segment 01",14,30,110,190,49,128,15,97,0,5,307,946,
"Segment 02",36,49,317,367,104,303,51,199,14,7,456,1887,
"Segment 03",21,23,130,150,39,111,20,85,5,0,204,794,
"Segment 04",45,43,458,518,135,460,82,291,10,14,610,2676,
"Segment 05",41,32,351,382,104,346,67,214,8,10,443,2004,
"Segment 06",56,45,426,457,111,452,106,349,15,29,670,2710,
"Segment 07",24,25,180,161,50,186,49,109,6,10,406,1191,
"Segment 08",12,31,112,200,61,153,22,88,4,0,328,1020,
"Segment 09",3,14,72,73,19,60,18,56,3,5,200,522,
"Segment 10",8,7,126,109,53,133,34,72,3,0,265,821,
"Segment 11",30,23,232,169,66,237,40,140,8,7,428,1364,
"Segment 12",38,45,466,467,113,428,101,346,11,17,625,2659,
"Segment 13",54,46,414,468,147,475,121,305,17,19,859,2919,
"Segment 14",53,48,425,502,151,462,99,311,15,16,780,2864,
"Segment 15",9,10,87,103,23,90,29,54,0,0,201,600,
"Segment 16",11,22,44,100,38,68,16,54,4,0,195,557,
"Segment 17",25,17,147,174,58,179,46,125,3,3,328,1122,
"Segment 18",11,29,80,174,40,129,26,87,0,0,280,861,
"Segment 19",42,36,355,400,93,344,69,248,16,9,591,2212,
"Segment 20",26,44,366,469,122,375,67,278,17,11,613,2394,
"Segment 21",10,15,68,160,24,80,7,57,3,4,230,662,
"Segment 22",8,4,31,57,12,55,16,42,0,0,163,391,
"Segment 23",11,12,119,80,37,95,11,64,3,6,236,677,
"Segment 24",43,28,352,454,99,359,58,303,14,8,532,2256,
"Segment 25",20,32,212,279,70,260,41,191,4,12,529,1659,
"Segment 26",6,3,93,75,22,70,29,74,4,7,375,747,
"Segment 27",13,16,172,120,30,116,36,101,6,9,558,1181,
"Segment 28",16,10,114,102,32,107,33,89,7,7,301,809,
"Segment 29",44,15,231,258,76,278,77,233,7,16,622,1851,
"Segment 30",33,21,288,325,71,336,79,285,12,18,693,2169,
