SA2_CODE_2021,C21_85_over_UOL_SE_Tot,C21_85_over_LPE_NS,C21_85_over_Tot,C21_Tot_SEO,C21_Tot_UOL_SE_Vw_w,C21_Tot_UOL_SE_Nw_Na,C21_Tot_UOL_SE_P_E_n,C21_Tot_UOL_SE_Tot,C21_Tot_LPE_NS,C21_Tot_Tot
217031471,0,7,131,3163,85,7,0,89,233,3491
217031472,23,29,502,11195,674,274,14,964,599,12756
217031473,0,6,77,5183,98,15,0,117,381,5669
217031474,0,26,186,4864,127,15,0,141,384,5395
217031475,3,35,198,6469,198,19,3,223,489,7180
217031476,4,13,81,3302,253,17,6,278,424,4008
217041477,0,9,128,6409,157,10,4,171,439,7018
217041478,7,32,245,9177,206,21,8,236,605,10014
217041479,17,71,525,20118,933,188,28,1146,1138,22405
217041480,12,70,549,11709,716,136,18,872,749,13337
297979799,0,0,0,13,5,0,0,5,27,38
299999499,4,14,29,4485,834,179,15,1027,3575,9089
301011001,37,35,253,14583,1295,131,26,1448,542,16574
301011002,17,3,102,6105,1093,142,12,1248,201,7550
301011003,68,81,427,13415,1187,123,14,1329,493,15230
301011004,26,58,314,15685,1664,188,24,1877,696,18254
301011005,5,0,54,3494,239,14,0,257,124,3877
301011006,19,43,215,10792,747,55,4,809,291,11893
301021007,43,50,699,13910,1265,152,13,1434,503,15851
301021008,14,11,213,5639,538,49,5,602,140,6379
301021009,14,24,235,16226,912,76,12,998,542,17765
301021011,3,0,54,7720,438,48,11,491,150,8357
301021012,68,25,324,17009,1586,177,17,1776,472,19263
301021013,45,29,790,13905,741,65,6,811,422,15140
301021550,0,9,38,1836,85,4,0,87,230,2156
301021551,11,24,171,7388,370,41,0,413,679,8481
301031014,0,0,0,4,0,0,0,0,0,8
301031015,41,11,224,7134,478,43,4,520,237,7890
301031016,3,10,256,10461,975,100,18,1098,305,11860
301031017,5,0,35,3848,662,78,5,745,177,4775
301031018,21,0,119,7318,1147,134,24,1305,256,8881
301031019,0,0,50,7728,1454,96,14,1564,153,9446
301031020,14,63,364,12790,1019,92,11,1126,591,14502
301031021,23,46,412,13202,1634,193,21,1847,626,15681
302011022,4,0,104,6311,1177,109,12,1299,211,7826
302011023,30,12,210,7612,2416,248,23,2687,203,10501
302011024,72,42,510,7107,2163,230,27,2427,308,9844
302011025,23,10,203,8480,1225,126,12,1357,204,10044
302011026,25,0,89,6370,1243,115,15,1381,168,7918
302021027,44,51,577,10537,1774,215,23,2013,364,12912
302021028,44,152,522,7578,2635,372,36,3043,806,11426
302021029,29,4,172,5199,1137,120,9,1261,145,6611
302021030,9,31,180,3964,412,37,7,462,120,4541
302021031,33,3,217,12172,1622,184,21,1833,429,14432
302021032,15,17,145,5707,714,113,10,833,377,6917
302021033,35,54,300,6088,680,104,0,790,278,7153
302021034,18,14,200,8937,1067,96,15,1177,230,10344
302031035,32,19,213,7373,1697,197,18,1913,316,9596
302031036,0,0,0,13,4,0,0,4,111,125
302031037,0,0,18,1544,362,48,0,410,123,2076
302031038,10,4,75,5702,1022,101,6,1129,235,7068
302031039,6,46,293,8972,1291,177,11,1480,337,10789
302031040,33,7,202,10086,2404,214,31,2644,575,13305
302041041,22,8,208,13984,2709,339,38,3090,420,17488
302041042,10,6,165,8914,444,30,3,481,266,9664
302041043,6,3,85,3357,238,27,4,267,152,3773
302041044,50,28,327,6160,430,23,8,457,210,6826
302041045,46,34,485,8874,4268,476,65,4807,408,14097
302041046,25,14,184,6578,1806,298,29,2130,616,9323
303011047,23,5,138,10571,1233,90,30,1347,225,12145
303011048,4,6,103,5590,968,115,12,1091,245,6930
303011049,40,17,386,9673,1655,177,24,1864,291,11826
303011050,16,0,93,5303,1125,159,14,1297,281,6884
303011051,88,28,377,11329,4264,558,43,4863,307,16504
303021052,30,6,118,8746,2461,293,40,2800,393,11935
303021053,45,40,405,14067,2865,285,30,3175,574,17810
303021054,13,0,51,3766,976,102,12,1086,158,5008
303021055,15,16,128,7851,2001,226,37,2267,407,10524
303021056,19,16,218,7275,1147,126,13,1282,330,8895
303021057,21,43,146,4967,1042,135,19,1199,252,6419
303021058,34,19,142,5260,2500,300,22,2814,523,8597
303021059,19,15,278,8240,1396,152,14,1563,403,10200
303031060,83,7,236,6046,6968,1558,94,8616,520,15186
303031061,43,0,92,2288,2620,838,26,3483,210,5979
303031062,41,4,147,5723,2561,390,22,2977,184,8880
303031063,41,50,290,11761,2942,414,34,3390,719,15873
303031064,21,3,53,4960,4891,895,60,5847,210,11020
303031065,50,33,421,6672,3110,566,35,3716,600,10988
303031066,52,17,264,6759,3837,609,28,4464,217,11444
303041067,22,7,80,2731,2303,377,27,2711,260,5704
303041068,13,7,166,8470,1716,272,23,2010,340,10825
303041069,33,8,133,1601,2355,652,21,3026,241,4870
303041070,23,10,194,5970,1195,166,12,1378,219,7562
303041071,14,4,208,9277,1314,136,17,1467,197,10944
303051072,24,0,116,5350,2716,568,44,3320,348,9020
303051073,84,65,212,8259,11010,2614,116,13741,846,22845
303051074,11,0,22,4405,4770,719,82,5573,239,10220
303051075,52,29,264,8489,6042,1124,81,7251,360,16095
303051076,68,17,219,5860,2499,568,34,3100,753,9711
303061077,49,8,198,3860,4123,718,53,4891,275,9025
303061078,38,9,90,5671,6236,1526,96,7855,524,14046
303061079,49,6,174,3478,3711,1451,35,5194,354,9033
303061080,121,22,393,7253,7671,2289,88,10047,791,18085
304011081,35,3,192,5830,1471,177,13,1672,139,7645
304011082,27,6,102,5082,1573,269,12,1859,146,7086
304011083,8,0,34,3255,704,79,3,794,79,4121
304011084,40,9,331,7226,2068,253,24,2346,153,9716
304011085,19,3,52,3236,1009,132,8,1155,57,4444
304021086,7,4,130,8782,1437,127,14,1578,170,10528
304021087,30,16,274,5935,835,70,6,908,179,7020
304021088,36,6,206,8044,2329,186,35,2547,134,10731
304021089,0,0,50,3525,685,56,6,745,75,4345
304021090,18,8,226,7508,1624,152,12,1789,142,9438
304021091,9,92,278,4847,535,31,4,563,259,5673
304031092,9,40,213,6646,911,70,15,999,206,7849
304031093,7,35,139,4415,637,89,11,734,168,5321
304031094,17,11,167,8300,4250,483,41,4768,357,13430
304031095,4,6,98,5343,838,97,14,943,158,6452
304031096,10,7,119,7716,3641,285,28,3958,552,12220
304031097,13,11,181,6444,2092,226,9,2322,260,9020
304041098,11,4,108,7430,1024,98,12,1137,473,9042
304041099,0,0,0,27,0,0,0,0,3,33
304041100,12,25,402,6383,660,114,9,784,247,7416
304041101,6,9,174,7778,782,51,21,857,278,8909
304041102,0,0,0,0,0,0,0,0,0,0
304041103,25,14,329,15025,1665,133,20,1812,257,17099
304041104,6,3,165,10290,1117,77,16,1215,184,11681
305011105,13,5,62,7174,4470,624,34,5126,1006,13310
305011106,11,4,71,6174,2369,241,24,2635,705,9512
305011107,33,48,114,4382,1475,163,15,1641,350,6372
305011108,29,4,180,7127,1861,180,10,2051,586,9761
305011109,59,68,281,9642,1770,239,15,2031,777,12454
305011110,20,13,79,6965,5041,632,39,5707,1569,14243
305011111,8,3,32,3544,2423,278,23,2724,592,6860
305011112,64,9,119,9835,3849,469,51,4366,750,14953
305021113,3,3,41,3911,449,38,6,482,149,4554
305021114,12,3,104,6280,796,69,10,876,245,7407
305021115,17,6,53,4595,1047,130,5,1186,336,6118
305021116,8,0,31,4537,442,31,8,481,117,5133
305021117,19,18,232,11866,1601,137,27,1768,677,14308
305021118,10,4,51,6009,610,50,6,664,181,6857
305031119,4,19,96,3365,621,50,10,681,261,4305
305031120,0,3,53,5692,660,54,8,729,169,6593
305031121,3,3,103,4729,683,68,3,763,283,5769
305031122,13,14,185,8463,1772,148,20,1944,343,10754
305031123,5,4,70,4181,341,21,4,365,78,4627
305031124,24,7,177,5258,1020,110,6,1135,377,6768
305031125,7,3,66,4333,442,27,6,472,145,4949
305031126,16,5,97,6589,2829,279,18,3124,444,10165
305031127,7,4,43,4031,760,63,12,834,226,5083
305031128,13,42,178,13463,3035,230,31,3290,1261,18016
305031129,11,0,39,3545,357,43,9,409,76,4031
305031130,11,26,83,6430,1042,115,25,1179,370,7978
305031131,63,6,200,8737,1705,151,23,1872,413,11025
305041132,19,10,192,12208,1125,90,17,1232,277,13716
305041133,6,8,52,4651,760,75,9,843,173,5670
305041134,5,24,182,9251,789,31,8,832,263,10343
305041135,27,5,92,10177,1477,123,19,1619,402,12197
305041136,10,3,38,5140,600,53,5,664,174,5975
305041137,21,9,119,8975,2772,238,26,3038,415,12428
306011138,12,6,48,4667,599,71,7,676,187,5537
306011139,12,13,160,9808,1192,71,5,1272,712,11789
306011140,3,0,27,3269,296,14,5,318,151,3742
306011141,21,86,214,11386,1513,136,21,1675,720,13784
306011142,20,13,153,13563,2094,200,24,2317,915,16791
306011143,15,9,81,5057,541,37,8,585,493,6133
306021144,7,5,28,6617,1010,172,16,1194,548,8360
306021145,15,33,115,6908,2612,364,25,3005,2656,12567
306021146,19,30,230,6809,874,140,15,1028,541,8376
306021147,10,57,133,8991,1150,179,14,1351,1073,11409
306021148,18,32,143,8301,662,59,11,736,800,9838
306021149,30,20,199,7124,1855,438,22,2315,529,9963
306021150,0,0,0,7,0,0,0,0,0,7
306021151,28,3,89,3996,1191,156,21,1364,816,6175
306021152,11,3,74,3521,912,222,11,1150,521,5191
306021153,8,3,71,6740,1326,219,20,1562,379,8678
306021154,29,4,241,4180,1188,255,40,1481,859,6519
306021155,14,14,96,3710,630,82,19,729,482,4918
306021156,16,9,230,6873,951,85,9,1039,436,8353
306021157,5,7,56,3524,763,104,22,889,712,5127
306031158,14,10,83,3811,255,34,4,295,461,4568
306031159,56,29,336,6885,1309,240,21,1574,798,9257
306031160,18,18,143,6627,457,59,5,530,847,8002
306031161,29,22,239,9050,770,113,20,903,1045,10999
306031162,0,0,0,4,0,0,0,0,0,4
306031163,3,0,5,442,1878,41,66,1983,80,2505
306041164,18,10,107,5508,471,34,12,516,650,6674
306041165,8,13,76,4164,666,35,0,698,716,5582
306051166,29,62,405,9827,691,62,14,769,1028,11625
306051167,11,10,112,4577,212,26,5,246,699,5522
306051168,8,0,63,3906,351,22,10,377,544,4826
306051169,12,40,203,7931,382,33,8,422,747,9095
306051170,126,33,340,9103,1370,241,20,1632,1089,11825
307011171,0,17,74,3728,169,18,3,198,396,4320
307011172,0,30,143,7323,371,25,8,404,1054,8775
307011173,0,15,137,5440,238,20,0,263,527,6230
307011174,5,4,97,3604,85,27,0,104,354,4065
307011175,0,20,73,3426,176,22,4,208,546,4180
307011176,0,44,120,5669,413,22,7,444,726,6838
307011177,0,6,109,5238,90,6,5,106,642,5989
307011178,0,11,47,3292,114,10,0,122,434,3851
307021179,4,83,237,8116,174,25,8,209,849,9175
307021180,0,14,163,6714,302,56,8,367,583,7662
307021181,3,4,81,2688,190,39,0,230,298,3223
307021182,0,14,224,5128,160,28,0,187,478,5791
307021183,3,24,356,15078,674,56,15,745,1190,17015
307031184,0,12,121,4655,88,8,0,96,356,5109
307031185,0,10,115,3960,84,21,0,105,300,4360
307031186,4,9,115,4463,91,21,0,112,417,4991
307031187,47,10,236,4443,390,90,3,490,358,5286
307031188,12,9,78,5350,286,37,8,325,564,6247
307031189,8,84,465,13854,548,73,8,632,1044,15525
308011190,0,0,16,5943,270,23,0,299,907,7156
308011191,0,13,93,6301,226,25,0,259,1051,7616
308011192,0,34,79,11700,1046,146,19,1213,1176,14089
308031205,0,16,147,5966,341,117,0,456,600,7024
308031206,0,0,20,1692,8,0,0,12,243,1948
308031207,0,33,158,5176,136,10,0,150,474,5798
308031208,3,14,188,7995,531,79,3,619,449,9059
308031209,0,0,29,4130,62,3,0,66,1024,5224
308031210,6,14,126,11119,482,43,9,537,725,12379
308031211,6,4,74,4033,336,182,6,526,323,4880
308031212,0,6,65,2460,50,0,0,54,436,2945
308031213,17,24,191,8597,1244,239,20,1501,614,10709
308031214,5,15,166,4671,222,33,6,260,359,5292
308031215,8,14,205,6431,459,53,7,524,520,7477
308031216,6,28,175,5296,235,27,0,263,344,5903
308031217,0,4,71,2824,178,26,3,201,336,3364
308031218,0,6,43,3137,80,4,0,79,282,3507
308031219,3,5,51,3914,81,10,8,98,585,4598
308031220,0,4,30,2599,25,0,0,28,372,3002
308031221,0,0,0,19,0,0,0,0,3,22
308031222,3,19,306,6854,595,49,7,650,488,7989
308031223,20,46,480,18173,718,55,11,784,1286,20244
308041528,3,12,147,7606,142,12,4,154,1055,8817
308041529,4,32,120,4417,378,147,3,526,751,5694
308051530,5,8,67,5784,197,21,6,218,801,6807
308051531,0,23,91,9187,376,23,9,404,473,10063
308051532,0,0,4,30,0,0,0,0,0,30
308051533,9,15,182,12270,1119,102,15,1240,651,14161
308051534,3,3,89,4943,562,51,5,616,618,6174
308051535,4,11,94,10432,293,20,5,319,782,11529
308051536,0,3,22,3173,181,13,4,194,162,3533
308051537,0,0,0,0,0,0,0,0,0,0
308051538,3,27,59,5573,342,29,10,379,438,6387
308051539,7,5,77,4144,382,36,0,420,266,4832
309011224,25,14,204,6623,1007,148,8,1162,384,8164
309011225,11,78,277,7625,630,49,7,688,860,9176
309011226,47,19,468,12671,1063,141,14,1217,527,14413
309011227,39,20,294,10603,1818,212,17,2047,1352,13997
309011228,43,12,288,10612,1710,280,20,2013,576,13205
309011229,9,4,110,6299,661,57,14,729,412,7445
309021230,9,29,274,5461,542,46,3,590,441,6491
309021231,8,76,307,10670,793,62,7,865,801,12339
309021232,15,14,323,8905,485,42,8,533,366,9797
309021233,22,26,358,11321,660,54,4,720,498,12539
309021234,18,26,335,14417,976,85,19,1074,857,16349
309031235,27,21,245,8368,2055,333,21,2414,399,11171
309031236,46,38,268,7215,1757,300,13,2072,685,9973
309031237,57,23,441,8547,1082,138,12,1226,518,10298
309031238,75,144,573,13832,2878,524,28,3425,1393,18643
309031239,22,20,233,8506,724,112,3,836,653,9991
309031240,49,32,423,7777,958,121,7,1087,442,9308
309041241,3,0,32,3861,210,9,0,223,341,4420
309041242,23,21,262,14027,731,46,10,786,881,15692
309051243,5,18,160,6931,346,24,0,371,370,7674
309051244,23,15,265,17132,1570,147,14,1735,691,19552
309051245,12,4,63,7451,901,94,12,1008,348,8810
309061246,31,22,228,10986,1504,178,20,1699,464,13147
309061247,13,9,185,7325,710,78,4,791,313,8433
309061248,49,57,512,18315,1699,223,23,1946,1003,21260
309061249,18,3,81,14636,2693,315,47,3054,620,18308
309061250,16,8,207,7511,541,75,0,615,412,8542
309071251,13,0,47,15949,2444,357,42,2844,1435,20225
309071252,38,27,433,15455,2398,349,31,2775,716,18949
309071253,40,53,375,11972,1573,229,6,1808,890,14665
309071254,0,7,36,4219,174,23,0,197,185,4607
309071256,7,0,112,15427,1692,196,20,1916,582,17920
309071552,11,7,95,9370,702,71,16,781,526,10681
309071553,4,0,69,10466,900,85,8,999,403,11879
309071554,13,0,104,7623,1583,186,31,1806,487,9910
309071555,4,0,3,7911,1497,159,30,1684,895,10491
309071556,7,4,60,9983,941,88,14,1041,400,11420
309071557,8,88,172,16743,2145,264,32,2441,1111,20287
309071558,5,0,16,5920,649,67,8,724,388,7027
309081259,50,17,236,3139,868,191,4,1067,190,4395
309081260,12,108,244,5579,1061,136,15,1207,422,7210
309081262,64,19,309,12299,3119,455,28,3597,739,16639
309081559,40,14,366,13442,2545,346,25,2913,498,16861
309081560,21,37,290,6782,1404,189,19,1612,411,8804
309091263,24,198,501,9679,1571,169,13,1753,980,12415
309091264,15,0,56,4492,1325,279,10,1615,338,6450
309091265,27,6,119,6877,1372,175,12,1556,402,8837
309091540,63,75,598,11557,4026,661,32,4721,1615,17891
309091541,90,33,559,13238,3837,665,36,4541,1115,18893
309101267,31,44,206,6899,2112,354,18,2486,504,9889
309101268,15,3,75,3770,769,114,9,884,238,4895
309101269,6,11,94,3183,343,20,3,359,455,3998
309101561,30,19,243,7839,2642,301,16,2952,1415,12204
309101562,36,38,230,8585,3336,346,21,3698,1922,14210
310011271,28,3,48,2588,1428,457,21,1905,206,4699
310011272,46,38,359,3749,3063,1053,30,4146,356,8254
310011274,84,15,251,7909,7284,3150,96,10534,1451,19891
310011275,31,3,187,6344,1656,269,25,1948,289,8578
310011276,12,5,28,1751,651,213,23,885,3579,6220
310011563,18,0,39,3968,3416,776,55,4245,384,8598
310011564,66,15,269,14226,6341,1194,70,7596,653,22478
310021277,9,43,335,11430,278,79,3,360,827,12617
310021278,0,4,109,4686,119,21,0,138,231,5052
310021279,0,0,0,0,0,0,0,0,0,0
310021280,16,29,328,19075,607,92,11,706,1426,21208
310021281,4,25,145,12920,399,102,12,510,765,14197
310021282,0,57,169,11805,302,29,3,332,2075,14217
310031283,0,13,233,10792,583,70,6,665,654,12115
310031284,11,10,134,7763,789,132,13,933,639,9334
310031285,0,0,57,6213,295,54,8,359,240,6817
310031286,6,60,196,5800,378,49,5,432,486,6715
310031287,10,97,530,15850,904,107,11,1022,1105,17975
310031288,0,0,34,4295,146,20,0,168,92,4561
310031289,6,4,47,6205,286,16,0,309,179,6694
310031290,5,0,50,5555,353,21,0,368,106,6032
310031291,3,3,80,7336,408,59,6,471,457,8268
310031292,3,15,177,5769,232,24,8,266,374,6416
310031293,18,62,323,13648,767,103,13,878,630,15154
310031294,0,0,17,10618,1498,130,30,1659,502,12774
310031295,11,3,95,2207,371,90,4,462,393,3067
310041297,16,3,69,7480,1121,223,12,1357,412,9249
310041298,0,0,0,5,4,0,0,4,0,8
310041299,14,12,88,8484,2269,344,24,2639,559,11686
310041300,21,10,100,6787,2535,566,31,3133,965,10885
310041301,0,0,3,0,0,0,0,0,0,3
310041302,19,0,96,17381,4690,701,59,5447,1516,24349
310041303,7,0,31,5673,1265,144,27,1436,222,7322
310041304,10,5,56,15603,6444,687,102,7237,691,23526
310041565,8,0,12,6665,1880,145,24,2045,272,8987
310041566,18,0,35,6543,1849,233,25,2110,537,9191
311011305,11,79,369,12998,435,32,11,478,1198,14674
311021306,17,6,110,6652,728,117,14,860,915,8425
311021307,16,21,255,10534,1451,263,12,1729,1329,13594
311021308,10,12,109,7373,1432,232,16,1685,491,9549
311021309,19,4,190,4945,417,82,6,499,291,5736
311021310,5,3,65,7892,672,87,19,781,341,9016
311031311,42,36,336,13513,3719,580,72,4368,1282,19166
311031312,13,0,96,5101,1959,390,24,2379,682,8161
311031313,14,5,70,6080,1756,312,40,2108,678,8869
311031314,20,11,52,8654,2034,445,30,2507,993,12158
311031315,0,0,0,0,0,0,0,0,0,0
311031316,14,4,77,6524,1597,279,21,1900,397,8832
311031317,10,17,82,9485,4022,1092,45,5158,1349,15988
311031318,4,3,33,3852,354,73,0,430,144,4428
311031319,31,4,110,11703,3216,595,42,3852,473,16032
311041322,7,0,67,7671,438,87,5,529,402,8608
311041567,3,3,22,5785,291,53,0,342,498,6632
311041568,11,0,39,8925,837,102,5,947,179,10051
311041569,3,6,53,6462,699,130,8,836,339,7637
311041570,10,12,158,16236,747,119,4,866,909,18013
311041571,0,0,17,8832,1074,139,16,1232,645,10706
311051323,81,68,539,9674,1371,287,27,1688,767,12125
311051324,19,4,146,8074,708,73,7,793,208,9076
311051325,11,5,69,9854,1132,152,23,1307,425,11588
311051326,20,13,84,7471,2516,608,31,3157,1146,11776
311051327,13,6,98,10002,1514,211,25,1752,318,12073
311051328,15,28,181,5298,1391,296,24,1712,808,7815
311061329,8,0,34,5274,1222,166,18,1402,217,6897
311061330,18,4,63,6391,2165,649,31,2844,1129,10371
311061331,21,0,47,3302,1638,774,12,2428,632,6356
311061332,25,18,175,12083,2486,364,27,2879,421,15394
311061333,22,16,165,7333,1872,411,20,2302,773,10408
311061334,35,13,274,7823,1452,228,22,1709,314,9842
311061335,14,0,37,3404,2679,436,35,3144,260,6809
311061336,36,91,257,7042,3365,1095,54,4513,1427,12982
312011337,9,14,218,8026,713,171,13,898,960,9874
312011338,0,5,33,6023,310,21,12,349,2356,8730
312011339,0,5,54,3271,126,13,4,141,476,3893
312011340,0,3,54,3130,120,21,0,141,622,3898
312011341,0,5,13,7097,587,54,3,646,1684,9425
312021342,20,18,243,13587,984,83,19,1087,1157,15824
312021343,0,61,172,3110,248,17,5,275,373,3756
312021344,0,3,43,11552,798,50,12,858,1088,13495
312021345,0,0,0,9,0,0,0,0,0,9
312021346,9,9,66,2661,608,75,4,689,677,4026
312021347,0,0,0,487,40,3,0,39,82,615
312021348,21,17,219,9876,925,92,13,1032,650,11558
312021349,9,20,221,5357,382,42,6,432,495,6283
312021350,10,4,103,4807,612,47,7,672,468,5941
312021351,0,13,84,7702,144,6,0,153,1048,8897
312021352,3,17,159,10284,297,29,0,326,1209,11822
312021353,0,10,88,7172,165,17,6,187,824,8181
312021354,0,6,28,5353,243,19,3,267,467,6084
312021355,0,0,36,2961,218,16,0,237,261,3455
312021356,10,14,139,5720,604,64,10,678,517,6918
312021357,4,13,92,7542,157,17,3,172,742,8457
312021358,17,26,293,5215,551,39,9,597,547,6364
312031359,4,4,51,11428,1262,69,14,1344,1754,14523
312031360,0,0,0,0,0,0,0,0,0,0
312031361,10,14,186,7830,243,16,0,264,773,8858
313011362,17,33,411,15146,540,67,12,619,709,16469
313011363,27,74,956,18833,716,101,15,826,951,20612
313021364,6,0,99,6005,399,50,3,452,205,6658
313021366,18,36,425,20407,1413,365,9,1788,1432,23625
313021367,3,3,42,3926,184,29,3,213,158,4290
313021368,7,9,97,9590,752,173,11,938,550,11078
313021369,4,3,54,3833,148,33,4,183,211,4228
313021572,22,46,278,14631,1423,383,16,1824,1283,17736
313021573,17,121,426,10462,680,131,4,818,887,12165
313031370,0,16,93,4516,617,70,16,706,578,5799
313031371,9,5,136,7033,215,13,0,225,1841,9100
313041372,16,11,188,14727,891,101,7,1009,752,16488
313041373,14,100,567,19676,1442,162,18,1624,1386,22686
313041374,3,0,41,5308,252,59,4,315,249,5867
313041375,18,3,165,18983,1162,133,10,1304,624,20914
313041376,0,0,29,3016,113,14,3,126,122,3260
313051377,8,10,225,7503,453,44,4,500,402,8415
313051378,25,18,256,10538,681,57,15,751,681,11974
313051379,20,22,380,9102,637,91,6,732,594,10434
313051380,47,105,755,15117,1245,146,11,1397,872,17385
313051574,0,0,0,190,26,3,0,34,92,309
313051575,30,18,459,13598,1063,86,6,1163,495,15257
314011382,26,14,299,14829,1221,98,8,1327,254,16410
314011383,10,7,101,17466,1662,113,19,1795,380,19643
314011384,4,0,83,8391,312,18,0,336,486,9213
314011385,8,0,40,7187,500,29,5,530,102,7822
314011386,24,14,258,22104,1572,136,26,1733,479,24313
314011387,4,6,130,11439,576,25,3,605,335,12385
314021389,21,13,266,18377,3606,347,58,4017,695,23089
314021576,0,4,23,4348,585,56,7,648,286,5275
314021577,27,15,349,18726,1789,226,18,2031,989,21749
314021578,16,10,114,10527,3479,354,59,3894,507,14921
314021579,23,34,315,18114,3845,339,48,4236,681,23030
314031391,14,5,180,8842,943,133,10,1083,344,10271
314031392,10,3,140,6182,523,65,11,599,316,7095
314031393,5,3,68,7939,489,44,12,537,255,8735
314031394,13,12,164,10873,1861,327,12,2202,674,13747
315011395,0,0,0,102,695,220,17,930,66,1101
315011396,8,6,35,4733,1744,107,96,1945,1122,7803
315011397,0,0,9,834,13,0,0,13,131,981
315011398,0,0,3,1138,341,6,23,371,175,1691
315011399,3,0,3,420,1672,315,90,2071,291,2781
315011400,21,12,68,3997,410,46,9,471,1742,6204
315011401,4,5,10,1419,1490,220,48,1758,244,3421
315011402,12,0,9,262,2891,678,78,3644,223,4124
315011403,0,3,10,3170,406,31,4,435,490,4097
315021404,0,4,18,3950,506,4,17,526,445,4921
315021405,7,19,114,14735,1772,135,17,1925,1656,18317
315021406,0,0,25,3212,180,8,5,191,642,4044
315021407,0,9,43,2566,60,3,0,59,465,3095
315031408,0,24,119,4217,89,6,0,94,443,4749
315031409,0,14,111,3280,146,85,0,230,468,3971
315031410,0,0,19,1770,63,6,0,67,320,2156
315031411,4,4,53,2481,68,8,0,78,158,2713
315031412,3,8,88,3072,118,12,0,135,443,3647
316011413,26,148,914,16203,929,56,19,999,758,17960
316011414,27,21,402,15631,1102,91,16,1209,660,17501
316011415,8,5,83,10542,894,74,15,988,427,11950
316011416,23,44,374,9630,1152,99,12,1263,652,11544
316021417,22,14,340,9291,396,37,0,434,306,10043
316021418,14,10,189,6147,349,34,4,392,422,6956
316021419,12,36,335,6017,459,48,3,512,448,6973
316021421,17,22,468,11876,567,42,4,616,545,13035
316021422,19,23,275,7331,347,29,3,379,417,8130
316021423,36,27,396,9306,552,51,10,618,466,10392
316021424,9,5,278,9454,692,61,13,763,456,10671
316021580,7,3,127,13663,1398,116,24,1537,511,15707
316021581,18,87,589,12816,773,60,8,844,738,14397
316031425,21,14,363,14405,790,48,17,854,686,15948
316031426,24,24,305,10695,586,37,3,628,633,11961
316031427,52,193,904,19089,2099,251,28,2380,1862,23327
316031428,10,18,264,10700,945,93,15,1055,684,12443
316051434,12,17,171,4408,410,30,7,446,272,5120
316051435,22,34,373,8251,603,34,10,641,444,9344
316051437,9,4,83,5891,592,36,3,630,326,6851
316051438,25,95,525,9289,576,41,11,623,624,10538
316051543,4,0,65,3658,261,13,3,279,177,4107
316051544,14,4,190,9405,813,53,10,871,415,10694
316061439,19,12,197,8313,397,44,9,451,489,9255
316061440,11,21,294,8111,398,21,0,416,582,9110
316061441,4,5,112,5931,266,18,5,294,324,6552
316061442,12,4,132,13950,908,68,14,983,712,15652
316061443,5,9,141,6117,242,23,9,275,441,6830
316061444,9,16,249,10581,471,27,12,511,551,11643
316071545,13,22,229,9818,496,39,6,540,390,10750
316071546,3,10,89,4013,197,20,5,222,175,4403
316071547,8,6,120,11211,492,42,4,536,598,12348
316071548,30,65,655,20257,1131,94,24,1244,992,22492
316081549,24,32,435,21915,904,65,9,977,1316,24207
317011445,0,3,46,7317,227,16,0,246,338,7899
317011446,16,71,451,10150,3226,479,42,3742,678,14576
317011447,14,31,455,8874,1037,284,12,1344,603,10823
317011448,5,18,205,5500,1369,528,19,1915,537,7951
317011449,9,0,44,6684,131,11,3,146,232,7059
317011450,6,15,211,13573,492,43,7,542,467,14582
317011451,0,4,126,10852,339,40,12,395,701,11943
317011452,14,15,268,6238,1042,104,12,1157,201,7595
317011453,6,16,205,8196,927,397,18,1340,508,10039
317011454,6,14,140,5375,435,191,7,636,410,6426
317011455,8,17,335,7678,665,79,5,749,244,8668
317011456,11,28,382,11426,1375,350,25,1750,807,13987
317011457,7,18,231,9262,731,145,15,894,379,10533
317011458,24,26,325,13681,1281,204,26,1508,656,15848
317011459,8,56,462,12317,801,273,10,1087,709,14112
318011460,48,34,285,7498,560,119,25,703,782,8987
318011461,34,20,205,6602,359,49,12,421,641,7658
318011462,0,23,210,6750,257,10,4,272,1016,8040
318011463,0,7,43,3210,62,0,0,59,486,3754
318011464,66,16,254,3766,262,50,7,313,374,4455
318011465,33,21,201,5715,257,31,11,301,447,6462
318011466,0,0,0,1114,809,56,9,879,115,2098
318021467,3,0,83,3668,618,154,9,782,347,4797
318021468,19,24,166,7521,1100,153,6,1266,1329,10116
318021469,5,26,144,2768,209,8,0,220,198,3192
318021470,0,4,42,7733,506,44,3,556,228,8515
318021471,3,6,192,9162,653,73,10,732,898,10799
318021472,9,10,129,4768,651,113,3,766,318,5844
318021474,3,68,100,5760,1462,101,16,1582,531,7868
318021475,9,3,88,5139,479,51,3,535,601,6273
318021476,6,5,117,6225,600,72,0,670,691,7586
318021477,9,0,106,3238,307,55,10,371,296,3907
318021478,4,5,63,4420,482,64,5,551,445,5415
318021479,3,9,108,3891,409,83,8,502,335,4728
318021480,3,0,63,9303,437,44,8,493,883,10683
318021481,6,16,192,6411,592,122,4,717,564,7693
318021482,14,15,131,13092,1030,109,11,1151,703,14944
318021483,0,4,46,2079,162,3,4,172,225,2475
